study_id,proposed_pub_year,source_rule,needs_pete_review,source_file,date_field,title,candidate_years_found,notes
privastaffsnapshot-b4f7c1,2001,raw_text_earliest_year,False,privastaffsnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,2001;2002,
procuri-d9365c,2002,raw_text_earliest_year,False,procuri.pdf,,Making E-sourcing Strategic,2002,
product-innovation-snapshot-e17d47,2006,raw_text_earliest_year,False,product_innovation_snapshot.pdf,,==> picture [262 x 66] intentionally omitted <==,2006,
pscrm99-execsum-d07d3b,1999,,True,pscrm99_execsum.pdf,,Executive Summary,,no_year_in_window
pscrm99-toc-400c8d,1999,raw_text_earliest_year,False,pscrm99_toc.pdf,,A Guide To Customer Relationship Management Professional Services: 1999 Edition,1999,
publication-partner-program-b2219f,2006,raw_text_earliest_year,False,publication_partner_program.pdf,,==> picture [506 x 55] intentionally omitted <==,2006,
q06-inogovernance-aa-7fd9ff,2006,,True,q06_inogovernance_aa.pdf,,==> picture [441 x 95] intentionally omitted <==,,no_year_in_window
q106-appsonnetwork-pk-e3ee37,2006,,True,q106_appsonnetwork_pk.pdf,,==> picture [441 x 95] intentionally omitted <==,,no_year_in_window
q106-gsm-dirmatbmq06-collateral-312afd,2006,,True,q106_gsm_dirmatbmq06_collateral.pdf,,==> picture [441 x 95] intentionally omitted <==,,no_year_in_window
q106-ilmvaluation-ittobusiness-ff17e7,2006,,True,q106_ilmvaluation-ittobusiness.pdf,,==> picture [441 x 95] intentionally omitted <==,,no_year_in_window
q106-morevalueentapps-pk-138485,2006,,True,q106_morevalueentapps_pk.pdf,,==> picture [441 x 95] intentionally omitted <==,,no_year_in_window
q106-pointofserviceselectionoverview-9f7550,2006,,True,q106_pointofserviceselectionoverview.pdf,,==> picture [441 x 108] intentionally omitted <==,,no_year_in_window
q106-smmidplm-overview-f25f0e,2006,,True,q106_smmidplm_overview.pdf,,==> picture [441 x 108] intentionally omitted <==,,no_year_in_window
q106-sro-ssr-overview-e17408,2006,raw_text_earliest_year,False,q106_sro_ssr_overview.pdf,,==> picture [441 x 95] intentionally omitted <==,2006,
q106-svcnetopt-overview-cb1664,2006,raw_text_earliest_year,False,q106_svcnetopt_overview.pdf,,==> picture [441 x 95] intentionally omitted <==,2006,
q106-www-20slick-jfprovia-aecdb8,2006,,True,q106_www%20slick-jfprovia.pdf,,==> picture [441 x 95] intentionally omitted <==,,no_year_in_window
q107-secure-records-mgmt-aa-3425f8,2007,,True,q107_secure_records_mgmt_aa.pdf,,==> picture [441 x 95] intentionally omitted <==,,no_year_in_window
q206-bisurvey-pr-9ea4ac,2004,raw_text_earliest_year,False,q206_bisurvey_pr.pdf,,==> picture [441 x 108] intentionally omitted <==,2004;2005,
q206-cardsresearchpreview-0ba635,2006,,True,q206_cardsresearchpreview.pdf,,==> picture [441 x 108] intentionally omitted <==,,no_year_in_window
q206-croagenda-sq-27e043,2006,,True,q206_croagenda_sq.pdf,,==> picture [441 x 95] intentionally omitted <==,,no_year_in_window
q206-custdatamgmt-cir-la-5060b3,2006,raw_text_earliest_year,False,q206_custdatamgmt_cir_la.pdf,,==> picture [441 x 108] intentionally omitted <==,2006,
q206-dataprotection-aa-953b4c,2006,,True,q206_dataprotection_aa.pdf,,==> picture [441 x 95] intentionally omitted <==,,no_year_in_window
q206-esb-psk-a58802,2005,raw_text_earliest_year,False,q206_esb_psk.pdf,,==> picture [441 x 95] intentionally omitted <==,2005;2006,
q206-integrating-20datacenter-pk-671089,2006,,True,q206_integrating%20datacenter_pk.pdf,,==> picture [441 x 95] intentionally omitted <==,,no_year_in_window
q206-ir-p2-20-b2c34d,2006,,True,q206_ir&p2%20.pdf,,==> picture [441 x 95] intentionally omitted <==,,no_year_in_window
q206-mechatronics-cj-959c35,2006,raw_text_earliest_year,False,q206_mechatronics_cj.pdf,,==> picture [441 x 108] intentionally omitted <==,2006,
q206-productlife-collaboration-jmb-b34616,2006,raw_text_earliest_year,False,q206_productlife_collaboration_jmb.pdf,,==> picture [441 x 108] intentionally omitted <==,2006,
q206-profservicesilm-aa-4bd87d,2006,raw_text_earliest_year,False,q206_profservicesilm_aa.pdf,,==> picture [441 x 95] intentionally omitted <==,2006,
q206-retailwfm-gb-e031a9,2006,raw_text_earliest_year,False,q206_retailwfm_gb.pdf,,==> picture [441 x 108] intentionally omitted <==,2006,
q206-tasslick-29cfd2,2006,raw_text_earliest_year,False,q206_tasslick.pdf,,==> picture [441 x 95] intentionally omitted <==,2006,
q306-iscsipov-sl-5ab9c3,2003,raw_text_earliest_year,False,q306_iscsipov_sl.pdf,,==> picture [441 x 95] intentionally omitted <==,2003,
q306-portfoliomgt-jmb-12b2c0,2006,raw_text_earliest_year,False,q306_portfoliomgt_jmb.pdf,,==> picture [441 x 108] intentionally omitted <==,2006,
q306-precisionmktpreview-cir-la-913b23,2006,raw_text_earliest_year,False,q306_precisionmktpreview_cir_la.pdf,,==> picture [441 x 108] intentionally omitted <==,2006,
q306-soalegacy-psk-ef497b,2006,raw_text_earliest_year,False,q306_soalegacy_psk.pdf,,==> picture [441 x 95] intentionally omitted <==,2006,
q406-admoutsourcing-rs-1f9266,2006,raw_text_earliest_year,False,q406_admoutsourcing_rs.pdf,,==> picture [441 x 108] intentionally omitted <==,2006,
q406-elearning-grc-aa-6e7359,2006,,True,q406_elearning_grc_aa.pdf,,==> picture [441 x 95] intentionally omitted <==,,no_year_in_window
q406-endpointdp-f5242d,2006,,True,q406_endpointdp.pdf,,==> picture [441 x 95] intentionally omitted <==,,no_year_in_window
q406-endpointnac-66d658,2006,raw_text_earliest_year,False,q406_endpointnac.pdf,,==> picture [441 x 95] intentionally omitted <==,2006,
q406-lmsresearchpreview-7f127b,2006,,True,q406_lmsresearchpreview.pdf,,==> picture [441 x 108] intentionally omitted <==,,no_year_in_window
q406-precisionmktpreview-ci-49ecab,2006,raw_text_earliest_year,False,q406__precisionmktpreview_ci.pdf,,==> picture [441 x 108] intentionally omitted <==,2006,
q4svccmsolselguide-marketingslick-070605a-98b07c,2005,raw_text_earliest_year,False,q4svccmsolselguide_marketingslick_070605a.pdf,,==> picture [441 x 108] intentionally omitted <==,2005;2006,
qrs-ba207a,2002,raw_text_earliest_year,False,qrs.pdf,,Making E-sourcing Strategic,2002,
ra-21stcen-3863-65fedd,2007,raw_text_earliest_year,False,ra_21stcen_3863.pdf,,==> picture [231 x 792] intentionally omitted <==,2007,
ra-admoutsourcing-rs-3597-59f661,1988,raw_text_earliest_year,False,ra_admoutsourcing_rs_3597.pdf,,==> picture [149 x 20] intentionally omitted <==,1988;2006,
ra-advancedsourcing-3857-9ede9d,2007,raw_text_earliest_year,False,ra_advancedsourcing_3857.pdf,,==> picture [149 x 20] intentionally omitted <==,2007,
ra-bpsecinfoaccess-jh-8c3eaa,2005,raw_text_earliest_year,False,ra_bpsecinfoaccess_jh.pdf,,==> picture [69 x 792] intentionally omitted <==,2005,
ra-bpsop-se-134043,2005,raw_text_earliest_year,False,ra_bpsop_se.pdf,,==> picture [69 x 792] intentionally omitted <==,2005,
ra-bptransmgmt-be-5977ec,2005,raw_text_earliest_year,False,ra_bptransmgmt_be.pdf,,==> picture [69 x 792] intentionally omitted <==,2005,
ra-cimss-la-2851-7ea2a2,2006,raw_text_earliest_year,False,ra_cimss_la_2851.pdf,,Customer Intelligence Benchmark Series: Success Strategies in Leveraging Customer Intelligence,2006,
ra-clicks-jl-3710-3cb22d,2007,raw_text_earliest_year,False,ra_clicks_jl_3710.pdf,,==> picture [240 x 792] intentionally omitted <==,2007,
ra-cmo-smemme-la-3607-20a587,2006,raw_text_earliest_year,False,ra_cmo_smemme_la_3607.pdf,,==> picture [149 x 20] intentionally omitted <==,2006,
ra-compositeapps-rs-pk-3716-05cbff,2006,raw_text_earliest_year,False,ra_compositeapps_rs-pk_3716.pdf,,==> picture [149 x 21] intentionally omitted <==,2006,
ra-custanalyticsssg-gb-jl-3709-b60131,2007,raw_text_earliest_year,False,ra_custanalyticsssg_gb_jl_3709.pdf,,==> picture [149 x 20] intentionally omitted <==,2007,
ra-final-endpointnac-bg-3723-84f1e0,2006,raw_text_earliest_year,False,ra_final_endpointnac_bg_3723.pdf,,==> picture [149 x 20] intentionally omitted <==,2006,
ra-governance-jh-1e6241,2005,raw_text_earliest_year,False,ra_governance_jh.pdf,,==> picture [69 x 792] intentionally omitted <==,2005,
ra-indbpinrevlog-rg-3865-b61078,2007,raw_text_earliest_year,False,ra_indbpinrevlog_rg_3865.pdf,,==> picture [149 x 20] intentionally omitted <==,2007,
ra-lbs-sd-3599-736223,2006,raw_text_earliest_year,False,ra_lbs_sd_3599.pdf,,==> picture [149 x 20] intentionally omitted <==,2006,
ra-lean-jb-2845-f319f8,2006,raw_text_earliest_year,False,ra_lean_jb_2845.pdf,,==> picture [240 x 792] intentionally omitted <==,2006,
ra-mfsupdate-mvsd-3719-dda2ac,2006,raw_text_earliest_year,False,ra_mfsupdate_mvsd_3719.pdf,,==> picture [149 x 20] intentionally omitted <==,2006,
ra-ntgenproddoc-3706-0a56e7,2006,raw_text_earliest_year,False,ra_ntgenproddoc_3706.pdf,,==> picture [149 x 20] intentionally omitted <==,2006,
ra-pointsofservice-pr-2858-838bf8,2006,raw_text_earliest_year,False,ra_pointsofservice_pr_2858.pdf,,The New Retail Differentiator: Making Extended Points of Service a Reality,2006,
ra-procurementoutsourcing-rs-sb-3100-b7f944,2006,raw_text_earliest_year,False,ra_procurementoutsourcing_rs-sb_3100.pdf,,The Procurement Outsourcing Benchmark Report,2006,
ra-rfidmfg-3758-c43b7f,2007,raw_text_earliest_year,False,ra_rfidmfg_3758.pdf,,==> picture [149 x 20] intentionally omitted <==,2007,
ra-scinnovator-be-3028-140f1e,2006,raw_text_earliest_year,False,ra_scinnovator_be_3028.pdf,,The Supply Chain Innovator’s Technology Footprint,2006,
ra-sctippingpt-be-abr2844-49af82,1988,raw_text_earliest_year,False,ra_sctippingpt_be_abr2844.pdf,,The On-Demand Tipping Point in Supply Chain,1988;2006,
ra-sno-mvmt-2859-790aed,1988,raw_text_earliest_year,False,ra_sno_mvmt_2859.pdf,,The Service Network Optimization Benchmark Report,1988;2006,
ra-sro-mvrg-2860-edc995,2006,raw_text_earliest_year,False,ra_sro_mvrg_2860.pdf,,The Field Service Scheduling & Routing Optimization Solution Selection Report,2006,
ra-supplierenablement-rs-2869-3e06ef,2006,raw_text_earliest_year,False,ra_supplierenablement_rs_2869.pdf,,The Supplier Enablement Benchmark Report Enterprises Shift Their Procurement Activities to the Web,2006,
ra-ttcmwireless-2855-027da7,2006,raw_text_earliest_year,False,ra_ttcmwireless_2855.pdf,,The Wireless Costs and Performance Benchmark Report,2006,
ra-wan-pb-3854-d0b6ab,2007,raw_text_earliest_year,False,ra_wan_pb_3854.pdf,,==> picture [149 x 20] intentionally omitted <==,2007,
ra-warehouseautomation-3867-89c99f,2005,pete_manual_fill,False,ra_warehouseautomation_3867.pdf,,==> picture [149 x 20] intentionally omitted <==,,manually filled v5->v6
ra-web-site-search-3910-5f9297,2007,raw_text_earliest_year,False,ra_web_site_search_3910.pdf,,==> picture [240 x 792] intentionally omitted <==,2007,
ra-web-site-search-3910-sli-16eb05,2007,pete_manual_fill,False,ra_web_site_search_3910_sli.pdf,,==> picture [240 x 792] intentionally omitted <==,,manually filled v5->v6
rainbowsnapshot-0df5ed,2000,raw_text_earliest_year,False,rainbowsnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,2000;2002,
research-services-overview-914a21,2005,,True,research_services_overview.pdf,,==> picture [433 x 117] intentionally omitted <==,,no_year_in_window
research-services-overview-wb061005a-6994ac,2005,,True,research_services_overview_wb061005a.pdf,,==> picture [432 x 117] intentionally omitted <==,,no_year_in_window
rp-appsec-mp-060927-6bae07,2005,,True,rp_appsec_mp_060927.pdf,,==> picture [441 x 95] intentionally omitted <==,,no_year_in_window
rp-idandaccmgmt-hd-061130-4791a9,2005,,True,rp_idandaccmgmt_hd_061130.pdf,,==> picture [441 x 95] intentionally omitted <==,,no_year_in_window
rp-sim-hd-070104-506e96,2005,,True,rp_sim_hd_070104.pdf,,==> picture [441 x 95] intentionally omitted <==,,no_year_in_window
rr-businessintelligencecustmgmt-gb-3697-5bf0f4,2006,raw_text_earliest_year,False,rr_businessintelligencecustmgmt_gb_3697.pdf,,==> picture [149 x 20] intentionally omitted <==,2006,
safewebsnapshot-1f1fdd,2002,raw_text_earliest_year,False,safewebsnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,2002,
sagesnapshot-d92fc8,2002,raw_text_earliest_year,False,sagesnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,2002,
salesforce-d77b13,1999,raw_text_earliest_year,False,salesforce.pdf,,==> picture [82 x 80] intentionally omitted <==,1999;2000;2001;2002,
sc-05-06-planning-080505a-016cb5,2005,raw_text_earliest_year,False,sc_05-06_planning_080505a.pdf,,==> picture [441 x 109] intentionally omitted <==,2005,
sc-05-06-supplychain-globaltrade-100505b-856b09,2005,raw_text_earliest_year,False,sc_05-06_supplychain&globaltrade_100505b.pdf,,==> picture [441 x 109] intentionally omitted <==,2005,
scm-05-06-research-agenda-081605a-bc04b6,2005,raw_text_earliest_year,False,scm_05-06_research_agenda_081605a.pdf,,==> picture [441 x 108] intentionally omitted <==,2005,
searchspace-aff41f,2001,raw_text_earliest_year,False,searchspace.pdf,,==> picture [82 x 80] intentionally omitted <==,2001;2002,
securecomputingsnapshot-ce5ea3,2001,raw_text_earliest_year,False,securecomputingsnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,2001;2002;2003,
secureinfosnapshot-300aec,2002,raw_text_earliest_year,False,secureinfosnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,2002,
selecticasnapshot-c0c207,1996,raw_text_earliest_year,False,selecticasnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,1996;2002,
sell-siderptabridged-5cc8e7,2002,raw_text_earliest_year,False,sell-siderptabridged.pdf,,What Works :TM Sell-Side/Demand Chain Best Practices,2002,
servgatesnapshot-a891dd,2003,raw_text_earliest_year,False,servgatesnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,2003,
shavliksnapshot-fd9e0f,1993,raw_text_earliest_year,False,shavliksnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,1993;2002,
sipp-speech-florida-06-30-03-5776a8,2003,,True,SIPP_speech_Florida_06_30_03.pdf,,How do you analyze and control your desktop/laptop TCO?,,no_year_in_window
snapappliancesnapshot-0c0757,1998,raw_text_earliest_year,False,SnapApplianceSnapShot.pdf,,==> picture [82 x 80] intentionally omitted <==,1998;2000;2001;2002;2003,
snapshots-20market-20visibility-20collateral-34f703,2005,,True,snapshots%20market%20visibility%20collateral.pdf,,Market Visibility,,no_year_in_window
soa-bpm-legacy-renewal-bce60f,2026,,True,source/_raw_text.txt,~2023-2026,Embracing the Future: The Case for Integrating SOA and BPM in Legacy Application Renewal,,raw_text_not_found
solution-provider-introduction-3cd92e,2005,,True,solution_provider-introduction.pdf,,==> picture [433 x 130] intentionally omitted <==,,no_year_in_window
solution-provider-introduction-wb061005a-af380e,2005,,True,solution_provider-introduction_wb061005a.pdf,,==> picture [432 x 130] intentionally omitted <==,,no_year_in_window
solution-providers-accelerating-sales-dd23da,2005,,True,solution_providers-accelerating_sales.pdf,,==> picture [433 x 130] intentionally omitted <==,,no_year_in_window
solution-providers-accelerating-sales-wb060205a-876d27,2005,,True,solution_providers-accelerating_sales_wb060205a.pdf,,==> picture [432 x 130] intentionally omitted <==,,no_year_in_window
solution-providers-creating-demand-49b049,2005,,True,solution_providers-creating_demand.pdf,,==> picture [433 x 130] intentionally omitted <==,,no_year_in_window
solution-providers-creating-demand-wb060905a-b72e30,2005,,True,solution_providers-creating_demand_wb060905a.pdf,,==> picture [432 x 130] intentionally omitted <==,,no_year_in_window
solution-providers-growing-customers-b956f7,2005,,True,solution_providers-growing_customers.pdf,,==> picture [433 x 130] intentionally omitted <==,,no_year_in_window
solution-providers-growing-customers-wb061005a-dc4e92,2005,,True,solution_providers-growing_customers_wb061005a.pdf,,==> picture [432 x 130] intentionally omitted <==,,no_year_in_window
solution-providers-mktawareness-b2463f,2005,,True,solution_providers-mktawareness.pdf,,==> picture [433 x 130] intentionally omitted <==,,no_year_in_window
solution-providers-mktawareness-np110405a-7a1bc7,2005,,True,solution_providers-mktawareness_np110405a.pdf,,==> picture [433 x 130] intentionally omitted <==,,no_year_in_window
spidynamicssnapshot-2b4eae,2002,raw_text_earliest_year,False,spidynamicssnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,2002,
spotlightavotus-997b04,2001,raw_text_earliest_year,False,spotlightavotus.pdf,,==> picture [82 x 80] intentionally omitted <==,2001;2003,
spotlightdigitalfountain-3a7ed2,1998,raw_text_earliest_year,False,spotlightdigitalfountain.pdf,,==> picture [82 x 80] intentionally omitted <==,1998;2003,
spotlightdigitalreliance-8246bd,2000,raw_text_earliest_year,False,spotlightdigitalreliance.pdf,,==> picture [82 x 80] intentionally omitted <==,2000;2003,
spotlightmirrorimage-3ee2aa,1997,raw_text_earliest_year,False,spotlightmirrorimage.pdf,,==> picture [82 x 80] intentionally omitted <==,1997;2003,
spotlightprofitline-f0b7b5,1992,raw_text_earliest_year,False,spotlightprofitline.pdf,,==> picture [82 x 80] intentionally omitted <==,1992;2003,
spotlightradiance-5915fb,2000,raw_text_earliest_year,False,spotlightradiance.pdf,,==> picture [82 x 80] intentionally omitted <==,2000;2003,
spotlightstratacache-970c06,1999,raw_text_earliest_year,False,spotlightstratacache.pdf,,==> picture [82 x 80] intentionally omitted <==,1999;2002;2003,
spotlightteldata-3e83bb,1988,raw_text_earliest_year,False,spotlightteldata.pdf,,==> picture [82 x 80] intentionally omitted <==,1988;2003,
spotlighttraq-99dc04,2003,raw_text_earliest_year,False,spotlighttraq.pdf,,==> picture [82 x 80] intentionally omitted <==,2003,
streamingmediatoc-d6b5cc,2002,raw_text_earliest_year,False,streamingmediatoc.pdf,,What Works,2002,
sunsnapshota-da6171,2001,raw_text_earliest_year,False,sunsnapshota.pdf,,==> picture [82 x 80] intentionally omitted <==,2001;2002,
supply-chain-research-snapshot-7bc490,2007,raw_text_earliest_year,False,supply_chain_research_snapshot.pdf,,==> picture [222 x 36] intentionally omitted <==,2007,
surfcontrolsnapshot-af71d7,2001,raw_text_earliest_year,False,surfcontrolsnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,2001;2002,
sygatesnapshot-cdaab7,2003,raw_text_earliest_year,False,sygatesnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,2003,
symantecsnapshot-da9c4c,2000,raw_text_earliest_year,False,symantecsnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,2000;2001;2002,
symarksnapshot-ae8735,2002,raw_text_earliest_year,False,symarksnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,2002,
thought-20leadership-20collateral-8fcaaf,2004,,True,thought%20leadership%20collateral.pdf,,Market Visibility,,no_year_in_window
tivolisnapshot-b48230,2003,raw_text_earliest_year,False,tivolisnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,2003,
top10cpc-8ae27e,2001,raw_text_earliest_year,False,top10cpc.pdf,,==> picture [407 x 242] intentionally omitted <==,2001,
top10crm-185a2a,2000,raw_text_earliest_year,False,top10crm.pdf,,What Works: Ten Significant CRM Implementations of 2000,2000;2001,
tpc-c-results-89bdb3,2000,raw_text_earliest_year,False,TPC-C results.pdf,,TPC-C BENCHMARK RESULTS,2000;2001,
tradec-51c687,2002,raw_text_earliest_year,False,tradec.pdf,,Making E-sourcing Strategic,2002,
tripwiresnapshot-952557,2000,raw_text_earliest_year,False,tripwiresnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,2000;2002,
unipresssnapshot-fb7211,1983,raw_text_earliest_year,False,unipresssnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,1983;2003;2025,
verticalsolutionssnapshot-df0498,2001,raw_text_earliest_year,False,verticalsolutionssnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,2001;2002;2003,
voiptoc-7206c3,2002,raw_text_earliest_year,False,voiptoc.pdf,,What Works,2002,
webglobalization-9a3e89,2001,raw_text_earliest_year,False,webglobalization.pdf,,Web Globalization,2001,
websidestorysnapshot-d9e992,2001,raw_text_earliest_year,False,websidestorysnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,2001;2002,
webwashersnapshot-a1cfa0,2001,raw_text_earliest_year,False,webwashersnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,2001;2002,
westerneuropereporttoc-6d43c8,2002,raw_text_earliest_year,False,westerneuropereporttoc.pdf,,Wireless Enterprise Messaging in Western Europe,2002;2003;2006,
wfms-research-preview-q406-cce768,2006,,True,wfms_research_preview_q406.pdf,,==> picture [442 x 108] intentionally omitted <==,,no_year_in_window
written-all-aberdeen-publications-6332de,1998,,True,Written__All Aberdeen publications.pdf,,"|Dec-98|Xacct: Mediation for IP: Provisioning and Billing for IP-Based Services|Taylor, Bart|Profile||",,no_year_in_window
written-amd-profile01-677733,2000,raw_text_earliest_year,False,Written__AMD Profile01.pdf,,AMD’s Gigahertz Equivalency: Confused Customers Accept Bad Science,2000;2001;2002,
written-dct-oct-4-hot-topic-13a344,2003,raw_text_earliest_year,False,Written__DCT Oct. 4 hot topic.pdf,,==> picture [450 x 121] intentionally omitted <==,2003,
written-dell-ars-white-paper-prod-7-11m-343063,2003,raw_text_earliest_year,False,Written__Dell ARS White Paper PROD 7-11m.pdf,,==> picture [442 x 38] intentionally omitted <==,2003,
written-dell-asset-recovery-services-2-0abe18,2003,,True,Written__Dell Asset Recovery Services 2.pdf,,"Dell Asset Recovery Services: a Trustworthy Partner for Eliminating Aging IT Assets (possible title: Remove, Resell, Rec",,no_year_in_window
written-dell-sd2-final-330962,2001,,True,Written__Dell_SD2_FINAL.pdf,,==> picture [460 x 434] intentionally omitted <==,,no_year_in_window
written-desktop-virtualization-roi-aberdeen-f059d8,2011,raw_text_earliest_year,False,Written__desktop virtualization ROI - Aberdeen.pdf,,==> picture [141 x 792] intentionally omitted <==,2011,
written-goremote-profile-5-2a-78ab20,2003,raw_text_earliest_year,False,Written__Goremote Profile 5-2a.pdf,,==> picture [442 x 38] intentionally omitted <==,2003,
written-intel-centrino-pk-b43168,2003,raw_text_earliest_year,False,Written__Intel Centrino PK.pdf,,Intel’s Centrino: Don’t Man the Barricades,2003,
written-intel-infiband-wp-edit-psk-5-22f-c7606f,2002,raw_text_earliest_year,False,Written__Intel Infiband WP--edit psk 5-22f.pdf,,==> picture [442 x 38] intentionally omitted <==,2002;2003,
written-intelitaniummfewp1-1-204e5f,2004,raw_text_earliest_year,False,Written__intelitaniummfewp1[1].pdf,,Intel’s Itanium: Ready and Desirable for MainframeClass Workloads,2004,
written-mirror-image-profile-v2-050404-384513,1988,raw_text_earliest_year,False,Written__Mirror Image Profile V2 (050404).pdf,,==> picture [442 x 39] intentionally omitted <==,1988;2004,
written-oracleroiwhitepaperprod-235e19,2001,raw_text_earliest_year,False,Written__OracleROIWhitePaperPROD.pdf,,==> picture [442 x 38] intentionally omitted <==,2001,
written-outsourcing-application-development-and-maintenance-0877e6,2006,raw_text_earliest_year,False,Written__Outsourcing Application Development and Maintenance.pdf,,==> picture [149 x 20] intentionally omitted <==,2006,
written-perspective-041304-eb8c4a,1988,raw_text_earliest_year,False,Written__Perspective 041304.pdf,,==> picture [287 x 58] intentionally omitted <==,1988,
written-snap-appliances-snapshot-10-15pk-a7b49c,2001,raw_text_earliest_year,False,Written__Snap Appliances snapshot 10-15pk.pdf,,==> picture [82 x 80] intentionally omitted <==,2001;2003,
written-snapshot-snap-templated-611beb,2001,raw_text_earliest_year,False,Written__snapshot_snap_templated.pdf,,==> picture [82 x 80] intentionally omitted <==,2001;2003,
written-technology-themes-4d6f14,2004,raw_text_earliest_year,False,Written__Technology themes.pdf,,IT Deflation:,2004,
written-webex-taking-conferencing-to-the-business-communications-summit-2b6842,2002,raw_text_earliest_year,False,Written__WebEx- Taking Conferencing to the Business Communications Summit.pdf,,==> picture [442 x 39] intentionally omitted <==,2002,
wwstoragereporttoc-2ba9ad,2001,raw_text_earliest_year,False,wwstoragereporttoc.pdf,,Worldwide Storage Management,2001;2002,
xignsnapshot-4553de,2001,raw_text_earliest_year,False,xignsnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,2001;2002,
xsidessnapshot-24bb47,2002,raw_text_earliest_year,False,xsidessnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,2002,
zonelabssnapshot-111c0a,2001,raw_text_earliest_year,False,zonelabssnapshot.pdf,,==> picture [82 x 80] intentionally omitted <==,2001;2002;2003,
