# Prescience Salvage Trust Manifest Audit — 2026-06-14T13:42:45.384518
# ARCHIVE_ROOT=/Users/scott/Desktop/Archive
# CANONICAL_PROMPT_SHA256=(set)

[master] /Users/scott/Desktop/Archive/aberdeen-group-archive/_master_prescience_scores.csv: row_count=3761 parse_ok_rate=0.9968
[master] /Users/scott/Desktop/Archive/archive_masters/_master_prescience_scores.csv: row_count=4082 parse_ok_rate=0.9968
[wdir] /Users/scott/Desktop/Archive/prepared/itoutsourcingtoc-18f459/working: score_file=/Users/scott/Desktop/Archive/prepared/itoutsourcingtoc-18f459/working/entity_candidates.csv driver=None row_count=5
[wdir] /Users/scott/Desktop/Archive/prepared/itspending-236a9a/working: score_file=/Users/scott/Desktop/Archive/prepared/itspending-236a9a/working/skipped_obs_v3.csv driver=None row_count=1
[wdir] /Users/scott/Desktop/Archive/prepared/junenews-fc15cc/working: score_file=/Users/scott/Desktop/Archive/prepared/junenews-fc15cc/working/entity_candidates.csv driver=None row_count=3
[wdir] /Users/scott/Desktop/Archive/prepared/latisnetworkssnapshot-90caa6/working: score_file=/Users/scott/Desktop/Archive/prepared/latisnetworkssnapshot-90caa6/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/leopardsnapshot-032eb0/working: score_file=/Users/scott/Desktop/Archive/prepared/leopardsnapshot-032eb0/working/entity_candidates.csv driver=None row_count=3
[wdir] /Users/scott/Desktop/Archive/prepared/linuxweb-toc-0a59c7/working: score_file=/Users/scott/Desktop/Archive/prepared/linuxweb-toc-0a59c7/working/entity_candidates.csv driver=None row_count=4
[wdir] /Users/scott/Desktop/Archive/prepared/lovebug-00ded3/working: score_file=/Users/scott/Desktop/Archive/prepared/lovebug-00ded3/working/entity_candidates.csv driver=None row_count=3
[wdir] /Users/scott/Desktop/Archive/prepared/lrmrptwebtoc-1f7efa/working: score_file=/Users/scott/Desktop/Archive/prepared/lrmrptwebtoc-1f7efa/working/entity_candidates.csv driver=None row_count=10
[wdir] /Users/scott/Desktop/Archive/prepared/lrmtechnologytoc-fbce1d/working: score_file=/Users/scott/Desktop/Archive/prepared/lrmtechnologytoc-fbce1d/working/entity_candidates.csv driver=None row_count=3
[wdir] /Users/scott/Desktop/Archive/prepared/lumetasnapshot-6233db/working: score_file=/Users/scott/Desktop/Archive/prepared/lumetasnapshot-6233db/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/lurhqsnapshot-f30215/working: score_file=/Users/scott/Desktop/Archive/prepared/lurhqsnapshot-f30215/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/m-commerce-20-20toc-2bfda1/working: score_file=/Users/scott/Desktop/Archive/prepared/m-commerce-20-20toc-2bfda1/working/entity_candidates.csv driver=None row_count=20
[wdir] /Users/scott/Desktop/Archive/prepared/ma-e2open-be-2484-31191f/working: score_file=/Users/scott/Desktop/Archive/prepared/ma-e2open-be-2484-31191f/working/skipped_obs_v3.csv driver=None row_count=2
[wdir] /Users/scott/Desktop/Archive/prepared/ma-oraclebuysprofitlogic-pr-446851/working: score_file=/Users/scott/Desktop/Archive/prepared/ma-oraclebuysprofitlogic-pr-446851/working/entity_candidates.csv driver=None row_count=2
[wdir] /Users/scott/Desktop/Archive/prepared/ma-procuri-cmsi-tm-642bb1/working: score_file=/Users/scott/Desktop/Archive/prepared/ma-procuri-cmsi-tm-642bb1/working/skipped_obs_v3.csv driver=None row_count=4
[wdir] /Users/scott/Desktop/Archive/prepared/ma-smartops-be-2180-c1877c/working: score_file=/Users/scott/Desktop/Archive/prepared/ma-smartops-be-2180-c1877c/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/manufacturing-researchlicensing-f49444/working: score_file=/Users/scott/Desktop/Archive/prepared/manufacturing-researchlicensing-f49444/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/manufacturing-snapshot-c7bf80/working: score_file=/Users/scott/Desktop/Archive/prepared/manufacturing-snapshot-c7bf80/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/manugisticssnapshot-e05de9/working: score_file=/Users/scott/Desktop/Archive/prepared/manugisticssnapshot-e05de9/working/entity_candidates.csv driver=None row_count=4
[wdir] /Users/scott/Desktop/Archive/prepared/maynews-888c65/working: score_file=/Users/scott/Desktop/Archive/prepared/maynews-888c65/working/skipped_obs_v3.csv driver=None row_count=6
[wdir] /Users/scott/Desktop/Archive/prepared/mazunetworkssnapshot-f9bae1/working: score_file=/Users/scott/Desktop/Archive/prepared/mazunetworkssnapshot-f9bae1/working/entity_candidates.csv driver=None row_count=2
[wdir] /Users/scott/Desktop/Archive/prepared/mcmwebtoc-09fe7d/working: score_file=/Users/scott/Desktop/Archive/prepared/mcmwebtoc-09fe7d/working/entity_candidates.csv driver=None row_count=2
[wdir] /Users/scott/Desktop/Archive/prepared/memoir-scratch-pad-464eb7/working: score_file=/Users/scott/Desktop/Archive/prepared/memoir-scratch-pad-464eb7/working/entity_candidates.csv driver=None row_count=9
[wdir] /Users/scott/Desktop/Archive/prepared/mfg-05-06-manufacturingagenda-080305b-fa62f7/working: score_file=/Users/scott/Desktop/Archive/prepared/mfg-05-06-manufacturingagenda-080305b-fa62f7/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/mgddelivery2003abridged-267561/working: score_file=/Users/scott/Desktop/Archive/prepared/mgddelivery2003abridged-267561/working/entity_candidates.csv driver=None row_count=4
[wdir] /Users/scott/Desktop/Archive/prepared/microsoftsnapshot-eec9a2/working: score_file=/Users/scott/Desktop/Archive/prepared/microsoftsnapshot-eec9a2/working/entity_candidates.csv driver=None row_count=5
[wdir] /Users/scott/Desktop/Archive/prepared/mid-marketreporttoc-6fc1a9/working: score_file=/Users/scott/Desktop/Archive/prepared/mid-marketreporttoc-6fc1a9/working/entity_candidates.csv driver=None row_count=9
[wdir] /Users/scott/Desktop/Archive/prepared/midlinestoragewp-7f30e3/working: score_file=/Users/scott/Desktop/Archive/prepared/midlinestoragewp-7f30e3/working/observation_candidates.csv driver=None row_count=13
[wdir] /Users/scott/Desktop/Archive/prepared/mobiledatatoc-5b5e85/working: score_file=/Users/scott/Desktop/Archive/prepared/mobiledatatoc-5b5e85/working/entity_candidates.csv driver=None row_count=8
[wdir] /Users/scott/Desktop/Archive/prepared/mobilemiddlewareabridgedtoc-80c331/working: score_file=/Users/scott/Desktop/Archive/prepared/mobilemiddlewareabridgedtoc-80c331/working/entity_candidates.csv driver=None row_count=5
[wdir] /Users/scott/Desktop/Archive/prepared/mobility-management-jb-3822-93c2b3/working: score_file=/Users/scott/Desktop/Archive/prepared/mobility-management-jb-3822-93c2b3/working/skipped_obs_v3.csv driver=None row_count=55
[wdir] /Users/scott/Desktop/Archive/prepared/mto-05-06-cmo-mktanalyticslagenda-081605a-6a0fa4/working: score_file=/Users/scott/Desktop/Archive/prepared/mto-05-06-cmo-mktanalyticslagenda-081605a-6a0fa4/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/mto-2005-sell-side-research-20agenda-110404a-a86bae/working: score_file=/Users/scott/Desktop/Archive/prepared/mto-2005-sell-side-research-20agenda-110404a-a86bae/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/mto-204q04-20-20proactive-20service-20102804a-3388b9/working: score_file=/Users/scott/Desktop/Archive/prepared/mto-204q04-20-20proactive-20service-20102804a-3388b9/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/mto-204q05-20-20business-20benefits-20auto-20replenishment-11e73c/working: score_file=/Users/scott/Desktop/Archive/prepared/mto-204q05-20-20business-20benefits-20auto-20replenishment-11e73c/working/entity_candidates.csv driver=None row_count=2
[wdir] /Users/scott/Desktop/Archive/prepared/mto-retail-2005-research-agenda-011105a-10c644/working: score_file=/Users/scott/Desktop/Archive/prepared/mto-retail-2005-research-agenda-011105a-10c644/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/net2ssnapshot-446b68/working: score_file=/Users/scott/Desktop/Archive/prepared/net2ssnapshot-446b68/working/entity_candidates.csv driver=None row_count=10
[wdir] /Users/scott/Desktop/Archive/prepared/netmarket-toc-a7bfa2/working: score_file=/Users/scott/Desktop/Archive/prepared/netmarket-toc-a7bfa2/working/entity_candidates.csv driver=None row_count=7
[wdir] /Users/scott/Desktop/Archive/prepared/netmarketliquidity-toc-fb9fbc/working: score_file=/Users/scott/Desktop/Archive/prepared/netmarketliquidity-toc-fb9fbc/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/netscreensnapshot-e08ade/working: score_file=/Users/scott/Desktop/Archive/prepared/netscreensnapshot-e08ade/working/entity_candidates.csv driver=None row_count=7
[wdir] /Users/scott/Desktop/Archive/prepared/network-1snapshot-b7770f/working: score_file=/Users/scott/Desktop/Archive/prepared/network-1snapshot-b7770f/working/entity_candidates.csv driver=None row_count=2
[wdir] /Users/scott/Desktop/Archive/prepared/networkappliancesnapshot-894077/working: score_file=/Users/scott/Desktop/Archive/prepared/networkappliancesnapshot-894077/working/entity_candidates.csv driver=None row_count=5
[wdir] /Users/scott/Desktop/Archive/prepared/newmediasnapshot-ff463f/working: score_file=/Users/scott/Desktop/Archive/prepared/newmediasnapshot-ff463f/working/entity_candidates.csv driver=None row_count=2
[wdir] /Users/scott/Desktop/Archive/prepared/nextancesnapshot-504aed/working: score_file=/Users/scott/Desktop/Archive/prepared/nextancesnapshot-504aed/working/entity_candidates.csv driver=None row_count=2
[wdir] /Users/scott/Desktop/Archive/prepared/nfrsnapshot-c5fc14/working: score_file=/Users/scott/Desktop/Archive/prepared/nfrsnapshot-c5fc14/working/entity_candidates.csv driver=None row_count=3
[wdir] /Users/scott/Desktop/Archive/prepared/nt2000-41a391/working: score_file=/Users/scott/Desktop/Archive/prepared/nt2000-41a391/working/entity_candidates.csv driver=None row_count=5
[wdir] /Users/scott/Desktop/Archive/prepared/nt2000-data-a2adf2/working: score_file=/Users/scott/Desktop/Archive/prepared/nt2000-data-a2adf2/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/optical-electronicreport-toc-0a3155/working: score_file=/Users/scott/Desktop/Archive/prepared/optical-electronicreport-toc-0a3155/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/opticalnetworking-1695aa/working: score_file=/Users/scott/Desktop/Archive/prepared/opticalnetworking-1695aa/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/oracle-431364/working: score_file=/Users/scott/Desktop/Archive/prepared/oracle-431364/working/entity_candidates.csv driver=None row_count=14
[wdir] /Users/scott/Desktop/Archive/prepared/oracle-wp-prod-15ac4a/working: score_file=/Users/scott/Desktop/Archive/prepared/oracle-wp-prod-15ac4a/working/skipped_obs_v3.csv driver=None row_count=16
[wdir] /Users/scott/Desktop/Archive/prepared/osbptoc9-23-fd5f9a/working: score_file=/Users/scott/Desktop/Archive/prepared/osbptoc9-23-fd5f9a/working/entity_candidates.csv driver=None row_count=3
[wdir] /Users/scott/Desktop/Archive/prepared/ourpromise-5b66af/working: score_file=/Users/scott/Desktop/Archive/prepared/ourpromise-5b66af/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/p2scrm99-execsum-27132c/working: score_file=/Users/scott/Desktop/Archive/prepared/p2scrm99-execsum-27132c/working/entity_candidates.csv driver=None row_count=25
[wdir] /Users/scott/Desktop/Archive/prepared/patchlinksnapshot-a10275/working: score_file=/Users/scott/Desktop/Archive/prepared/patchlinksnapshot-a10275/working/entity_candidates.csv driver=None row_count=3
[wdir] /Users/scott/Desktop/Archive/prepared/phoenixsnapshot-e90044/working: score_file=/Users/scott/Desktop/Archive/prepared/phoenixsnapshot-e90044/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/plm-market-sizing-toc-12e77f/working: score_file=/Users/scott/Desktop/Archive/prepared/plm-market-sizing-toc-12e77f/working/entity_candidates.csv driver=None row_count=3
[wdir] /Users/scott/Desktop/Archive/prepared/polivecsnapshot-388c4c/working: score_file=/Users/scott/Desktop/Archive/prepared/polivecsnapshot-388c4c/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/poolsofstoragewp-3a0151/working: score_file=/Users/scott/Desktop/Archive/prepared/poolsofstoragewp-3a0151/working/skipped_obs_v3.csv driver=None row_count=12
[wdir] /Users/scott/Desktop/Archive/prepared/pragmatechv2snapshot-b0953e/working: score_file=/Users/scott/Desktop/Archive/prepared/pragmatechv2snapshot-b0953e/working/entity_candidates.csv driver=None row_count=15
[wdir] /Users/scott/Desktop/Archive/prepared/privastaffsnapshot-b4f7c1/working: score_file=/Users/scott/Desktop/Archive/prepared/privastaffsnapshot-b4f7c1/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/procuri-d9365c/working: score_file=/Users/scott/Desktop/Archive/prepared/procuri-d9365c/working/entity_candidates.csv driver=None row_count=6
[wdir] /Users/scott/Desktop/Archive/prepared/product-innovation-snapshot-e17d47/working: score_file=/Users/scott/Desktop/Archive/prepared/product-innovation-snapshot-e17d47/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/psa2001surveyreporttoc-971ee5/working: score_file=/Users/scott/Desktop/Archive/prepared/psa2001surveyreporttoc-971ee5/working/entity_candidates.csv driver=None row_count=5
[wdir] /Users/scott/Desktop/Archive/prepared/pscrm99-execsum-d07d3b/working: score_file=/Users/scott/Desktop/Archive/prepared/pscrm99-execsum-d07d3b/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/pscrm99-toc-400c8d/working: score_file=/Users/scott/Desktop/Archive/prepared/pscrm99-toc-400c8d/working/entity_candidates.csv driver=None row_count=11
[wdir] /Users/scott/Desktop/Archive/prepared/pss-204q04-20-20nextgen-20post-sales-20service-20083004a-fcd311/working: score_file=/Users/scott/Desktop/Archive/prepared/pss-204q04-20-20nextgen-20post-sales-20service-20083004a-fcd311/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/publication-partner-program-b2219f/working: score_file=/Users/scott/Desktop/Archive/prepared/publication-partner-program-b2219f/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q06-inogovernance-aa-7fd9ff/working: score_file=/Users/scott/Desktop/Archive/prepared/q06-inogovernance-aa-7fd9ff/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q106-appsonnetwork-pk-e3ee37/working: score_file=/Users/scott/Desktop/Archive/prepared/q106-appsonnetwork-pk-e3ee37/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q106-gsm-dirmatbmq06-collateral-312afd/working: score_file=/Users/scott/Desktop/Archive/prepared/q106-gsm-dirmatbmq06-collateral-312afd/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q106-ilmvaluation-ittobusiness-ff17e7/working: score_file=/Users/scott/Desktop/Archive/prepared/q106-ilmvaluation-ittobusiness-ff17e7/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q106-morevalueentapps-pk-138485/working: score_file=/Users/scott/Desktop/Archive/prepared/q106-morevalueentapps-pk-138485/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q106-pointofserviceselectionoverview-9f7550/working: score_file=/Users/scott/Desktop/Archive/prepared/q106-pointofserviceselectionoverview-9f7550/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q106-smmidplm-overview-f25f0e/working: score_file=/Users/scott/Desktop/Archive/prepared/q106-smmidplm-overview-f25f0e/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q106-sro-ssr-overview-e17408/working: score_file=/Users/scott/Desktop/Archive/prepared/q106-sro-ssr-overview-e17408/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q106-svcnetopt-overview-cb1664/working: score_file=/Users/scott/Desktop/Archive/prepared/q106-svcnetopt-overview-cb1664/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q106-www-20slick-jfprovia-aecdb8/working: score_file=/Users/scott/Desktop/Archive/prepared/q106-www-20slick-jfprovia-aecdb8/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q107-secure-records-mgmt-aa-3425f8/working: score_file=/Users/scott/Desktop/Archive/prepared/q107-secure-records-mgmt-aa-3425f8/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q206-bisurvey-pr-9ea4ac/working: score_file=/Users/scott/Desktop/Archive/prepared/q206-bisurvey-pr-9ea4ac/working/observation_candidates.csv driver=None row_count=2
[wdir] /Users/scott/Desktop/Archive/prepared/q206-cardsresearchpreview-0ba635/working: score_file=/Users/scott/Desktop/Archive/prepared/q206-cardsresearchpreview-0ba635/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q206-croagenda-sq-27e043/working: score_file=/Users/scott/Desktop/Archive/prepared/q206-croagenda-sq-27e043/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q206-custdatamgmt-cir-la-5060b3/working: score_file=/Users/scott/Desktop/Archive/prepared/q206-custdatamgmt-cir-la-5060b3/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q206-dataprotection-aa-953b4c/working: score_file=/Users/scott/Desktop/Archive/prepared/q206-dataprotection-aa-953b4c/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q206-esb-psk-a58802/working: score_file=/Users/scott/Desktop/Archive/prepared/q206-esb-psk-a58802/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q206-integrating-20datacenter-pk-671089/working: score_file=/Users/scott/Desktop/Archive/prepared/q206-integrating-20datacenter-pk-671089/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q206-ir-p2-20-b2c34d/working: score_file=/Users/scott/Desktop/Archive/prepared/q206-ir-p2-20-b2c34d/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q206-mechatronics-cj-959c35/working: score_file=/Users/scott/Desktop/Archive/prepared/q206-mechatronics-cj-959c35/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q206-productlife-collaboration-jmb-b34616/working: score_file=/Users/scott/Desktop/Archive/prepared/q206-productlife-collaboration-jmb-b34616/working/observation_candidates.csv driver=None row_count=2
[wdir] /Users/scott/Desktop/Archive/prepared/q206-profservicesilm-aa-4bd87d/working: score_file=/Users/scott/Desktop/Archive/prepared/q206-profservicesilm-aa-4bd87d/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q206-retailwfm-gb-e031a9/working: score_file=/Users/scott/Desktop/Archive/prepared/q206-retailwfm-gb-e031a9/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q206-tasslick-29cfd2/working: score_file=/Users/scott/Desktop/Archive/prepared/q206-tasslick-29cfd2/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q306-iscsipov-sl-5ab9c3/working: score_file=/Users/scott/Desktop/Archive/prepared/q306-iscsipov-sl-5ab9c3/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q306-portfoliomgt-jmb-12b2c0/working: score_file=/Users/scott/Desktop/Archive/prepared/q306-portfoliomgt-jmb-12b2c0/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q306-precisionmktpreview-cir-la-913b23/working: score_file=/Users/scott/Desktop/Archive/prepared/q306-precisionmktpreview-cir-la-913b23/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q306-soalegacy-psk-ef497b/working: score_file=/Users/scott/Desktop/Archive/prepared/q306-soalegacy-psk-ef497b/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q406-admoutsourcing-rs-1f9266/working: score_file=/Users/scott/Desktop/Archive/prepared/q406-admoutsourcing-rs-1f9266/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q406-elearning-grc-aa-6e7359/working: score_file=/Users/scott/Desktop/Archive/prepared/q406-elearning-grc-aa-6e7359/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q406-endpointdp-f5242d/working: score_file=/Users/scott/Desktop/Archive/prepared/q406-endpointdp-f5242d/working/observation_candidates.csv driver=None row_count=4
[wdir] /Users/scott/Desktop/Archive/prepared/q406-endpointnac-66d658/working: score_file=/Users/scott/Desktop/Archive/prepared/q406-endpointnac-66d658/working/observation_candidates.csv driver=None row_count=4
[wdir] /Users/scott/Desktop/Archive/prepared/q406-lmsresearchpreview-7f127b/working: score_file=/Users/scott/Desktop/Archive/prepared/q406-lmsresearchpreview-7f127b/working/entity_candidates.csv driver=None row_count=2
[wdir] /Users/scott/Desktop/Archive/prepared/q406-precisionmktpreview-ci-49ecab/working: score_file=/Users/scott/Desktop/Archive/prepared/q406-precisionmktpreview-ci-49ecab/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/q4svccmsolselguide-marketingslick-070605a-98b07c/working: score_file=/Users/scott/Desktop/Archive/prepared/q4svccmsolselguide-marketingslick-070605a-98b07c/working/bucket_signals.json driver=None row_count=
[wdir] /Users/scott/Desktop/Archive/prepared/qrs-ba207a/working: score_file=/Users/scott/Desktop/Archive/prepared/qrs-ba207a/working/entity_candidates.csv driver=None row_count=6
[wdir] /Users/scott/Desktop/Archive/prepared/ra-21stcen-3863-65fedd/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-21stcen-3863-65fedd/working/skipped_obs_v3.csv driver=None row_count=67
[wdir] /Users/scott/Desktop/Archive/prepared/ra-admoutsourcing-rs-3597-59f661/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-admoutsourcing-rs-3597-59f661/working/scoreable_obs_v4.csv driver=None row_count=3
[wdir] /Users/scott/Desktop/Archive/prepared/ra-advancedsourcing-3857-9ede9d/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-advancedsourcing-3857-9ede9d/working/skipped_obs_v3.csv driver=None row_count=37
[wdir] /Users/scott/Desktop/Archive/prepared/ra-bpsecinfoaccess-jh-8c3eaa/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-bpsecinfoaccess-jh-8c3eaa/working/skipped_obs_v3.csv driver=None row_count=49
[wdir] /Users/scott/Desktop/Archive/prepared/ra-bpsop-se-134043/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-bpsop-se-134043/working/skipped_obs_v3.csv driver=None row_count=23
[wdir] /Users/scott/Desktop/Archive/prepared/ra-bptransmgmt-be-5977ec/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-bptransmgmt-be-5977ec/working/skipped_obs_v3.csv driver=None row_count=34
[wdir] /Users/scott/Desktop/Archive/prepared/ra-cimss-la-2851-7ea2a2/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-cimss-la-2851-7ea2a2/working/skipped_obs_v3.csv driver=None row_count=28
[wdir] /Users/scott/Desktop/Archive/prepared/ra-clicks-jl-3710-3cb22d/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-clicks-jl-3710-3cb22d/working/skipped_obs_v3.csv driver=None row_count=57
[wdir] /Users/scott/Desktop/Archive/prepared/ra-cmo-smemme-la-3607-20a587/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-cmo-smemme-la-3607-20a587/working/skipped_obs_v3.csv driver=None row_count=70
[wdir] /Users/scott/Desktop/Archive/prepared/ra-compositeapps-rs-pk-3716-05cbff/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-compositeapps-rs-pk-3716-05cbff/working/skipped_obs_v3.csv driver=None row_count=51
[wdir] /Users/scott/Desktop/Archive/prepared/ra-custanalyticsssg-gb-jl-3709-b60131/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-custanalyticsssg-gb-jl-3709-b60131/working/skipped_obs_v3.csv driver=None row_count=9
[wdir] /Users/scott/Desktop/Archive/prepared/ra-final-endpointnac-bg-3723-84f1e0/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-final-endpointnac-bg-3723-84f1e0/working/skipped_obs_v3.csv driver=None row_count=79
[wdir] /Users/scott/Desktop/Archive/prepared/ra-governance-jh-1e6241/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-governance-jh-1e6241/working/skipped_obs_v3.csv driver=None row_count=38
[wdir] /Users/scott/Desktop/Archive/prepared/ra-indbpinrevlog-rg-3865-b61078/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-indbpinrevlog-rg-3865-b61078/working/skipped_obs_v3.csv driver=None row_count=47
[wdir] /Users/scott/Desktop/Archive/prepared/ra-lbs-sd-3599-736223/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-lbs-sd-3599-736223/working/skipped_obs_v3.csv driver=None row_count=77
[wdir] /Users/scott/Desktop/Archive/prepared/ra-lean-jb-2845-f319f8/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-lean-jb-2845-f319f8/working/skipped_obs_v3.csv driver=None row_count=73
[wdir] /Users/scott/Desktop/Archive/prepared/ra-mfsupdate-mvsd-3719-dda2ac/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-mfsupdate-mvsd-3719-dda2ac/working/skipped_obs_v3.csv driver=None row_count=51
[wdir] /Users/scott/Desktop/Archive/prepared/ra-ntgenproddoc-3706-0a56e7/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-ntgenproddoc-3706-0a56e7/working/skipped_obs_v3.csv driver=None row_count=60
[wdir] /Users/scott/Desktop/Archive/prepared/ra-pointsofservice-pr-2858-838bf8/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-pointsofservice-pr-2858-838bf8/working/skipped_obs_v3.csv driver=None row_count=29
[wdir] /Users/scott/Desktop/Archive/prepared/ra-procurementoutsourcing-rs-sb-3100-b7f944/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-procurementoutsourcing-rs-sb-3100-b7f944/working/skipped_obs_v3.csv driver=None row_count=41
[wdir] /Users/scott/Desktop/Archive/prepared/ra-rfidmfg-3758-c43b7f/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-rfidmfg-3758-c43b7f/working/skipped_obs_v3.csv driver=None row_count=40
[wdir] /Users/scott/Desktop/Archive/prepared/ra-scinnovator-be-3028-140f1e/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-scinnovator-be-3028-140f1e/working/skipped_obs_v3.csv driver=None row_count=44
[wdir] /Users/scott/Desktop/Archive/prepared/ra-sctippingpt-be-abr2844-49af82/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-sctippingpt-be-abr2844-49af82/working/skipped_obs_v3.csv driver=None row_count=3
[wdir] /Users/scott/Desktop/Archive/prepared/ra-sno-mvmt-2859-790aed/working: score_file=/Users/scott/Desktop/Archive/prepared/ra-sno-mvmt-2859-790aed/working/skipped_obs_v3.csv driver=None row_count=46
