"tech_id","study_id"
"debit-credit-benchmark","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"debitcredit-et1-tp1","stratus-et1-tp1-tandem-dossier-1986-26871a"
"debitcredit-et1-tp1","tandem-tr-85-2-debitcredit-1985-ca207a"
"dec-10","adl-commercial-engagements-kastner-1972-1979-b8b001"
"dec-alpha-osf1","1993-hercules-sap-28344a"
"dec-financial-accounting-system","boston-globe-dec-steul-cfo-resigns-1994-4013c6"
"dec-financial-leadership-vacuum","nyt-dec-steul-loses-another-top-official-8f8883"
"dec-pdp-8","volume-1-ch01-waiting-for-automation-1960-1969"
"dec-q3-1994-loss","boston-globe-dec-steul-cfo-resigns-1994-4013c6"
"dec-q3-1994-loss","nyt-dec-steul-loses-another-top-official-8f8883"
"dec-trucluster","sequent-s-numa-q-2000-solutions-77a77c"
"dec-vax-11-782","stratus-computer-is-down-ad-reprints-c19-903ebf"
"decdta","dtj-v03-01-tp-and-fault-tolerant-1991-cf078c"
"decdtm","2026-kastner-dec-longitudinal-22d177"
"decdtm","dtj-v03-01-tp-and-fault-tolerant-1991-cf078c"
"decforms","dtj-v03-01-tp-and-fault-tolerant-1991-cf078c"
"decintact","dec-zahavi-debit-credit-vaxclusters-1988-1a9e2e"
"decintact","dectp-genspark-research2-4-a09a82"
"decintact","dtj-v03-01-tp-and-fault-tolerant-1991-cf078c"
"decision-support","informdsa-9f8bcf"
"decision-support","intel-dss99-42b2bc"
"decision-support","jungle-1-5-675c58"
"decision-support-systems","1998-information-technology-in-the-retail-sector-the-in-33dc54"
"decision-support-systems","aberdeen-customer-driven-info-systems-at-2f9724"
"dectp","2026-kastner-dec-longitudinal-22d177"
"dectp","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954"
"dectp","dtj-v03-01-tp-and-fault-tolerant-1991-cf078c"
"dectp","volume-1-about-the-author"
"dectp","volume-1-appendix-career-timeline"
"dectp","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"decwindows","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954"
"deep-learning","volume-1-ch10-the-long-view-1966-2026"
"deflation-monetary","tech-investor-deflation-the-dropping-dol-c85a61"
"dell-6650","dell-sap-v6-d08820"
"dell-ars","2003-dell-asset-recovery-services-white--142827"
"dell-ars-recycling-service","dell-ars-white-paper-prod-7-11m-c60434"
"dell-ars-recycling-service","dell-sd2-final-d6e78c"
"dell-ars-value-recovery-service","dell-ars-white-paper-prod-7-11m-c60434"
"dell-ars-value-recovery-service","dell-sd2-final-d6e78c"
"dell-axim-x5","dct-kastner-wish-list-2002-12"
"dell-dimension","warranty-week-dell-warranty-policies-kas-0c084d"
"dell-emc-ax100","2004-05dell-storage-profile-editpk-05170-3c00b1"
"dell-emc-ax100","dell-storage-profile-2004"
"dell-emc-cx-family","2004-05dell-storage-profile-editpk-05170-3c00b1"
"dell-emc-cx-family","dell-storage-profile-2004"
"dell-emc-cx200","2003-dell-dives-deeper-d35985"
"dell-exchange","2003-dell-asset-recovery-services-white--142827"
"dell-jukebox","music-tv-central-to-dell-consumer-push-m-57e733"
"dell-latitude","warranty-week-dell-warranty-policies-kas-0c084d"
"dell-lcd-tv","music-tv-central-to-dell-consumer-push-m-57e733"
"dell-online","music-tv-central-to-dell-consumer-push-m-57e733"
"dell-optiplex-gx260","warranty-week-dell-warranty-policies-kas-0c084d"
"dell-poweredge","oracle-and-dell-take-aim-at-midsize-busi-770ea6"
"dell-poweredge-1655mc","infoworld-dell-sharpens-blade-attack-nee-f9cb9c"
"dell-poweredge-7250","internetnews-veritas-itanium-believer-20-2ff4eb"
"dell-powervault-nas","dell-storage-profile-2004"
"dell-powervault-tape","dell-storage-profile-2004"
"dell-precision-370","dell-precision-workstations-3-581e89"
"dell-precision-470","dell-precision-workstations-3-581e89"
"dell-precision-670","dell-precision-workstations-3-581e89"
"demand-response","adl-ase-asep-two-way-power-communications-1979-b8c001"
"design-for-test","topic-semiconductor-practice-definition-2002"
"design-time-governance","aberdeen-ra-soa-management-governance-20-ff6a2c"
"design-time-governance","ra-soa-2007-97c147"
"design-time-governance","soa-lifecycle-perspective-1ff953"
"design-time-governance","soa-web-services-2007-c3297b"
"desktop-laptop-tco","kastner-sipp-pc-lifecycle-dynamics-2003-4395fd"
"desktop-pc","dct-access-pc-deals-2002-2003"
"desktop-pc","dct-business-2002-11-pc-deals"
"desktop-pc","dct-business-2002-12-17-pc-deals"
"desktop-pc","dct-business-2002-12-19-pc-deals"
"desktop-pc","dct-business-2002-12-pc-deals"
"desktop-pc","dct-personal-it-forecast-research-2001"
"desktop-pc","dct-personal-it-practice-launch-2001"
"desktop-pc","dct-segment-priorities-matrix-2003"
"desktop-pc","dct-weekly-2002-10-06"
"desktop-pc","dct-weekly-2002-10-27"
"desktop-pc","dct-weekly-2002-11-14-p4-ht"
"desktop-pc","dct-weekly-2002-11-17"
"desktop-pc","dct-weekly-2002-12-01"
"desktop-pc","dct-weekly-2002-12-15"
"desktop-pc","dct-weekly-2002-12-22"
"desktop-pc","dct-weekly-2003-01-05"
"desktop-pc","dct-weekly-2003-01-12"
"desktop-pc","dct-weekly-2003-01-26"
"desktop-pc","dct-weekly-2003-03-02"
"desktop-pc","dct-weekly-2003-03-09"
"desktop-pc","dct-weekly-2003-03-16"
"desktop-pc","dct-weekly-2003-03-23"
"desktop-pc","dct-weekly-2003-04-06"
"desktop-pc","dct-weekly-2003-04-13"
"desktop-pc","dct-weekly-2003-04-20"
"desktop-pc","dct-weekly-2003-05-11"
"desktop-pc","dct-weekly-2003-05-18"
"desktop-pc","dct-weekly-2003-06-08"
"desktop-pc","dct-weekly-2003-06-15"
"desktop-pc","dct-weekly-2003-06-22"
"desktop-pc","dct-weekly-2003-07-06"
"desktop-pc","dct-weekly-2003-07-13"
"desktop-pc","dct-weekly-2003-07-26"
"desktop-pc","dct-weekly-2003-08-03"
"desktop-pc","dct-weekly-2003-08-10"
"desktop-pc","dct-weekly-2003-08-17"
"desktop-pc","dct-weekly-2003-08-24"
"desktop-pc","less-is-more-stylin-pcs-3-de2c65"
"desktop-pc","pc-style-living-room-macobserver-seward-97ed83"
"desktop-pc","technology-news-trends-desktop-pcs-decli-7993aa"
"desktop-pc-windows","2026-kastner-prescience-methodology-demo-0cdf48"
"desktop-virtualization","desktop-virtualization-roi---aberdeen-8fa168"
"device-synchronization","kastner-sipp-pc-lifecycle-dynamics-2003-4395fd"
"dg-eclipse","management-skills-learned-1969-3e75d0"
"dhcp","netcompute-e6c378"
"dhtml","webex--taking-conferencing-to-the-busine-5b8109"
"dial-up-isp","goremote-profile-5-2a-8fa814"
"dicom","aberdeen-1997-hp-andover-working-group"
"digital-alpha","aberdeen-1996-software-ag-digital-high-performance-solutions"
"digital-alpha-xl","aberdeen-1996-digitals-personal-workstation-new-markets-channels"
"digital-appliance","dct-personal-it-practice-launch-2001"
"digital-camera","iha-full-report---draft-jul-28-41de81"
"digital-celebris-xl","aberdeen-1996-digitals-personal-workstation-new-markets-channels"
"digital-consumer-technology","2026-kastner-prescience-methodology-demo-0cdf48"
"digital-consumer-technology","2026-kastner-top-100-economic-calls-2a98a7"
"digital-delivery","1997-commerce-exchange-pvp-250db8"
"digital-imaging","hp-analyst-phone-call-6-204870"
"digital-linkworks","aberdeen-1995-digital-linkworks"
"digital-media-windows-xp","2001-living-with-windows-xp-media-player-and-wireless-s-02f8a8"
"digital-objectbroker","aberdeen-1995-digital-objectbroker"
"digital-payment-systems","1998-internet-sales-report-4cde3f"
"digital-prioris-zx-6200mp","aberdeen-1996-digital-debunks-ntsmp-scalability-myth"
"digital-rdb","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"digital-rights-management","1999-digitalcash-the-dash-to-digital-cash-enabling-inte-23732b"
"digital-signature-products","aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001"
"digital-tv","dct-personal-it-practice-launch-2001"
"digital-tv","dct-video-market-segmentation-2002"
"digital-unix","aberdeen-1996-digital-leading-nt-across-enterprise-charge"
"digital-unix-tru64","1997-commercial-risc-unix-1996-mvp-711569"
"digital-unix-tru64","1997-datafocus'-nutcracker--enterprise-c-bfc11e"
"digital-unix-tru64","1997-dec-linkworks-webworker---an-object-db2d2a"
"digital-unix-tru64","1998-hp-high-availability-and-metadata-7d1276"
"digital-unix-tru64","2026-kastner-dec-longitudinal-22d177"
"digital-unix-tru64","aberdeen-1995-digital-linkworks"
"digital-vax","1992-tpc-benchmarks-vp-ed0e0d"
"digital-vax","bbn1989-1e6838"
"digital-vax","debit-credit-ibm-dec-1988-2-2fc147"
"digital-vax","dec-resume-performance-review-3-1f133b"
"digital-vax","dectp92-0ca51c"
"digital-vax","ibm-rs6000-midran~1-88f049"
"digital-vax","tpcbench92-139998"
"direct-broadcast-satellite","2002-alternate-consumer-electronics-channels-ppliers-em-b9052b"
"directory-services","1999-aberdeengroup-newsletter-april-1999-d157ec"
"directx-9","nvidia-geforce-fx-notes-2003-02"
"disc-assessment","ca-customer-focused-selling-curriculum-38c507"
"disk-array","2003-storage-trends-what-will-be-hot-in-2003-and-beyond-cd0aeb"
"disk-based-backup","maxtor-survey-report-5-20c-0f458e"
"disk-based-backup-appliance","mid-line-storage-white-paper-06-13-03-3-7a2c62"
"disk-based-backup-appliance","midline-storage-white-paper-jun2003"
"disk-mirroring","ieee-db-stratus-32-psk-1d4564"
"disk-sanitization","dell-ars-wp-2-72fd7f"
"disk-to-disk-backup","computerworld-ilm-article-15f604"
"disk-to-disk-backup","computerworld-ilm-waiting-2004"
"displays-peripherals","kastner-technology-breadth-memoir-2026"
"distance-learning","1999pr~1-c5516b"
"distributed-computing","aberdeen-1995-hp-softbench"
"distributed-customer-info","oracle-att-ncr-pittsburgh-seminar-letter-98b0a4"
"distributed-lock-manager","dec-zahavi-debit-credit-vaxclusters-1988-1a9e2e"
"distributed-object-technology-corba","aberdeen-1995-digital-linkworks"
"distributed-objects","1996-electronic-commerce-25d31b"
"distributed-systems","psk-misc-speech-agendas-5965a3"
"dns-managed-services","2001-aberdeen-group-recent-publications-psk-2be54d"
"document-scanning","kaiser-permanente-ramp-interview-for-max-8e4033"
"dops","aberdeen-dops-tpc-1992-deck-bbe78e"
"dops-distributed-open-prod","aberdeen-dops-distributed-open-prod-syst-cbae77"
"dors","aberdeen-dors-buying-guide-1996-web-5ee808"
"dotnet","2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4"
"dotnet","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18"
"downsizing","aberdeen-managing-is-amidst-it-chaos-lan-05ea75"
"downsizing","hp-mainframe-alternative-fernandez-mfasc-a2179f"
"downsizing-it-strategy","aberdeen-multitrak-headlines-context-kas-f941d1"
"dram-128mbit","dct-personal-it-forecast-research-2001"
"dram-256mbit","dct-personal-it-forecast-research-2001"
"drive-by-wifi","dct-sony-personal-electronic-vision-2002"
"dsl","2002-cable-and-telco-companies-battle-for-home-internet-2baa0b"
"dsl-broadband","goremote-profile-5-2a-8fa814"
"dsl-lite","aberdeen-1997-aberdeen-group-impacts"
"dso-analysis","casale-evp-5-aa8f2a"
"dss-os2","aberdeen-1996-ibm-os2-warp-server"
"dss-server","dssune~1-cbf6e3"
"dtcp-ip","intel-idf-pk-notes-3-6666da"
"dvc-compression","omnibox97-53bcfe"
"dvd-cd-rw","usatoday-reuters-pc-music-deals-gateway--b3a303"
"dvd-cd-rw-combo","dct-weekly-2002-12-22"
"dvd-cd-rw-combo","dct-weekly-2003-08-17"
"dvd-content-filtering","future-of-dvd-forum-panel-2003-taylor-61b198"
"dvd-format","future-of-dvd-forum-panel-2003-taylor-61b198"
"dvd-rw","dct-weekly-2002-12-22"
"dvd-rw","dct-weekly-2003-03-23"
"dvd-rw","dct-weekly-2003-04-06"
"dvd-rw","dct-weekly-2003-04-20"
"dvd-rw","dct-weekly-2003-06-08"
"dvd-rw","dct-weekly-2003-08-03"
"dvd-rw","dct-weekly-2003-08-10"
"dvd-rw","dct-weekly-2003-08-17"
"dvd-rw","dct-weekly-2003-08-24"
"dwl-customer","top-iseries-isvs-2002-2e8695"
"dynamic-web-applications","1997-broadvision-dynamic-web-application-5f10bb"
"dynix-ptx","sequent-592620"
"e-business","1999pr~1-c5516b"
"e-commerce","1996-electronic-commerce-06b0b5"
"e-commerce","1998-software-ag-insurance-74c710"
"e-commerce","1999pr~2-cd0049"
"e-commerce","1q06-ff-bp-retail-transportation-081905a-192432"
"e-commerce","2004-eai-toc-e6ff9f"
"e-commerce","2004-netmarket-toc-eab5b1"
"e-commerce","digital-20cash-toc-fd1ab4"
"e-commerce","digitalcash-595cbc"
"e-commerce","eai-toc-1059fc"
"e-commerce","esourcing-a513ee"
"e-commerce","hcm-toc-9ec0bd"
"e-commerce","hosting-20services-toc-d1e361"
"e-commerce","kastner-jrl-trends-1999-pk-responses-f4c5a4"
"e-commerce","m-commerce-20-20toc-2bfda1"
"e-commerce","netmarket-toc-a7bfa2"
"e-commerce","osbptoc9-23-fd5f9a"
"e-commerce","ra-lbs-sd-3599-736223"
"e-commerce","ra-web-site-search-3910-5f9297"
"e-commerce","ra-web-site-search-3910-sli-16eb05"
"e-commerce","rainbowsnapshot-0df5ed"
"e-commerce","spotlightmirrorimage-3ee2aa"
"e-commerce","streamingmediatoc-d6b5cc"
"e-commerce","volume-1-appendix-career-timeline"
"e-commerce","webglobalization-9a3e89"
"e-commerce","written-1996-electronic-commerce-9cdeba"
"e-commerce","written-intel-infiband-wp-edit-psk-5-22f-c7606f"
"e-commerce","written-mirror-image-profile-v2-050404-384513"
"e-commerce-infrastructure","volume-1-ch08-aberdeen-go-go-years-1998-2006"
"e-commerce-platform-software","2026-kastner-prescience-methodology-demo-0cdf48"
"e-customer-service","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001"
"e-distribution","aberdeen-practice-definitions-compendium-2000-b7a001"
"e-employee-self-service","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001"
"e-learning","2002-webex-taking-conferencing-to-the-business-communic-85e330"
"e-learning","trends00-6a553a"
"e-learning-platforms","1999-e-learning-in-the-enterprise-psk-d0fc8a"
"e-marketing-platforms","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001"
"e-messaging","aberdeen-practice-definitions-compendium-2000-b7a001"
"e-procurement","2001-aberdeen-group-recent-publications-psk-2be54d"
"e-procurement","aberdeen-practice-definitions-compendium-2000-b7a001"
"e-procurement","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001"
"e-sales","aberdeen-practice-definitions-compendium-2000-b7a001"
"e3-marketplace","top-iseries-isvs-2002-2e8695"
"eai","1998-enterprise-application-integration-advanced-techno-71496c"
"eai","2002-it-purchasing-the-view-from-the-end-of-the-tunnel--f63cde"
"eai","2026-kastner-core-arguments-framework-0b0c6b"
"eai","ca-interbiz-bizworks-profile-054f3c"
"eai","erpv2p~1-b15573"
"eai","esb-soa-fabric-webmethods-techtarget-see-83b233"
"eai","volume-1-ch07-founding-aberdeen-1988-1997"
"eai","volume-1-ch08-aberdeen-go-go-years-1998-2006"
"eai","volume-1-ch10-the-long-view-1966-2026"
"eai-general","soa-aon-webinar-31973c"
"eai-middleware","2000-enterprise-application-integration1-9e1eca"
"eai-middleware","oracle-middleware-fragment-5-d3d774"
"eai-middleware","oracle-wp-prod-6-a42b4b"
"eai-middleware","oracleroiwhitepaperprod-7-bcf73f"
"eai-middleware","ra-bpm-2007-890201"
"eai-middleware","trends99-18726b"
"eai-technology","aberdeen-eii-2003-ea3f1a"
"easynet","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954"
"eba-enterprise-business-applications","process-of-process-eba-335083"
"ebi-platforms","2000-enterprise-application-integration1-9e1eca"
"ebilling-payment","2001-aberdeen-group-recent-publications-psk-2be54d"
"ec-exchange","1997-the-ec-company-not-your-father-s-edi-c1ebff"
"ecc-memory","intel-ia2004-pk4-kc-edits-de9c37"
"ecf-enterprise-communication-framework","aberdeen-1997-hp-andover-working-group"
"eclipse-ide","ma-ibm-webify-5e0d4b"
"eclipsys-sunrisexa-3-3","auditor-report-4-43ad9b"
"ecommerce-crm","1999-crm-professional-services-rpt-96bf13"
"ecrm","2001-fletcher-spaght-3bb872"
"ecu-european-currency","aberdeen-1996-year-2000-transition-opportunity-reconstruction"
"ecxpert-internet-edi","aberdeen-1997-actra-commercexpert-internet-commerce"
"edi","1996-electronic-commerce-25d31b"
"edi","1997-vertical-industry-solutions-baan-leads-in-innovati-f12724"
"edi","ca-y2k-cfo-executive-exchange-1997-c59ca4"
"edi-electronic-data-interchange","1997-commerce-exchange-pvp-250db8"
"edi-electronic-data-interchange","dollars-and-sense-b2b-ec-eb8c9d"
"edi-procurement","1998-internet-procurement-cdc4a6"
"edi-van","1997-the-ec-company-not-your-father-s-edi-c1ebff"
"edi-van","dollars-and-sense-b2b-ec-eb8c9d"
"eii-platform","aberdeen-eii-2003-ea3f1a"
"eism","software-market-safegu~1-ea7453"
"ejb","intern~1-45df51"
"elastic-packet-buffering","aberdeen-1995-3com-lanplex-2500"
"electronic-commerce","2002-webex--taking-conferencing-to-the-summit-05f195"
"electronic-commerce","aberdeen-1996-computer-telephony-integration"
"electronic-commerce","marathon-d186ab"
"electronic-commerce-1998","decision-maker-erp-services-805ce8"
"electronic-commerce-edi","sun-master-contract-10-129daa"
"electronic-medical-record","health~1-056358"
"electronic-wallet","1999-digitalcash-the-dash-to-digital-cash-enabling-inte-23732b"
"electronics-component-supply-chain","electronic-news-videoconferencing-sars-c-044642"
"eliza","volume-1-ch01-waiting-for-automation-1960-1969"
"email-storage","15-classification-key-applications-55b6be"
"email-storage","maxtor-ramp-interview-guide-first-draft-c68ebd"
"embedded-chip-hardware","1999-digitalcash-the-dash-to-digital-cash-enabling-inte-23732b"
"embedded-microprocessor","technology-news-hardware-ibm-opens-custo-7fdf18"
"emc-centera","05-idc-sata-report-0872b8"
"emc-cx600","13-hh-time-compression-downtime-strategy-4e50c9"
"emc-cx600","14-formulas-disaster-scenario-c2f0b4"
"emc-dmx","state-street-ramp-interview-for-maxtor-p-fa94f8"
"emc-symmetrix","state-street-ramp-interview-for-maxtor-p-fa94f8"
"encina","aberdeen-open-online-transaction-process-ea272f"
"encina","nti-11-distributed-midrange-servers-1993-dedd19"
"encina-tp-monitor","aberdeen-dops-distributed-open-prod-syst-cbae77"
"encore-series90","encore-b7c40d"
"endurance-4000","1997-marathon's-endurance-4000--imp-psk-f83368"
"energy-management-systems","utilities-transformed-it-696ffb"
"enterprise-application-integration","2002-it-spending-shows-encouraging-signs-0d61cd"
"enterprise-erp","aberdeen-1996-enterprise-executives-year-2000-solution"
"enterprise-hardware","1998-industry-dynamics-in-u-s-it-usage-and-spending-199-26aed6"
"enterprise-information-integration","enterprise-integration-perspective-2-cb6165"
"enterprise-information-integration","enterprise-integration-perspective-d21c1b"
"enterprise-instant-messaging","tech-investor-instant-messaging-goes-cor-1a14c2"
"enterprise-javabeans","1999-aberdeengroup-newsletter-april-1999-d157ec"
"enterprise-linux","aberdeen-corporate-collateral-2001-v2-b4b001"
"enterprise-mobility","2002-second-generation-pdas-it-s-high-time-for-wireless-c6563f"
"enterprise-networking","2026-kastner-prescience-methodology-demo-0cdf48"
"enterprise-operational-data-store","aberdeen-eii-2003-ea3f1a"
"enterprise-portal","aberdeen-eii-2003-ea3f1a"
"enterprise-portal","enterprise-integration-perspective-2-cb6165"
"enterprise-portals","survey-composite-applications-used-to-so-15f7a5"
"enterprise-reporting","data-know-69ab04"
"enterprise-resource-planning","volume-1-ch09-expert-witness-technology-on-trial-1992-2015"
"enterprise-security","kastner-jrl-trends-1999-pk-responses-f4c5a4"
"enterprise-service-bus","aberdeen-ra-soa-middleware-2007-68f39b"
"enterprise-service-bus","esb-0617-5cc5fa"
"enterprise-service-bus","esb-in-soa-e002b7"
"enterprise-service-bus","q-a-achieving-more-value-from-enterprise-d1d7dd"
"enterprise-service-bus","ra-composite-apps-289c2f"
"enterprise-soa","soa-adoption-at-90-percent-c9c4ec"
"enterprise-soa","soa-lifecycle-perspective-1ff953"
"enterprise-soa","volume-1-ch10-the-long-view-1966-2026"
"enterprise-soa-approach","soa-adoption-eats-up-40-per-cent-of-it-r-d0cf12"
"enterprise-software","1998-industry-dynamics-in-u-s-it-usage-and-spending-199-26aed6"
"enterprise-software","psbj-meisner-microsoft-consulting-acquis-7b85c8"
"enterprise-spoke-interface","aberdeen-snr-architecture-three-tier-sli-abaaa5"
"enterprise-storage-ilm","2026-kastner-prescience-methodology-demo-0cdf48"
"enterprise-training-platforms","1997-managing-the-people-dimension-of-ma-1d6b17"
"entertainment-server","dct-sony-personal-electronic-vision-2002"
"epoch-ehr","kaiser-permanente-ramp-interview-for-max-8e4033"
"erp","10991290-4e6131"
"erp","1999pr~1-c5516b"
"erp","1q05-dtp-ondemandsupplymgmt-012705b-fd896d"
"erp","1q05-ee-sox-compliance-automation-012705a-60ff9d"
"erp","2004-10991290-87c05d"
"erp","2004-agile-9a7a61"
"erp","2004-cpc-update-toc-815618"
"erp","2006-2006-aberdeen-research-calendar-ecb45e"
"erp","2006-aberdeen-research-calendar-123ac2"
"erp","2006-enterprise-integration-researchagenda-d977d6"
"erp","2006-gsm-agenda-d56dc5"
"erp","2006-manufacturingagenda-9a368f"
"erp","2007-aberdeen-research-calendar-082906a-145713"
"erp","2007-aberdeen-research-calendar-3b834a"
"erp","2007-aberdeen-research-calendar-629972"
"erp","2007-information-management-agenda-40e141"
"erp","2007-manufacturing-erp-agenda-e53f13"
"erp","2007-ra-clicks-jl-3710-37b7a4"
"erp","2026-kastner-prescience-methodology-demo-0cdf48"
"erp","aberdeen-report-2007-1st-edition-6e3b0d"
"erp","agile-8ecf32"
"erp","aspreport-toc-0c4a40"
"erp","bm-compliance-traceability-3702-c02e4b"
"erp","bm-manufacturing-intelligence-3594-578435"
"erp","bpmwebtoc-065bc6"
"erp","callcenterstoc-46e10a"
"erp","cispra~1-23a333"
"erp","clm-q2c-rb-vp-3879-bc4f62"
"erp","cm-q2c-vp-3715-aa1364"
"erp","compensationmanagement-toc-8064cc"
"erp","cpc-update-toc-07238f"
"erp","cposummit-techservices-cd-vc-3816-690612"
"erp","dell-sap-v6-79226d"
"erp","dell-services-kastner-051904-a25a59"
"erp","e-proc-tech-rb-vc-ab-3778-7525d9"
"erp","ecpspr~1-4968bf"
"erp","eimtoc-71da8d"
"erp","emagia2-922390"
"erp","erp-snapshot-7d2836"
"erp","erppsp~1-31f088"
"erp","erpv2p~1-b15573"
"erp","etm2003toc-86edb4"
"erp","f-4q05-bp-intl-logistics-081905a-31c05c"
"erp","iaa-7f9ede"
"erp","ibpp-toc-6e2fc5"
"erp","information-83dd9d"
"erp","itoutsourcingtoc-18f459"
"erp","lrmrptwebtoc-1f7efa"
"erp","lrmtechnologytoc-fbce1d"
"erp","ma-e2open-be-2484-31191f"
"erp","manufacturing-snapshot-c7bf80"
"erp","maynews-888c65"
"erp","mfg-05-06-manufacturingagenda-080305b-fa62f7"
"erp","mid-marketreporttoc-6fc1a9"
"erp","networkappliancesnapshot-894077"
"erp","nextancesnapshot-504aed"
"erp","oracle-middleware-fragment-5-d3d774"
"erp","oracle-wp-prod-15ac4a"
"erp","oracle-wp-prod-6-a42b4b"
"erp","oracleroiwhitepaperprod-7-bcf73f"
"erp","p2scrm99-execsum-27132c"
"erp","plm-market-sizing-toc-12e77f"
"erp","pscrm99-execsum-d07d3b"
"erp","pscrm99-toc-400c8d"
"erp","q106-morevalueentapps-pk-138485"
"erp","ra-21stcen-3863-65fedd"
"erp","ra-bpsecinfoaccess-jh-8c3eaa"
"erp","ra-bpsop-se-134043"
"erp","ra-bptransmgmt-be-5977ec"
"erp","ra-cimss-la-2851-7ea2a2"
"erp","ra-clicks-jl-3710-3cb22d"
"erp","ra-compositeapps-rs-pk-3716-05cbff"
"erp","ra-custanalyticsssg-gb-jl-3709-b60131"
"erp","ra-indbpinrevlog-rg-3865-b61078"
"erp","ra-lean-jb-2845-f319f8"
"erp","ra-mfsupdate-mvsd-3719-dda2ac"
"erp","ra-ntgenproddoc-3706-0a56e7"
"erp","ra-procurementoutsourcing-rs-sb-3100-b7f944"
"erp","ra-rfidmfg-3758-c43b7f"
"erp","ra-scinnovator-be-3028-140f1e"
"erp","ra-sctippingpt-be-abr2844-49af82"
"erp","ra-sno-mvmt-2859-790aed"
"erp","ra-sro-mvrg-2860-edc995"
"erp","ra-supplierenablement-rs-2869-3e06ef"
"erp","ra-warehouseautomation-3867-89c99f"
"erp","rb-procindus-4020-1a618f"
"erp","rb-soarfidxterprise-jfjb-2872-ff1c28"
"erp","rb-truesource-fitzgerald-2158-cc0580"
"erp","rb-visibility-be-3694-181ec7"
"erp","retail~1-d5de79"
"erp","rp-appsec-mp-060927-6bae07"
"erp","rp-sim-hd-070104-506e96"
"erp","sample-personal-benchmark-94cc2b"
"erp","sc-05-06-supplychain-globaltrade-100505b-856b09"
"erp","sell-siderptabridged-5cc8e7"
"erp","supply-chain-research-snapshot-7bc490"
"erp","v12n1-70fd0c"
"erp","written-all-aberdeen-publications-6332de"
"erp","written-ibm-webify-industry-soa-application-jumpstart-2006-a0301e"
"erp","written-intelitaniummfewp1-1-204e5f"
"erp","written-oracleroiwhitepaperprod-235e19"
"erp-1998","decision-maker-erp-services-805ce8"
"erp-application-platform","q-a-achieving-more-value-from-enterprise-d1d7dd"
"erp-crm-software","tech-s-best-hope-pockets-of-prosperity-2-17d6cf"
"erp-ec-integration","dollars-and-sense-b2b-ec-eb8c9d"
"erp-enterprise-apps","kastner-technology-breadth-memoir-2026"
"erp-integration","1998-enterprise-application-integration-advanced-techno-71496c"
"erp-integration","kastner-ie-v-andersen-expert-report-3de98a"
"erp-mid-market","aberdeen-corporate-collateral-2001-v2-b4b001"
"erp-platform","2003-the-new-peoplesoft-long-term-strategy-near-term-be-5cb14f"
"erp-platforms","1998-nt-professional-services-buying-guide-1998-edition-14e452"
"erp-process-manufacturing","process-of-process-eba-335083"
"erp-professional-services","decision-maker-erp-services-805ce8"
"erp-software","2001-aberdeen-group-recent-publications-psk-2be54d"
"erp-static","aberdeen-1996-baan-changes-rules-erp-game"
"erp-systems","1997-managing-the-people-dimension-of-ma-1d6b17"
"erp-systems","1999-crm-professional-services-rpt-96bf13"
"erp-systems","1999-managing-customers-with-next-generation-software-a-a5adc4"
"erp-systems","aberdeen-1996-year-2000-transition-opportunity-reconstruction"
"erp-systems","bpm-align-business-f76616"
"erp-systems","ibm-+-webify-=-industry-soa-application--97733a"
"erp-utilities","utilities-transformed-it-696ffb"
"erp-utility","utilit~1-0596b5"
"es7000","2004-03-intelitaniummfewp11.doc-618d4a"
"es9000","nti-9-mainframe-role-1993-77fc40"
"esb","esb-soa-fabric-webmethods-techtarget-see-83b233"
"esb","lansa-composer-powerpoint-9f4257"
"esb-general","soa-overview-docx-12612f"
"esb-middleware","hp-can-boost-soa-offerings-with-acquisit-48e07e"
"esb-soa-middleware","bpm-align-business-f76616"
"esb-soa-middleware","ra-bpm-2007-890201"
"essbase","aberdeen-1996-khalix-financial-awareness-competitive-advantage"
"essbase","dssune~1-cbf6e3"
"et-1","stratus-sales-support-competitive-news-1-2aac8d"
"et1-debit-credit","ftsn-serlin-tandem-txp-et1-benchmarks-19-ea6530"
"et1-debit-credit","stratus-et1-functional-spec-and-benchmar-0c3172"
"ethernet","prime-industry-product-5-year-plan-1981-0a3546"
"ethernet-switch-layer2","technology-news-hardware-gateway-goes-gi-4af738"
"etl","1997-oracle-data-mart-suite-for-nt-926845"
"etl","aberdeen-1996-enterprise-data-knowledge-integrated-data-marts"
"etl","data-know-69ab04"
"etl-tools","aberdeen-eii-2003-ea3f1a"
"event-driven-architecture","ra-enterprise-apps-312ba4"
