"run_id","source_location","source_path","row_count","obs_count_distinct","studies_covered","prompt_file_path","prompt_file_sha256","prompt_matches_v2_canonical","prompt_scale","prompt_mid_run_edits","model_tag","model_family","temperature","num_predict","think_false_set","top_p","top_k","driver_script_path","driver_script_sha256","driver_version","driver_pre_v2_scale","driver_mid_run_modified","input_manifest_path","input_manifest_sha256","input_payload_shape","input_field_used","run_started_at","run_finished_at","run_duration_sec","run_completed_cleanly","run_abandoned","run_abandon_reason","run_restarted_from_checkpoint","parse_ok_rate","score_dist_neg1","score_dist_0","score_dist_1_to_5","abstention_rate","score_mean","score_out_of_range","confidence_out_of_range","accepted_at_time","commit_sha","pete_review_notes","trust_verdict","dropped_gates","salvage_action","notes"
"mac_working_dir_epresencesnapshot-69ff57_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/epresencesnapshot-69ff57/working","3","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/epresencesnapshot-69ff57/working/skipped_obs_v3.csv","8e4a054562a025f15a038042d7edf4efd3c5de2c097dfb2b269e1707840e073a","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_erp-snapshot-7d2836_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/erp-snapshot-7d2836/working","3","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/erp-snapshot-7d2836/working/skipped_obs_v3.csv","82c5f30c39f7e6063a2ac50d0b14e0661a406622bb8cd1f44974ef0d43b764f6","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_esourcing-a513ee_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/esourcing-a513ee/working","7","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/esourcing-a513ee/working/skipped_obs_v3.csv","c8b8636b373a65046dc8f6714deab1e4745f6fbbbf7dcaf834262b88be378e17","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_etm2003toc-86edb4_2026-05-23","mac_working_dir","/Users/scott/Desktop/Archive/prepared/etm2003toc-86edb4/working","6","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/etm2003toc-86edb4/working/bucket_signals.json","364802a320ec87bc14fecf0b617c10278d2454776b38b419736dd114fee572c6","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_eurowiress-13e05b_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/eurowiress-13e05b/working","11","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/eurowiress-13e05b/working/entity_candidates.csv","df430086165768e3a542dfd105143f2c9c64c681b5a2db6dc19dfbf3d135393b","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_examensnapshot-cf83e1_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/examensnapshot-cf83e1/working","3","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/examensnapshot-cf83e1/working/skipped_obs_v3.csv","4d3c578766cedd6c7f771b6103aabf123955a241124a4dfb24a30ffe5278881b","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_f-204q04-20-20demand-20mgmt-20072104a-ab2040_2026-05-23","mac_working_dir","/Users/scott/Desktop/Archive/prepared/f-204q04-20-20demand-20mgmt-20072104a-ab2040/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/f-204q04-20-20demand-20mgmt-20072104a-ab2040/working/entity_candidates.csv","b9b7d95a30c928d11033000386ac71dc3d354030a6530370b6c254223f62b139","unknown","","","","","true","false","","","","","","","","","","","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_f-4q04-mfg-perfmgmt102904a-5126bc_2026-05-23","mac_working_dir","/Users/scott/Desktop/Archive/prepared/f-4q04-mfg-perfmgmt102904a-5126bc/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/f-4q04-mfg-perfmgmt102904a-5126bc/working/entity_candidates.csv","68af7e8516ccf758215b072be60f28d8904322ffdfb212ee8b5eab0af639da18","unknown","","","","","true","false","","","","","","","","","","","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_f-4q04-midsize-fulfillment102904a-9b4725_2026-05-23","mac_working_dir","/Users/scott/Desktop/Archive/prepared/f-4q04-midsize-fulfillment102904a-9b4725/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/f-4q04-midsize-fulfillment102904a-9b4725/working/entity_candidates.csv","100757832aa39cfedbef8ed553373fcd4c98e6d9714cc3ca4917c521e3da9aaa","unknown","","","","","true","false","","","","","","","","","","","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_f-4q04-supply-chain-inventory-strategies102704a-a3921d_2026-05-23","mac_working_dir","/Users/scott/Desktop/Archive/prepared/f-4q04-supply-chain-inventory-strategies102704a-a3921d/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/f-4q04-supply-chain-inventory-strategies102704a-a3921d/working/entity_candidates.csv","100757832aa39cfedbef8ed553373fcd4c98e6d9714cc3ca4917c521e3da9aaa","unknown","","","","","true","false","","","","","","","","","","","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_f-4q05-bp-intl-logistics-081905a-31c05c_2026-05-23","mac_working_dir","/Users/scott/Desktop/Archive/prepared/f-4q05-bp-intl-logistics-081905a-31c05c/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/f-4q05-bp-intl-logistics-081905a-31c05c/working/entity_candidates.csv","64fff23010d943d6d7ac024c9f02174838622091221d94e2edbb402142e38862","unknown","","","","","true","false","","","","","","","","","","","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_f-4q05-rfid-slick-jf091405a-ab5754_2026-05-23","mac_working_dir","/Users/scott/Desktop/Archive/prepared/f-4q05-rfid-slick-jf091405a-ab5754/working","","","","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/f-4q05-rfid-slick-jf091405a-ab5754/working/entity_candidates.csv","100757832aa39cfedbef8ed553373fcd4c98e6d9714cc3ca4917c521e3da9aaa","unknown","","","","","true","false","","","","","","","","","","","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_fdic-washington-cs-1995-e3de67_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/fdic-washington-cs-1995-e3de67/working","6","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/fdic-washington-cs-1995-e3de67/working/observation_candidates.csv","68f46c3cacde457aae2f7ec9cf9047254491c920534eaa2528783824a11c5fb7","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_firstwavesnapshot-506187_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/firstwavesnapshot-506187/working","2","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/firstwavesnapshot-506187/working/skipped_obs_v3.csv","a7c28c04db93b0c3db86152d561ee0599b91bc00b2731e0f57c5fe3928c1eab9","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_fsmwebtoc-e69049_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/fsmwebtoc-e69049/working","11","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/fsmwebtoc-e69049/working/skipped_obs_v3.csv","ac72d1ff6574bb0cd8b22ef69ce1a64a0c530722d1cefbe4ef7282e03d4f1435","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_fulfillment-202005-20research-20agenda-20122704a-b04c64_2026-05-23","mac_working_dir","/Users/scott/Desktop/Archive/prepared/fulfillment-202005-20research-20agenda-20122704a-b04c64/working","5","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/fulfillment-202005-20research-20agenda-20122704a-b04c64/working/entity_candidates.csv","100757832aa39cfedbef8ed553373fcd4c98e6d9714cc3ca4917c521e3da9aaa","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_fvcm-2d867b_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/fvcm-2d867b/working","3","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/fvcm-2d867b/working/skipped_obs_v3.csv","60c86ca33ae7b739d5a917738f4ae84b90167597ef963ad9bf5fadd662182484","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_fvcmwebtoc-5f0032_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/fvcmwebtoc-5f0032/working","3","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/fvcmwebtoc-5f0032/working/skipped_obs_v3.csv","87019c3ccdfb3f1b52be3d031a2d2fe28e2ee4c305b67ae62679cf81f7c67415","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_g-logsnapshot-418c10_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/g-logsnapshot-418c10/working","2","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/g-logsnapshot-418c10/working/skipped_obs_v3.csv","5b5d380497677ea1f1e9bd499519d0c7a1328a3d5b5a4a0d5caa10bc1c73dd1a","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_generationgap-c89824_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/generationgap-c89824/working","5","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/generationgap-c89824/working/skipped_obs_v3.csv","61ced43df5c63f793aee547f0c792118155353ec3f0e5efb64f745e78ee92564","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_giliansnapshot-6fcaf6_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/giliansnapshot-6fcaf6/working","2","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/giliansnapshot-6fcaf6/working/skipped_obs_v3.csv","cc136c226b927531289228ca14427d80d746def1fdafa9c874a8bd6949b1ce8f","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_grandopening092004f-a944eb_2026-05-23","mac_working_dir","/Users/scott/Desktop/Archive/prepared/grandopening092004f-a944eb/working","5","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/grandopening092004f-a944eb/working/observation_candidates.csv","469f9f6a40381dc3df4bc579518c4480e3ee4c0bb3f47b115a36ffea6be828a1","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_gsm-researchagenda-48cbc9_2026-05-23","mac_working_dir","/Users/scott/Desktop/Archive/prepared/gsm-researchagenda-48cbc9/working","8","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/gsm-researchagenda-48cbc9/working/entity_candidates.csv","bc5ed1e01057cd810eaa32699d39acf7306b285b1f6707eef60900ae74d93bf5","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_gtnexussnapshot-16ab54_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/gtnexussnapshot-16ab54/working","3","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/gtnexussnapshot-16ab54/working/skipped_obs_v3.csv","46fa33a2b08976f33dba4ad670ff6b2663e78d3f321fd24c1f8f8b02ac8c4ada","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_handhelds-3ee4af_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/handhelds-3ee4af/working","18","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/handhelds-3ee4af/working/skipped_obs_v3.csv","ebaf1b4aaf1d7167b978b7a97985c12f1d745c9a9a8bf65d08c6c73bd3e845d3","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_hcm-toc-9ec0bd_2026-05-23","mac_working_dir","/Users/scott/Desktop/Archive/prepared/hcm-toc-9ec0bd/working","10","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/hcm-toc-9ec0bd/working/bucket_signals.json","5ac3853a156b41f85974f2b3fd9052714fcf5b54f5d38fd2f2ce64c9829affd2","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_homenetworking-toc-0443b2_2026-05-23","mac_working_dir","/Users/scott/Desktop/Archive/prepared/homenetworking-toc-0443b2/working","13","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/homenetworking-toc-0443b2/working/bucket_signals.json","ce02500e6b55a7f5523c81a610c951cf4bcf1e19a72c4451ef1c8b255d270df5","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_hosting-20services-toc-d1e361_2026-05-23","mac_working_dir","/Users/scott/Desktop/Archive/prepared/hosting-20services-toc-d1e361/working","8","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/hosting-20services-toc-d1e361/working/bucket_signals.json","9986a95b173a081bc438e93fd3298307d656c9178dcf6ac51aba84ea407b8111","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_hpsnapshot-31573d_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/hpsnapshot-31573d/working","9","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/hpsnapshot-31573d/working/skipped_obs_v3.csv","2fc3d30c476b532c543fefa858df3c00e209932480f59f37b6ad5e23bea7bd7c","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_i2snapshot-e7bbb1_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/i2snapshot-e7bbb1/working","5","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/i2snapshot-e7bbb1/working/skipped_obs_v3.csv","ad848f6f941c9038dd5105d94ce4b8b6ef0d17fe5e6fb59d6a02d44db2dcb519","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_iaa-7f9ede_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/iaa-7f9ede/working","2","2","1","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/iaa-7f9ede/working/entity_candidates.csv","614ad1c435e5f2be5c8d158e9f2ccb3fb5db742a845b1dc7ae17e0eeaf621107","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_ibm-emcinsight-b4bde1_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/ibm-emcinsight-b4bde1/working","14","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/ibm-emcinsight-b4bde1/working/observation_candidates.csv","75c63399319f4eae6d4190c497935cf8be0526ab2fad336d6558fd26defba326","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_ibmrep-toc-9d0086_2026-05-23","mac_working_dir","/Users/scott/Desktop/Archive/prepared/ibmrep-toc-9d0086/working","9","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/ibmrep-toc-9d0086/working/bucket_signals.json","d614da39f977a9d4119a8312ce6e34d040f6afb153b70e9dfaf72c4c68aa4479","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_ibmsnapshot-9b0905_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/ibmsnapshot-9b0905/working","2","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/ibmsnapshot-9b0905/working/skipped_obs_v3.csv","4a5f9a86a22a59c2dda1885246d658274b8292bffa93ece4a8b0579fa0353ee0","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_ibpp-toc-6e2fc5_2026-05-23","mac_working_dir","/Users/scott/Desktop/Archive/prepared/ibpp-toc-6e2fc5/working","2","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/ibpp-toc-6e2fc5/working/bucket_signals.json","fb0df0a33aa2e70b1ffd30631fb33960b8c75802647611fe20003f6a21164183","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_ilmprimerwpa-fd53e8_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/ilmprimerwpa-fd53e8/working","10","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/ilmprimerwpa-fd53e8/working/observation_candidates.csv","83e16a065be34ad87cac15d417c5d5b996b107eba74ff8ae58354e7ff5e31791","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_imperitosnapshot-8db06b_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/imperitosnapshot-8db06b/working","4","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/imperitosnapshot-8db06b/working/skipped_obs_v3.csv","09e0aa6b4c28509df97a6ff3a763a20683f854f445f5e07621bb6699b699b668","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_information-83dd9d_2026-05-23","mac_working_dir","/Users/scott/Desktop/Archive/prepared/information-83dd9d/working","7","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/information-83dd9d/working/observation_candidates.csv","b604c08145447f307634ebde7e901eb6d32c5a22616c7bf7087910de5838413f","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_infrastructure-speech-7f6c5b_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/infrastructure-speech-7f6c5b/working","9","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/infrastructure-speech-7f6c5b/working/observation_candidates.csv","df09ead66505c143abfde600d9505ada7b9300a7cc59223d44e7911bd4092b50","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
"mac_working_dir_integratedopticstoc-4b3a46_2026-05-29","mac_working_dir","/Users/scott/Desktop/Archive/prepared/integratedopticstoc-4b3a46/working","7","0","0","/Users/scott/Desktop/Archive/prescience_score_prompt_v2.md","f8c1e07469d8fce3148ad7c53f3ebb7f02fa312d8e0b724f6912808923385d29","true","0-5","","","","","","","","","","","","","","/Users/scott/Desktop/Archive/prepared/integratedopticstoc-4b3a46/working/skipped_obs_v3.csv","dfea80d3c5175e517b52d5f8fc2930cc90dbfc0a29c94bca6baac45d2d8d01a8","unknown","","","","","true","false","","","","0","0","0","0.0000","","0","0","yes_lives_in_working_dir_only","","","DROP","T2,T4,T6","discard",""
