char_offset,trigger_labels,sentence
323209,best_in_class,Aberdeen research of over 400 companies in the past 18 months has shown that Best In Class IT organizations have embraced SOA as a way to rapidly develop and deploy solutions to new business problems.
324129,best_in_class,Best In Class IT organizations are leveraging both their investment in legacy platforms and their existing SOA infrastructure.
325784,best_in_class,√ Best In Class companies are **twice as likely** as other groups to use automated tools for extracting business logic and data structures
325927,best_in_class;percentage_stat,"√ **43%** of Best In Class organizations use third-party services adapters for legacy applications, versus 28% of the Laggards group"
326064,best_in_class,√ **Twice as many** Best In Class companies versus all others have deployed a SOA or web services layer on the mainframe
329120,best_in_class,"The Best In Class companies are still leading the charge, and with more overall experience under their belts, they are setting the pace for the rest of the industry."
329286,best_in_class;figure_reference,"Over half of the Best In Class organizations are either working on or have completed at least one legacy modernization project, versus fewer than a quarter of Laggards (Figure 3)."
329536,best_in_class,"Industry Average and Laggards, trailing Best In Class in experience, are also likely to be running proof-of-concept and pilot projects."
329674,percentage_stat,"“After looking through all of the code running on the mainframe, we discovered that 40% of it was unused…and about 10% of it nobody knew what it was supposed to do.”"
329880,figure_reference,**Figure 4: Organizational view of modernization**
330536,best_in_class,"The Best In Class organizations have, in general, been on the SOA journey longer and therefore have had more time to establish policies around their application work."
330703,figure_reference,This maturity is reflected in an emphasis on process versus the Industry Average and Laggard groups (Figure 4).
331028,percentage_stat,"As the manager at a modernization vendor said of a client’s project, “After looking through all of the code running on the mainframe, we discovered that around 40% of it was unused…and about 10% of it nobody knew what it was supposed to do.”"
331511,best_in_class,Best In Class companies are about **twice as likely** as others to have clearly defined testing processes in place.
331629,best_in_class;figure_reference,**Figure 5: Best in Class place an emphasis on process**
332743,best_in_class;figure_reference,"Best In Class companies are using this tool by a margin of **two to one** over Laggards, and 50% more often than the Industry Average (Figure 5)."
332891,figure_reference,**Figure 6: Agreement among departments drives success**
333715,best_in_class,"Best In Class organizations are well along in their training efforts, with both Laggard and Industry Average following by six months."
333898,best_in_class;figure_reference,"Best In Class companies are drastically reducing their spending levels on outsourcing and professional services, while no such reduction was reported for the other two groups (Figure 6)."
334087,figure_reference,"## **Figure 7: Training of developers, analysts, and architects**"
334835,best_in_class,"Best In Class organizations are relying on automation to assist them in extracting both business logic (61%) and data structures (38%, **double the rate** of Laggard and Industry average) as they bring their legacy applications into line with their SOA and web services architecture."
335119,best_in_class,This is reflected in the high percentage of Best In Class having documented their legacy interfaces; one of the byproducts of extraction tools is a complete specification of the underlying code or data.
335324,best_in_class,"Alongside their modernization efforts, Best In Class are continuing to invest in SOA infrastructure. **Twice as many** Best In Class companies are deploying SOA service layers on the mainframe, with **48%** indicating that spending on SOA platforms is their number one or two funding priority over the next 12 months."
335917,figure_reference,**Figure 8: Technical approaches to legacy modernization**
336765,best_in_class,Best In Class companies understand that legacy applications can be especially challenging to bring into line with more modern architectures.
337097,best_in_class,"Legacy specific development environments are also a key to peak performance, with Best In Class organizations using them at double the rate of other groups."
337646,best_in_class;figure_reference,"Overall, Best In Class organizations reported decreases in costs for development, maintenance, and infrastructure (Figure 8)."
337912,best_in_class;percentage_stat,"This emphasis on productivity is reflected by the Best In Class’ emphasis on in-house application development, 57% versus 28% of the Industry Average."
338065,best_in_class;figure_reference,**Figure 9: Best In Class see improvements in costs and productivity**
338827,best_in_class,"Based on the information in Chapters One and Two, readers should determine whether their organizations fall into the “Laggard”, “Industry Average,” or “Best in Class” categories."
339006,best_in_class,The key to gaining value from this report is moving your organization along the maturity path to Best in Class.
339439,best_in_class,**Understand what you are delivering.** Best In Class organizations know that service level agreements are not just for B2B relationships.
339887,best_in_class,"Best In Class companies use adapters for commodity packages, and focus their efforts on the custom parts of the application."
340375,best_in_class,"Best In Class organizations, however, understand that cost is not the only component of a successful architecture."
340736,best_in_class;percentage_stat,"Forty percent of Best In Class report an increase in productivity, and 56% say that they use legacy IDEs, versus 12% of Industry Average reporting improvement, and 35% using IDEs."
341130,best_in_class,## **Best in Class Steps to Success**
341491,best_in_class,Just under half of Best In Class organizations cite governance as their top concern.
342413,best_in_class,"While it may seem overwhelming, Best In Class organizations use process and technology to succeed."
347947,percentage_stat,These represented 27% of the sample.
348285,percentage_stat;dollar_stat,"_**Company size** :_ About 25% of respondents were from large enterprises (annual revenues above US$1 billion, including 14% over US$5 billion); 35% were from midsize enterprises (annual revenues between $50 million and $1 billion); and 40% of respondents were from small businesses (annual revenues of $50 million or less)."
