"row_id","article_seq","date","headline","publication","author","content_type","kastner_quotation","immediate_context","is_predictive","prescience_score","prescience_rationale","forecast_horizon_years"
"217","611","2004-06-21","IBM Dominates Supercomputer List","E-Commerce Times","Keith Regan","online-article","There are applications in the military, in medical research, in all fields of science. This is an example of how the less expensive computing power can really become important.","striving to build ever-faster systems has important implications for research, Aberdeen Group analyst Peter Kastner told the E-Commerce Times. ""There are applications in the military, in medical research, in all fields of science,"" Kastner said. ""This is an example of how the less expensive computing power can really become important.""","no","medium","Partially prescient — correctly framed commodity-HPC clusters (x86/Linux) as the future of scientific computing. By the 2010s this was overwhelmingly confirmed: TOP500 became dominated by Linux-on-x86/GPU clusters, and national labs adopted the model for genomics, climate modeling, and AI.","5-10"
"218","612","2004-06-01","Processor Market Evolving","CDW","CDW Editorial Staff","online-article","If you're running a relational database and you can do all of your math computations in memory, your performance can be several times faster than if you have to write everything to disk,","irectly into better performance for complex applications. ""If you're running a relational database and you can do all of your math computations in memory, your performance can be several times faster than if you have to write everything to disk,"" says Peter Kastner, executive vice president and chief research officer with the market research and consulting firm, Aberdeen Group Inc., Boston, Mass. A possible performance advantage isn't the only factor driving 64-bit interest. The ongoing competit","no","medium","Partially prescient — correctly identified in-memory database performance as the killer app for 64-bit/large-memory systems. SAP HANA (2010) and in-memory OLAP/OLTP validated this view.","5-10"
"219","612","2004-06-01","Processor Market Evolving","CDW","CDW Editorial Staff","online-article","Sixty-four-bit systems for general purpose applications are clearly the future, a future that will be hastened by related technical developments in memory technology, Kastner believes.","x86-compatible Solaris to complement its higher-priced UltraSPARC IV systems. Sixty-four-bit systems for general purpose applications are clearly the future, a future that will be hastened by related technical developments in memory technology, Kastner believes. “We’ll see a new generation of faster memory that uses less electricity come out this year,” he says. Combined with 64-bit systems that are able to handle more memory than their 32-bit counterparts, the benefit of this pairing is clear.","yes","high","Highly prescient — Kastner's call that 64-bit would be the default for general-purpose computing was correct. Within 5 years (2009) 64-bit Windows/Linux became mainstream on servers and desktops; by mid-2010s 32-bit was legacy-only. The associated memory-technology prediction also held (DDR3→DDR4→DDR5, lower voltage per generation).","5-10"
"220","613","2003-07-01","Faster And Faster Go the Workstations","Automotive Design & Production","Larry Gould","magazine-article","For a fixed number of dollars you can support more engineers with new, faster equipment.","uting * High-end 32-bit computing * Intel 64-bit Itanium architecture. Mobile computing hasn't hit automotive engineering and design, despite the appeal of taking CAD/CAM and simulations on the road. The second trend is noteworthy because, says Kastner, ""For a fixed number of dollars you can support more engineers with new, faster equipment."" Today, high-performance 32-bit Intel chips (Xeon and the Pentium 4) hold their own against RISC/Unix workstations. That became even more true in April, whe","no","medium","Partially prescient — the price-performance argument for upgrading engineering workstations held through the 2000s-2010s as CAD/CAM/CAE workloads expanded. Cloud bursting for simulation (2015+) further validated the 'more engineers per dollar' framing.","3-5"
"221","613","2003-07-01","Faster And Faster Go the Workstations","Automotive Design & Production","Larry Gould","magazine-article","all the good things you might like in a top-end workstation","new dual-channel 400-MHz DDR memory interface, ""hyper-threading technology"" (this lets the processor do more work during each processor clock cycle), plus some other performance tweaks–""all the good things you might like in a top-end workstation,"" says Kastner–and the result is cinemagraphic 3D and spectacular 2D.","no","medium","Partially prescient — identified hyper-threading and memory-bandwidth improvements as the key workstation performance levers. By mid-2000s these were standard (Intel Core 2, DDR2/DDR3), though GPU acceleration ultimately became the dominant workstation performance driver for 3D/media work.","3-5"
"222","615","2004-04-12","Flat-screen TV Unleashed","U.S. News & World Report","David LaGesse","magazine-article","Cables and bulky tubes have meant we couldn't just pick up and move a TV,","ore likely, just to plop a TV into a different room to watch the latest episode of The Sopranos without having to run new coaxial cables. The Aquos is a taste of what's to come as wireless video combines with flat-screen TVs to offer new freedom, says Peter Kastner, an analyst with the market research firm Aberdeen Group. ""Cables and bulky tubes have meant we couldn't just pick up and move a TV,"" he says. And there's nothing bulky about the 12-pound Aquos, except perhaps its price--$1,800. Cable","no","not-applicable","Observational — current-state assessment of TV/cable physical constraints in 2004, prior to widespread wireless-HDMI and smart-TV adoption.","0"
"223","616","2004-02-23","Wi-Fi Where You Want It","Fortune","Christine Y. Chen","magazine-article","the odds that WiMax gets off the ground are much, much higher than a few months ago.","is used for distances up to 300 feet, WiMax can cover up to 30 miles. Intel execs believe this could be a solution to the ""last mile"" problem of delivering high-speed services into the home, which has plagued telcos for years. Intel's investment, according to Peter Kastner, an analyst at Aberdeen Group, means that ""the odds that WiMax gets off the ground are much, much higher than a few months ago."" Get ready for access everywhere. --Christine Y. Chen Posted On: 1/8/2007. Hospitality Technology","yes","high","Highly prescient — Kastner correctly flagged Intel's WiMax investment as a major credibility-boost. WiMax did achieve IEEE 802.16 standardization and commercial deployments (Clearwire, Sprint 4G, 2005-2010). Though LTE eventually won the cellular 4G battle, WiMax's 2004-2008 momentum directly validated Kastner's read.","3-5"
"224","617","2004-03-01","Fresh Ideas for POS","Hospitality Technology","Hospitality Technology Editorial Staff","magazine-article","According to Peter Kastner, executive VP of the Aberdeen Group research firm, Linux continues to make steady progress, growing from 6 to 9 percent of the retail point-of-sale market (including restaurants and lodging).","that it has a lower cost structure. Still the fever has yet to fully envelope the hospitality industry in the same manner it has other industries. Still, Linux continues to grow both inside and outside of the hospitality industry. According to Peter Kastner, executive VP of the Aberdeen Group research firm, Linux continues to make steady progress, growing from 6 to 9 percent of the retail point-of-sale market (including restaurants and lodging). Because the license fees for Linux software tends","no","medium","Partially prescient — the 6→9 percent Linux POS share growth was directionally correct. Linux did continue to penetrate retail/POS through the 2000s-2010s, ultimately dominating embedded POS stacks via Linux-based distros and Android-POS terminals. Legacy Microsoft POS (RMS, Dynamics POS) lost share to Linux/Android POS over two decades.","5-10"
"225","618","2004-01-30","Gateway buys rival for $235m","Financial Times","Scott Morrison","newspaper-article","Getting all that eMachines shelf space with the two brands will give a big boost to the company,","own for its cow-pattern branding, to take advantage of eMachines' low-cost distribution model and sell PCs in large retail outlets such as BestBuy. ""Getting all that eMachines shelf space with the two brands will give a big boost to the company,"" said Peter Kastner, analyst at Aberdeen Group. ""In order to remain a major player and retain the value of the Gateway brand, they have to increase sales."" The company expected that increased scale would enable it to cut costs and reduce prices, which wo","yes","medium","Partially prescient — Kastner correctly framed the merger rationale as shelf-space expansion and brand-value preservation. The deal did initially expand Gateway's retail presence, but Gateway continued to lose share to Dell/HP and was sold to Acer in 2007. The short-term 'big boost' materialized; the long-term 'major player' ambition did not.","2-3"
"226","619","2004-01-30","Gateway gains 15% on $235 million eMachines deal","CBS MarketWatch","Rex Crum","online-article","They've been boxed in by Dell in online sales and by H-P in the big-box retail market,","p, said the deal should prove positive for Gateway because it gives the company a semblance of stability going up against its larger rivals. ""They've been boxed in by Dell in online sales and by H-P in the big-box retail market,"" Kastner said. ""This should help them get lots of shelf space with a top-value PC brand."" EMachines plans to sell Gateway-branded consumer and business desktop and notebook PCs, servers and storage products through Gateway's existing direct channels, while G","no","not-applicable","Observational — current-state competitive analysis of Gateway's 2004 position (squeezed in both Dell's direct channel and HP's retail channel).","0"
"227","623","2003-08-28","Gateway gets in the digital camera picture","CBS MarketWatch","Rex Crum","online-article","They've seen that the industry has changed and they aren't going to re-create their PC miracle of the 1990s,",", because the company realized that it wasn't going to return to profitability, or remain relevant by sticking to personal computers. ""They've seen that the industry has changed and they aren't going to re-create their PC miracle of the 1990s,"" Kastner said. ""I think their management team is now focused in all the right areas."" Gateway's shares rose 22 cents to $5.71, their highest level since May 2002. Jun 28, 2004, 12:01 a.m. EST Gateway refines target with new PCs Releases low-cost eMachines","yes","high","Highly prescient — Gateway never recaptured its 1990s PC success. The company continued losing money, sold its retail stores, and was acquired by Acer in October 2007 for $1.9 billion. Kastner correctly identified the industry shift (Dell's direct model + HP's retail model boxing out mid-tier brands) as permanent.","3-4"
"228","624","2004-06-28","Gateway refines target with new PCs","CBS MarketWatch","Rex Crum","online-article","I think eMachines has never been that well understood, but they really have a foundation in the big-box electronics retailer market,","'s assessment of how eMachines could provide the spark that gets Gateway back into prominence in the PC market. ""I think eMachines has never been that well understood, but they really have a foundation in the big-box electronics retailer market,"" Kastner said. Gateway shares rose 5 cents Friday to close at $4.45. The stock reached a 52-week high of $6.85 on Sept. 18. GATEWAYS ENDS THE WLAN FLIM-FLAM; NEW GATEWAY WIRELESS ACCESS POINTS ADD HIGH SECURITY, REMOVE HIGH PRICE Submitted by admin on 4/","yes","medium","Partially prescient — Kastner correctly identified eMachines' big-box retail strength as Gateway's strategic opportunity. The combined Gateway+eMachines brand did expand shelf presence in 2004-2006, but the consolidated company couldn't match Dell/HP margins and was sold to Acer in 2007. The retail foundation insight was correct; the rescue strategy was not.","2-3"
"229","625","2004-04-06","Gateway Ends the WLAN Flim-Flam; New Gateway Wireless Access Points Add High Security, Remove High Price","FreshNews.com","Gateway Inc.","press-release","In both their price and functionality, Gateway is taking a disruptive approach with these two new wireless Aps,","), Advanced Encryption Standard (AES), 64/128-bit WEP encryption, PEAP, MSCHAP v2, inhibit SSID broadcast and MAC address filtering. ""In both their price and functionality, Gateway is taking a disruptive approach with these two new wireless Aps,"" said Peter Kastner, executive vice president and chief research officer, Aberdeen Group. ""Many wireless vendors are ignoring the pleas of small- and medium-sized businesses, who desire enterprise security and much more simplicity in set-up. SMBs clearly","no","not-applicable","Endorsement quote in a vendor press release — Kastner praising Gateway's SMB-targeted wireless access point pricing and security feature bundle. Not a market forecast.","0"
"230","626","2003-02-26","H-P plunges on Q1 revenue miss","CBS MarketWatch","Rex Crum","online-article","They're making progress, but they've still got a long way to go,","a share. During the same period last year, H-P reported pro forma income of $625 million, or 25 cents a share, as a stand-alone company prior to completing the Compaq acquisition. ""They're making progress, but they've still got a long way to go,"" said Peter Kastner, computer hardware analyst with the Aberdeen Group. Kastner said that, in particular, H-P's printing and imaging business, its most profitable business area, is likely to face new challenges that could affect the company's bottom line","no","medium","Partially prescient — Kastner correctly flagged that the Compaq integration was incomplete and printing-business headwinds (third-party toner, Dell entry) loomed. Over 2003-2011 HP did gain operating momentum under Hurd but Fiorina was ousted in 2005, the PC business was spun/restructured multiple times, and by 2015 HP split in two (HPE/HP Inc.). The 'long way to go' framing proved accurate for Compaq-integration benefits.","2-5"
"231","627","2003-02-25","H-P profit rises 49 percent on cost cuts","CBS MarketWatch","Rex Crum","online-article","They're making progress, but they've still got a long ways to go,","of Compaq Computer. But the revenue of $17.9 billion fell short of analyst estimates, causing H-P shares to fall as much as 4.4 percent in after-hours trading to a low of $17.34. ""They're making progress, but they've still got a long ways to go,"" said Peter Kastner, computer hardware analyst with the Aberdeen Group. Kastner said that, in particular, H-P's printing and imaging business, its most- profitable business area, is likely to face new challenges that could affect the company's bottom lin","no","medium","Partially prescient — Kastner flagged printing-business vulnerability (third-party toner + impending Dell printer entry) as the key post-Compaq-merger risk. HP Printing remained the most profitable division but did face margin compression from third-party cartridges, and Dell entered printers in 2003. The structural threat was correct in direction.","2-5"
"232","628","2003-08-15","Hardware stocks eke out gain after Dell report","CBS MarketWatch","Rex Crum","online-article","Profits continue to outpace revenue growth, (and) in spite of anemic economic conditions and relentless deflation in prices, Dell is leading the industry in performance on a percentage basis.","t of sales. After the earnings report, A.G. Edwards analysts raised their rating on Dell shares (DELL 12.77, -0.10, -0.78%) to ""buy"" from ""hold"", helping the stock gain 95 cents to close at $32.34. ""This is a very good quarter, again, for Dell,"" said Peter Kastner, analyst with Aberdeen Group. ""Profits continue to outpace revenue growth, (and) in spite of anemic economic conditions and relentless deflation in prices, Dell is leading the industry in performance on a percentage basis."" Management","no","high","Highly prescient — Kastner's characterization of Dell's execution as best-in-class through deflation held through 2004-2005. Dell peaked in 2005 at ~19 percent global PC share. The subsequent decline (quality issues 2006-07, HP overtake 2007, LBO by Michael Dell 2013) did not invalidate the 2003 margin-discipline observation.","2-4"
"233","629","2001-09-17","Hi-Tech Execs: Fed Rate Cut Was a Necessary Move","CRN","CRN Editorial Staff","online-article","Between the Fed's aggressive rate cutting and the broken piggy bank of the social security surplus, there will be huge fiscal stimulus to the economy, which should result in the next six months in a pick up in demand for both capital and consumer and products,","d's aggressive rate cutting and the broken piggy bank of the social security surplus, there will be huge fiscal stimulus to the economy, which should result in the next six months in a pick up in demand for both capital and consumer and products,"" says Peter Kastner, chief research officer at Aberdeen Group, Boston. ""It will take the world markets some days to adjust to last Tuesday's tragedies, and any other military events yet to occur, but the economic underpinning for a classic fiscal turnar","yes","medium","Partially prescient — Kastner correctly identified the 2001 Fed-plus-fiscal stimulus combination as foundation for recovery. The 2002-2005 economic rebound (capital spending + housing + consumer) did materialize, supported by rate cuts to 1 percent and Bush tax cuts. However, the 'social security surplus' fiscal framing became obsolete as sustained deficits replaced the 2000-era surpluses, and the 2008 crisis undid much of the 2003-2007 recovery.","0-5"
"234","629","2001-09-17","Hi-Tech Execs: Fed Rate Cut Was a Necessary Move","CRN","CRN Editorial Staff","online-article","It will take the world markets some days to adjust to last Tuesday's tragedies, and any other military events yet to occur, but the economic underpinning for a classic fiscal turnaround is now in place.","""It will take the world markets some days to adjust to last Tuesday's tragedies, and any other military events yet to occur, but the economic underpinning for a classic fiscal turnaround is now in place,"" says Kastner. The missing ingredient, he says, will be consumer confidence.","yes","high","Highly prescient — six days after 9/11, Kastner correctly forecast a classic Fed-driven fiscal recovery with consumer confidence as the swing variable. The 2002-2003 recovery proved Keynesian textbook: rate cuts + tax cuts + deficit spending pulled the economy out of the dot-com collapse, and consumer confidence rebounded by mid-2002 and sustained the expansion through 2007.","0-3"
"235","629","2001-09-17","Hi-Tech Execs: Fed Rate Cut Was a Necessary Move","CRN","CRN Editorial Staff","online-article","Maybe, says Kastner.","Will the rate cut help the tech sector, and in particular, the telecom industry? ""Maybe,"" says Kastner. One of the political problems that will surface very quickly is the need to deliver last-mile broadband to many more businesses and homes than the seven to 10 million that have this capability today, he says.","yes","medium","Partially prescient — Kastner's skepticism that Fed easing alone would help telecom proved correct. The 2001-2003 telecom capex collapse continued despite rate cuts; industry recovery required carrier consolidation (SBC/AT&T 2005, Verizon/MCI 2005), broadband stimulus, and the iPhone/smartphone era to restore growth. The rate-cut lever was necessary but not sufficient.","2-5"
"236","629","2001-09-17","Hi-Tech Execs: Fed Rate Cut Was a Necessary Move","CRN","CRN Editorial Staff","online-article","Without broadband available to a wide segment of the economy, we do not foresee a huge up-tick in communications demand,","t-mile broadband to many more businesses and homes than the seven to 10 million that have this capability today, he says. ""Without broadband available to a wide segment of the economy, we do not foresee a huge up-tick in communications demand,"" says Kastner. IBM's Hanny says he isn't deeply concerned about the effects on the market, although he will be monitoring it as the weeks and months pass. ""I wasn't even dwelling on how the market opened up today,"" says Hanny. ""I agree with the way Warren","yes","high","Highly prescient — Kastner's 2001 diagnosis that broadband penetration was the binding constraint on communications demand proved exactly right. The 2003-2010 broadband rollout (cable modem + DSL, then FTTH and LTE) unlocked online video (YouTube 2005, Netflix streaming 2007), VoIP, cloud computing, and mobile broadband — each validating the 'broadband-first' demand-creation thesis. FCC's ~2010 National Broadband Plan formally adopted this framework.","5-15"
"237","630","2002-11-01","HON Industries Furnished With Linux","eWeek","Larry Barrett","online-article","For cut-and-dried applications, businesses are finding Linux is comparatively inexpensive next to the fancy features that you get with a Windows NT or Unix server. For run-of-the-mill manufacturing processes, Linux provides a perfect environment. The money you're saving by not buying proprietary software and hardware can be used for other projects.","Case-study article on HON Industries (Muscatine, Iowa office-furniture maker) replacing Windows NT with Linux workstations on its manufacturing floor; Kastner positions Linux as a viable low-cost alternative for cut-and-dried manufacturing applications.","yes","high","Kastner correctly identified the embedded/industrial-control niche as the segment where Linux would first displace Windows NT and Unix — a pattern validated through the 2000s as Linux came to dominate manufacturing floor controls, POS systems, and embedded devices while Windows retreated to knowledge-worker desktops.","5"
"238","631","2002-02-13","HP cuts prices on some Intel-based servers 11% to 31%","Computerworld","Todd R. Weiss","online-article","I'd be surprised if their top sellers are being cut by 31%. An 11% price drop is believable. Thirty-one percent either shows they were dramatically overpriced or they're trying to get a lot of supply out before the end of the quarter.","Reacting to HP's 11-31% price cuts on LP1000r/LP2000r 1U/2U Intel-based rack servers and appliances (announced Feb 12, 2002); Kastner reads the deeper 31% cuts as a pre-quarter-end clearance signal rather than genuine cost-pass-through, and notes the impending HP-Compaq merger as another possible factor.","no","not-applicable","Tactical channel-read of HP pricing behavior ahead of the Compaq merger close; no multi-year forecast.",""
"239","632","2002-05-13","HP Reinvented","InformationWeek","Beth Bacheldor and Martin J. Garvey","magazine-article","The division should take on more outsourcing and systems integration work, but at the same time, it needs to be careful of competing too closely with partners such as EDS.","Post-close HP-Compaq merger feature; Kastner prescribes strategy for HP Services: expand into outsourcing and systems integration but avoid channel conflict with anchor services partners like EDS.","yes","high","Kastner's warning proved exactly correct: HP's 2008 EDS acquisition ($13.9B) ultimately resolved the channel conflict by buying the partner — but the intervening 2002-2008 tension created significant revenue leakage that validated his concern. The underlying tension (Services wanting deals that partners also wanted) became a defining HP strategy issue.","6"
"240","633","2003-02-26","HP Shares Sink On Revenue Shortfall, Cautious Outlook","CRN","Matthew Fordahl","online-article","They are seeing more competition from third-party toner cartridges. And in the coming quarter, it's widely rumored that Dell will be entering the printer business.","HP Q1 FY2003 earnings reaction (stock down 15%+); Kastner flags two structural threats to HP's printer/ink-cartridge profit engine: generic third-party toner and Dell's imminent entry into printers (Dell-branded printers launched March 21, 2003).","yes","high","Both predictions validated: Dell entered the printer business the following month (March 2003 launch); third-party toner competition expanded through the 2000s and became a significant drag on HP's Imaging & Printing Group margins. The ""third-party toner"" concern in particular was a durable structural thesis — HP's printer profitability erosion through 2010s is its practical confirmation.","1"
"241","110","2002-11-22","Resilient HP Rebounds from Capellas Exit","Financial Times","Simon London","press-article","Clearly, the printing business continues to be a blockbuster.","HP reported surprisingly resilient quarterly earnings and its shares had rebounded 29 percent from a recent low. HP's imaging and printing division showed 12 percent revenue growth compared to only 5 percent for Lexmark.","no","not-applicable","Observational — current-state analysis.","0"
"242","111","2002-11-29","Retailers Lure Shoppers with Black Friday Bargains","Dow Jones Newswires","James Covert and Christine Nuzumi","press-article","It's difficult to make a year on $79 DVD players or $200 digital cameras.","Kastner noted that tireless bargain-hunting by shoppers had forced down prices for key consumer electronics items, sapping profits from retailers. He noted this despite a relative wealth of new products in the consumer-electronics area.","no","not-applicable","Observational — current-state analysis.","0"
"243","112","2002-12-16","PC Makers Flood Market with Low-Cost Computers","Reuters","Caroline Humer","press-article","I think at the end of the day, HP is picking up some market share.","Hewlett-Packard was aggressively cutting prices during the holiday season. HP had made headlines with a PC, flat-panel monitor and printer package for under $700 at Wal-Mart.","yes","medium","Kastner predicted HP was picking up some market share in the PC market. HP did gain share through the Compaq merger integration period in 2002–2004 before eventually becoming the world's largest PC maker.","2"
"244","112","2002-12-16","PC Makers Flood Market with Low-Cost Computers","Reuters","Caroline Humer","press-article","HP has the better value but consumers seem to be reacting at the very low end, with eMachines being the most pound of machine per dollar.","Kastner noted HP was cutting prices by using less expensive processors and getting new processors into machines more quickly. Dell was focusing on more expensive machines, potentially gaining better margins.","no","not-applicable","Observational — current-state analysis.","0"
"245","113","2003-01-01","IT/Automation Cost Reduction in Intel's Manufacturing Environment (MIT Working Paper)","E-Commerce Times / MIT Sloan Working Paper","Brian Subirana","press-article","Overall, 2 percent month-over-month is good, and the book-to-bill ratio for November was looking better than it has been in a bit. It's still a single data point, and Aberdeen's view is that there is no sign of a global semiconductor turnaround yet.","Aberdeen Group chief research officer Peter Kastner assessed semiconductor industry recovery prospects, cited in an MIT Sloan working paper on Intel manufacturing.","yes","medium","Kastner assessed there was no sign of a global semiconductor turnaround yet in early 2003. The semiconductor industry did begin recovering later in 2003, so his 'no turnaround yet' view was correct at the moment but the cycle turned within months.","1"
"246","114","2003-01-01","A Whirlwind of Financing Options","CDW.ca / Solutions Library","","press-article","It's like buying a car. Do you want to pay for it all at once or over three or four or five years?","Kastner commented on the growing trend of IT vendor financing, driven by the soft economy. He noted vendors like IBM, Microsoft, HP, Sun Microsystems and others were offering financing options to ease the upfront costs of technology upgrades.","no","not-applicable","Observational — current-state analysis.","0"
"247","115","2003-01-03","Aberdeen Predicts Modest IT Rebound In 2003","TechWeb","Gregg Keizer","press-article","More and more IT organizations are telling us that their executives have concluded that [technology] operations are not their core competency.","Aberdeen Group released its IT spending forecast for 2003, noting growing interest in outsourcing.","no","not-applicable","Observational — current-state observation about IT executives re-evaluating core competencies","0"
"248","115","2003-01-03","Aberdeen Predicts Modest IT Rebound In 2003","TechWeb","Gregg Keizer","press-article","That's a horse of a completely different color, and a potential economic threat to the livelihood of a lot of Americans.","Kastner distinguished between domestic outsourcing and offshore outsourcing, noting the latter was a new and more consequential trend.","no","not-applicable","Observational — commentary on offshoring as an economic threat (context-dependent quote fragment)","0"
"249","115","2003-01-03","Aberdeen Predicts Modest IT Rebound In 2003","TechWeb","Gregg Keizer","press-article","That's inflation, plus or minus.","Kastner characterized Aberdeen's forecast of 2-3% IT spending growth for 2003 as essentially tracking inflation with no real expansion.","no","not-applicable","Observational — characterization of a projected IT spending growth rate as matching inflation","0"
"250","115","2003-01-03","Aberdeen Predicts Modest IT Rebound In 2003","TechWeb","Gregg Keizer","press-article","Ultimately, psychology and not technology will determine the growth rate for IT spending this year.","Kastner argued that executive confidence and sentiment — not specific product cycles — would be the swing factor in 2003 IT budgets.","yes","medium","Psychological factors (confidence, budget release) did play a major role in 2003 IT spending decisions alongside Y2K hangover and economic uncertainty. The IT rebound in 2003–2004 was indeed driven partly by pent-up demand psychology, though technology refresh cycles also mattered.","1"
"251","116","2003-01-06","Restructure Plans Weigh on Gateway","CBS MarketWatch","Rex Crum","press-article","It looks to us as if Gateway's whole business model is on the boardroom table.","Gateway shares fell after CEO Ted Waitt said the company would reshuffle management and unveil a new business strategy following weak holiday sales. Gateway had suffered channel inventory problems during the holiday season.","no","not-applicable","Observational — current-state analysis.","0"
"252","116","2003-01-06","Restructure Plans Weigh on Gateway","CBS MarketWatch","Rex Crum","press-article","I think they made a huge impression on the market by adding new products, but they showed they really need a supply chain that can keep up with the market.","Gateway had begun carrying more than 100 new digital products including a 42-inch plasma TV, but reportedly suffered channel inventory problems during the holiday season.","no","not-applicable","Observational — current-state analysis.","0"
"253","117","2003-01-13","Tax Break Could Ease IT Purchasing Pain","Computerworld","Patrick Thibodeau","press-article","[Aberdeen Group Inc. said it expects U.S. IT spending to increase 3.6 percent in 2003.]","The article covered debate over expanding the 30% depreciation bonus for IT purchases. Aberdeen Group was one of several research firms cited for their 2003 IT spending forecasts, though no direct Kastner quote appeared.","yes","medium","Aberdeen predicted US IT spending would increase 3.6% in 2003. IT spending growth in 2003 was modest and close to flat/slightly positive — the direction was right but 3.6% was optimistic for a year when many firms held back spending.","1"
"254","118","2003-02-25","Hewlett-Packard Posts Q1 Profits, But Misses Sales Views","Dow Jones Newswires","Donna Fuscaldo","press-article","H-P is stuck in a financial traffic jam. For its revenue to improve, it needs for the economy to wake up from its slumber. It can cut costs only so long.","HP reported first-quarter net income increase but sales failed to meet analysts' expectations. HP shares were down in after-hours trading after the mixed results.","no","not-applicable","Observational — current-state analysis.","0"
"255","119","2003-02-26","H-P Posts Profit but Its Outlook Still Cloudy","USA Today","Jon Swartz","press-article","It's hard to grow when corporate spending is stingy and some printers cost $99.","HP reported better-than-expected quarterly profit including the first profitable quarter for its PC division since late 2000. However HP's printer revenue was flat and investors were concerned about murky outlook.","no","not-applicable","Observational — current-state analysis.","0"
"256","120","2003-03-05","Defragmenting: the Prescription for Computers Behaving Badly","Dow Jones / Asian Wall Street Journal / Far Eastern Economic Review","","press-article","Picture a child's box of alphabet blocks, all lined up A-Z. That's what the files on a new, or well-maintained, hard drive should look like. Now, take out blocks to spell a word. The box has holes in it, just as a disk drive does as files are deleted or moved. Now, put the blocks used to create the word back in the box — the first letter of the word going into the first slot, the second letter into the second slot, etc. When completed, the alphabet box is no longer in alphabetical sequence. This mixed-up condition is a fragmented hard drive.","A technology column on the importance of defragmenting hard drives cited Kastner as someone who takes his defragmentation seriously. He explained the concept of fragmentation using the alphabet blocks analogy.","no","not-applicable","Observational — current-state analysis.","0"
"257","120","2003-03-05","Defragmenting: the Prescription for Computers Behaving Badly","Dow Jones / Asian Wall Street Journal / Far Eastern Economic Review","","press-article","Any PC user who does not regularly defragment their hard drive must enjoy looking at the screen waiting for something to happen. Many think they need a new PC when all they need is to undo a year or two worth of fragmentation.","Kastner explained that when the disk is arranged neatly, things can move at least a third faster. He noted that getting data files, especially programs, grouped in the order they will be called on is key.","no","not-applicable","Observational — current-state analysis.","0"
"258","121","2003-03-24","Don't Panic! Intel's New Centrino Notebook Chipset Means Wi-Fi Is Coming Whether You're Ready for It or Not","InternetWeek","Peter Kastner","press-article","Aberdeen Group research indicates that a campus-bound meeting-attendee can be productive an extra 30 minutes a day.","Kastner wrote an analysis of Intel's Centrino launch for InternetWeek, arguing that Centrino notebooks and wireless networking should become standard IT infrastructure building blocks.","no","not-applicable","Observational — current-state analysis.","0"
"259","122","2003-04-02","Businesses Affected by Mystery Cold","San Francisco Examiner / Houston Chronicle","Paul Elias, Associated Press","press-article","Nobody knows what's going to happen, and we should all be concerned.","Kastner warned that trillions of dollars in global commerce could be at stake. The article described U.S. companies altering business plans due to SARS spreading through Asia.","no","not-applicable","Observational — current-state analysis.","0"
"260","122","2003-04-02","Businesses Affected by Mystery Cold","San Francisco Examiner / Houston Chronicle","Paul Elias, Associated Press","press-article","These just aren't sales calls that are being canceled. These are engineering and quality-control trips.","Kastner elaborated on the kinds of business trips being canceled due to SARS. He noted apparel manufacturers were also particularly vulnerable.","no","not-applicable","Observational — current-state analysis.","0"
"261","123","2003-04-02","Mystery Illness Threatens Health of Business Plans","Fresno Bee","Paul Elias, Associated Press","press-article","Nobody knows what's going to happen, and we should all be concerned. The trend so far has been negative.","Kastner warned that trillions of dollars in global commerce were at stake. The article described U.S. companies big and small altering their business plans due to SARS.","no","not-applicable","Observational — current-state analysis.","0"
"262","124","2003-04-02","SARS Puts an End to Business as Usual in Asia","InfoWorld.com / NetworkWorld Fusion / Computerworld.com","Sumner Lemon, IDG News Service","press-article","The PRC has not been forthcoming about the situation, and until recently claimed that the outbreak had been contained. The deceit of the PRC government in hiding what has become a serious global health threat will not be quickly forgotten. A new level of suspicion by investors of the government's ability to protect investments will take years to dispel. After all, low-cost manufacturing and disrupted supply are oil and water in a just-in-time world.","Craig and Kastner commented on China's slow response to the outbreak and its implications for investment confidence. The article noted WHO had been delayed in visiting Guangdong province.","yes","medium","Kastner predicted China's government deception over SARS would create lasting investor suspicion taking years to dispel. Investor concerns about China's transparency did persist, though foreign investment in China's electronics sector recovered and accelerated after 2003 rather than being suppressed for years.","3"
"263","125","2003-04-02","SARS Could Impact IT Supply Chain","Bank Systems & Technology Online","Gregg Keizer","press-article","It's difficult to gauge how pervasive the SARS epidemic will become in the Asia/Pacific region. At a minimum, the SARS epidemic will cause schedule slippages and disrupt the aggressive growth plans that global electronics companies have for the affected geographies. Worst case, it could result in major supply-chain disruptions and another downdraft for an already challenged industry.","The article reported on Kastner's new Aberdeen Group report warning that SARS could break the IT manufacturing supply chain. Kastner pointed to China's dependence as a source for most of the world's AC-to-DC power supplies.","yes","medium","Kastner forecast at minimum schedule slippages and at worst major supply chain disruptions from SARS. The minimum scenario (delays, disruption to growth plans) materialized, while the worst case did not, as SARS was contained by mid-2003.","1"
