obs_id,study_id,entity_id,tech_id,observation_type,year_observed,metric_name,metric_value,confidence,verification_method,methodology_code,source_page,notes,collection,thread_tag,section,legacy_obs_id,_study_type,_study_prescience,_bucket
oracle-att-ncr-customer-driven-seminar-t-b9f539-OBS-006,oracle-att-ncr-customer-driven-seminar-t-b9f539,att-corp,att-ncr-alliance,market-context,1993,AT&T-NCR alliance era,marketed as AT&T/NCR in fall 1993 brochures,high,ingest-extraction,primary-source,1,Confirms 1991-1996 AT&T-NCR ownership window,,,,,seminar-tour-brochure,high,vendor-marketing
aberdeen-managing-is-amidst-it-chaos-lan-05ea75-OBS-001,aberdeen-managing-is-amidst-it-chaos-lan-05ea75,land-o-lakes-inc,mainframe-computing,forecast,1993,Mainframe long-term investment outlook,negative,high,ingest-extraction,expert-opinion,21,'New mainframes are not good long-term investment',,,,,client-seminar-deck,medium,vendor-marketing
pc-replacements-lawyers-auditors-and-com-ce8ebb-OBS-003,pc-replacements-lawyers-auditors-and-com-ce8ebb,peter-s-kastner,windows-98,market-data,2003,50M+ aging PCs in operation,"More than 50,000,000 aging PCs sit on desks in corporate cubes and offices around the world. They were built and sold before the millennium -- in fact, many were bought circa 1998 because of anticipated Y2k problems with even older Microsoft DOS and Windows 3.1 PCs.",high,ingest-extraction,industry-analysis,p1,Kastner market sizing,,,,,memoir,high,memoir
on-computers-tips-good-news-for-ncr-dell-1943c5-OBS-006,on-computers-tips-good-news-for-ncr-dell-1943c5,,teradata-warehouse,viability-prediction,2005,HP becomes major Teradata customer,Prediction: HP will quietly become a major Teradata customer under Hurd/Mott.,high,ingest-extraction,expert-opinion,p1,Explicit Kastner prediction,,,,,memoir,medium,memoir
q-a-achieving-more-value-from-enterprise-d1d7dd-OBS-006,q-a-achieving-more-value-from-enterprise-d1d7dd,peter-s-kastner,erp-application-platform,topic-insight,2006,SOA-enabled ERP as toolset warning,Some SOA buyers believe they can upgrade to the SOA versions of their ERP applications and then use the result as their SOA toolset. We warn against that approach in our report — it is dangerous.,high,ingest-extraction,expert-opinion,p1,Kastner core warning; authored piece,,,,,memoir,high,memoir
classmate-pc-evaluation-notes-8-103667-OBS-022,classmate-pc-evaluation-notes-8-103667,peter-s-kastner,mythware-class-v6,personal-recollection,2008,monitor-crash,"Class v6.0 Bug #2 (4.1 Monitor, page 16): program crashed first two times (mixed wired/wireless LAN); third attempt on all-wired LAN. Cannot evaluate function.",high,ingest-extraction,product-evaluation,class-2,,,,,,memoir,medium,memoir
peter-kastner-10-bde195-OBS-003,peter-kastner-10-bde195,lorie-wigle,,personal-recollection,2009,day1-emerging-market-eco,Day 1 9:00-10:00 AM: Intel Green / Eco-Tech Huddle with Lorie Wigle (RA3-MPR3B); 11:00 AM-12:00 PM: Emerging Market Roundtable (RA3-TR1).,high,ingest-extraction,document-review,day-1,,,,,,memoir,low,memoir
pc-replacement-survey-one-size-fits-none-73e2e0-OBS-001,pc-replacement-survey-one-size-fits-none-73e2e0,peter-s-kastner,corporate-desktop-pc,personal-recollection,2003,Author title and role,"By Peter Kastner, the Aberdeen Group (InternetWeek); EVP and Chief Research Officer for the Consumer Digital Technology Practice at Aberdeen Group.",high,ingest-extraction,personal-recollection,p1,Byline and author bio,,,,,memoir,high,memoir
volume-1-ch06-dec-mainframes-last-stand-1987-1988-OBS-016,volume-1-ch06-dec-mainframes-last-stand-1987-1988,cullinet,,personal-recollection,1988,Benchmark location,"Blind benchmark conducted through a CICS consulting firm in Westwood, Massachusetts using the Cullinet mainframe data center.",high,ingest-extraction,mc-oh,The Westwood Midnight Ambush,,,,,,memoir,high,memoir
volume-1-ch03-physics-of-consulting-1972-1979-OBS-009,volume-1-ch03-physics-of-consulting-1972-1979,,univac-96-col-card,topic-insight,1972,96-column vs. 80-column card format incompatibility,"Univac 96-column cards vs. IBM 80-column: every Chase field designed for 96 columns had to be exploded into multiple 80-column IBM cards, rebuilding every field boundary.",high,ingest-extraction,mc-ia,Sidebar: The 96-Column Problem,1970s equivalent of cross-vendor database format migration.,,,,,memoir,high,memoir
ncr-system-3000-model-3550-brochure-1992-b15aed-OBS-003,ncr-system-3000-model-3550-brochure-1992-b15aed,ncr-corporation,ncr-3550,product-spec,1992,RAS features,Hot-pluggable disks; RAID; dual-port memory; fault-resilient design,high,ingest-extraction,vendor-collateral,1,Brochure RAS bullets,,,,,vendor-product-brochure,medium,product
ncr-topend-tp-monitor-brochure-1992-eeea31-OBS-003,ncr-topend-tp-monitor-brochure-1992-eeea31,ncr-corporation,posix-standard,product-spec,1992,Standards compliance,POSIX compliance claimed,high,ingest-extraction,vendor-collateral,1,Brochure standards bullet,,,,,vendor-product-brochure,medium,product
computerworld-stratus-xa2000-launch-1987-d9d143-OBS-004,computerworld-stratus-xa2000-launch-1987-d9d143,william-e-foster,oltp-45pct-growth-forecast,commentary,1987,Foster OLTP forecast,Selling into a market that has an insatiable appetite for tps; 45% annual growth over next 5 years,high,ingest-extraction,primary-source,1,Verbatim Foster quote and design assumption,,,,,trade-press-product-launch,high,product
dct-segment-priorities-matrix-2003-OBS-017,dct-segment-priorities-matrix-2003,,,expert-opinion,2002,TV/stereo integration friction,"In 2002, making a TV and stereo work with a PC is difficult",high,ingest-extraction,industry-analysis,p.1,,,,,,dct,high,dct
dct-kastner-wish-list-2002-12-OBS-010,dct-kastner-wish-list-2002-12,gateway-inc,intel-pentium-4-hyperthreading,market-data,2002,configuration,Intel 3.06GHz HT P4 customizable option on Profile 4,high,ingest-extraction,direct-observation,item-4,,,,,,dct,medium,dct
dct-personal-it-forecast-research-2001-OBS-002,dct-personal-it-forecast-research-2001,idc,desktop-pc,market-data,2001,US 2001 PC unit shipments forecast,45.3 million units (-6.3%),high,ingest-extraction,market-tracking,p.2,First-ever US annual decline,,,,,dct,medium,dct
youtube-kastner-intel-vpro-tco-2008-cb1733-OBS-002,youtube-kastner-intel-vpro-tco-2008-cb1733,intel-corp,intel-centrino-2-vpro,market-trend,2008,Centrino 2 vPro launch,Centrino 2 vPro mobile platform launched July 2008; positioned with Core 2 vPro for business-PC TCO,high,ingest-extraction,vendor-disclosure,online,Vendor-published context,,,,,transcript,low,transcript
microsoft-s-future-paths-6-f86f30-OBS-005,microsoft-s-future-paths-6-f86f30,isaac-ro,microsoft-mipad,expert-opinion,2002,Speech recognition prototypes,Implications of Microsoft's MiPad and 'Dr. Who' speech research initiatives; current technology limitations discussed.,medium,ingest-extraction,expert-opinion,00:22:00,"Segments ""Implications of Microsoft's MiPad and Dr. Who Initiatives"" and ""Limitations of Current Speech Recognition Technology""",,,,,transcript,medium,transcript
hp-analyst-phone-call-6-204870-OBS-004,hp-analyst-phone-call-6-204870,hp,,expert-opinion,2003,reduced-complexity-partial-credit,Reduced-complexity message: believable on consumer side; lesser on IPG; no proof points on ESG; only marginal on services.,high,ingest-extraction,oral-history,Q4,,,,,,transcript,high,transcript
soa-with-bpm-docx-1211c7-obs-003,soa-with-bpm-docx-1211c7,peter-kastner,kpm-frameworks,recommendation,2005,KPM adoption for BPM,Organizations with clear KPMs more likely to achieve substantial BPM ROI,medium,ingest-extraction,ai-summary,699,Kastner best practice: establish KPMs to measure BPM success and justify investment.,,,,,ai-response,high,ai-response
soa-with-bpm-docx-1211c7-obs-002,soa-with-bpm-docx-1211c7,peter-kastner,bpm-general,finding,2005,BPM adoption challenges,"Management support, IT skills adequacy, systems integration complexity",medium,ingest-extraction,ai-summary,699,Kastner identified three primary barriers to BPM adoption success.,,,,,ai-response,high,ai-response
soa-bpm-legacy-renewal-bce60f-obs-014,soa-bpm-legacy-renewal-bce60f,peter-kastner,business-process-management,technical-claim,~202,Customer experience benefit,Consistent experiences — BPM standardizes processes for consistent cross-touchpoint customer experience,medium,ingest-extraction,ai-essay,p2,AI-generated claim. Process standardization through BPM reinforces brand trust and loyalty.,,,,,ai-response,low,ai-response
1997-ibm-information-integration-family--29351c-OBS-009,1997-ibm-information-integration-family--29351c,ibm-corporation,datajoiner,technology-assessment,1997,DataJoiner SQL-3 support planned,1997 plans to add SQL-3 standard support and mimic advanced operations on DBMSs lacking them,medium,ingest-extraction,vendor-claim,datajoiner-section,Planned DataJoiner support for SQL-3 features and simulation of advanced operations on non-supporting DBMSs,,,,1997-ibm-information-integration-family--29351c.009,Profile,,profile-case
aberdeen-1995-digital-multia-OBS-022,aberdeen-1995-digital-multia,digital-equipment-corporation,multia,technology-assessment,1995,integration-vs-diy-stability,DIY assembly of equivalent third-party emulators and protocols would be less stable and less robust than integrated Multia,medium,ingest-extraction,competitive-analysis,p.1 Market Position,Aberdeen's justification for the premium price point,,,,,product-profile,,profile-case
