"obs_id","study_id","model","prescience_score","confidence","rationale","scored_at","scorer_version","source_pass","elapsed_sec","parse_ok"
"aberdeen-1996-risc-unix-market-OBS-056","aberdeen-1996-risc-unix-market","sonar-reasoning-pro","2","3","In the mid-1990s, RISC/Unix platforms such as HP-UX, Sun Solaris, and IBM AIX were indeed seen as conservative, ""safe"" choices for many larger enterprises, but even then they competed with IBM AS/400, Novell NetWare, and emerging Windows NT systems, especially in the mid-market. From the late 1990s through the 2000s, rapid adoption of x86 servers running Windows Server and then Linux, followed by cloud platforms like AWS and Azure in the 2010s, displaced RISC/Unix as the default enterprise choice, leaving it a shrinking high-end niche rather than an undisputed, non-debated standard for $25M+ firms. Thus the characterization captures a short-lived perception rather than a durable pattern that held up through 2010–2026.","2026-06-14T21:39:36Z","v6","pass_c_sonar_v1","10.71","true"
"aberdeen-1995-limd-technology-OBS-004","aberdeen-1995-limd-technology","sonar-reasoning-pro","0","3","The fragmentary claim ""100 count"" does not specify any technology characteristic, market size, adoption rate, or time frame, so it cannot be meaningfully mapped to historical outcomes. Without a clear subject or metric, there is no way to compare it against the actual trajectory of LIMD or related memory technologies from the mid-1990s through subsequent decades.","2026-06-14T21:39:41Z","v6","pass_c_sonar_v1","4.64","true"
"nti-3-pc-and-ws-1993-17d49b-OBS-026","nti-3-pc-and-ws-1993-17d49b","sonar-reasoning-pro","0","3","The statement ""PCs for everybody else through 1993"" is essentially a contemporaneous description of the early-1990s market, when IBM-compatible PCs had already become the dominant platform for general office and home users, as reflected in rapid growth of the home PC market from 1992 to 1993.[6][4] Because the claim is explicitly bounded ""through 1993"" and does not forecast what happens afterward (e.g., through the rest of the 1990s or beyond), there is no forward-looking component to evaluate for prescience relative to developments after 1993. Consequently, it cannot be meaningfully scored as a prediction about the future trajectory of PCs versus workstations.","2026-06-14T21:39:50Z","v6","pass_c_sonar_v1","8.00","true"
"11-storage-hierarchy-presentation-e84d53-OBS-009","11-storage-hierarchy-presentation-e84d53","sonar-reasoning-pro","4","3","The proposed lifecycle model closely matches how enterprise data and files are managed in practice, underpinning ILM strategies, hierarchical storage management, and tiered storage from the mid‑2000s onward, and later cloud storage classes such as Amazon S3 Standard → Infrequent Access → Glacier/Deep Archive, all based on access frequency declining over time. Vendors and architects routinely describe data 'temperature' as hot at creation, then cooling to infrequent access and archive, and lifecycle policies in AWS, Azure, and Google Cloud operationalize exactly this pattern at scale. However, the idea that old data flatlines in usage is not universally true, as large‑scale analytics, ML training, and compliance/e‑discovery have driven renewed access to historical data, so the model is directionally right but not absolute.","2026-06-14T21:39:59Z","v6","pass_c_sonar_v1","8.50","true"
"1998-advertising-on-the-internet-leveraging-the-virtual-3972d6-OBS-002","1998-advertising-on-the-internet-leveraging-the-virtual-3972d6","sonar-reasoning-pro","0","3","The fragment '$5.1 billion' lacks essential context such as what metric it refers to (e.g., annual online ad spend, e-commerce revenue), which geography, and what time frame or forecast horizon, so it cannot be mapped reliably to subsequent market outcomes. By the 2000s and 2010s, both U.S. and global internet advertising revenues grew from single-digit billions into the hundreds of billions annually, but without knowing whether $5.1 billion was a historical estimate or a forward-looking prediction for a specific year, its prescience cannot be meaningfully assessed.","2026-06-14T21:40:05Z","v6","pass_c_sonar_v1","6.13","true"
"aberdeen-1996-hp-praesidium-family-OBS-011","aberdeen-1996-hp-praesidium-family","sonar-reasoning-pro","5","3","By the early 2000s, SET had effectively died as a commercial payment protocol, while SSL/TLS became the de facto standard for securing web traffic, including almost all browser-based card payments, and remained so through TLS 1.2 and 1.3 in the 2010s and 2020s. Visa’s 3-D Secure (e.g., Verified by Visa) launched around 2001 and evolved into 3-D Secure 2.x, becoming a core global mechanism for cardholder authentication in card‑not‑present transactions, especially under regimes like PSD2 Strong Customer Authentication. In retrospect, the market clearly favored flexible, general-purpose transport security frameworks like SSL/TLS over specialized, heavyweight schemes like SET, matching Aberdeen’s implied judgment that SET’s design would fail while more adaptable crypto frameworks would underpin online payments.","2026-06-14T21:40:16Z","v6","pass_c_sonar_v1","11.11","true"
"1991-encore-and-metadata-47f414-OBS-004","1991-encore-and-metadata-47f414","sonar-reasoning-pro","0","3","The 'claim' is only the single word 'Reliability', which functions as a factor label or heading rather than a concrete, testable prediction or characterization. While reliability did remain a central requirement for financial services IT—from Tandem/NonStop and IBM mainframes in the 1990s to clustered Unix/Windows servers and cloud high‑availability architectures in the 2000s and 2010s—there is no specific assertion here about direction, magnitude, or competitive impact that can be judged against subsequent history. Because it is too vague to map to later developments in a falsifiable way, it cannot be meaningfully scored for prescience.","2026-06-14T21:40:21Z","v6","pass_c_sonar_v1","4.20","true"
"aberdeen-1995-novell-predicament-OBS-022","aberdeen-1995-novell-predicament","sonar-reasoning-pro","2","3","Novell did release NDS for NT in the late 1990s, allowing Novell Directory Services (later eDirectory) to manage some Windows NT Server resources, but NT domains and Microsoft’s own account database were never ""fully"" replaced or unified under NDS, and Windows networking remained fundamentally Microsoft-centric.[3] Microsoft, meanwhile, abandoned the OLE Directory notion and instead introduced Active Directory with Windows 2000 as its own LDAP/Kerberos-based directory, which competed with rather than natively interoperated with NDS, leaving only synchronization and bridging tools rather than the deep, built-in interoperability this claim envisioned.[3] As a result, neither side of the ""either Novell fully integrates NDS with NT or Microsoft delivers OLE Directory interoperating with NDS"" dichotomy truly materialized; instead Microsoft’s directory stack became dominant and Novell’s directory became a niche, cross-platform product.","2026-06-14T21:40:28Z","v6","pass_c_sonar_v1","7.01","true"
"aberdeen-1996-digitals-personal-workstation-new-markets-channels-OBS-015","aberdeen-1996-digitals-personal-workstation-new-markets-channels","sonar-reasoning-pro","2","3","Digital did ship Personal Workstations in 1996 using both Alpha 21164 and Intel Pentium Pro/Pentium II variants, but the multi-ISA chassis strategy did not become an enduring or influential industry model, and DEC itself was acquired by Compaq in 1998 with Alpha ultimately discontinued.[1][7] Through the 2000s the market instead standardized on commodity x86 PC and workstation platforms with CPU upgrades largely within a single ISA via sockets or vendor-specific modules, so cross-ISA daughter-card upgradability and its promised economies of scale never became a mainstream or lasting trend.","2026-06-14T21:40:35Z","v6","pass_c_sonar_v1","6.86","true"
"2002-performance-breakthroughs-the-benchmarking-fanatic-6d41fa-OBS-003","2002-performance-breakthroughs-the-benchmarking-fanatic-6d41fa","sonar-reasoning-pro","0","3","The phrase ""high-end server performance breakthrough"" is too vague to evaluate as a discrete prediction or falsifiable claim. From 2002 through the mid‑2000s there were multiple, overlapping server performance advances (e.g., IBM POWER4/5, Sun UltraSPARC III/IV, Intel Itanium 2, and rapidly improving x86 SMP systems), and without knowing which technology, vendor, architecture, or workload this refers to, it is impossible to determine whether the specific observation actually held up. As stated, it reads as a generic characterization rather than a testable forecast.","2026-06-14T21:40:41Z","v6","pass_c_sonar_v1","5.38","true"
"nti-3-pc-and-ws-1993-17d49b-OBS-003","nti-3-pc-and-ws-1993-17d49b","sonar-reasoning-pro","4","3","By the late 1990s, IT equipment and software made up roughly half of nonresidential equipment investment in the U.S., and PCs/workstations were a major component of that surge in capital spending.[7] While the exact share attributable solely to desktop PCs and workstations (versus servers and networking gear) is hard to isolate, enterprise capital budgets did shift heavily toward IT over the subsequent 5–10 years, broadly validating a forecast that desktop computing could consume on the order of 50% of capital expenditures. The timing is slightly stretched beyond the early–mid‑1990s implied by “next several years,” and the wording is ambiguous about whether buildings/structures are included, so the claim is directionally and roughly magnitude‑correct but not exact.","2026-06-14T21:41:04Z","v6","pass_c_sonar_v1","22.54","true"
"maxtor-survey-report-5-20c-0f458e-OBS-040","maxtor-survey-report-5-20c-0f458e","sonar-reasoning-pro","3","3","The observation that backup windows and restore times were major operational pain points in 2003 did remain true well into the 2010s, as evidenced by ongoing investment in incremental-forever backup, global deduplication (e.g., Data Domain), snapshots, CDP, and later VM-centric tools like Veeam specifically to shrink backup windows and speed recovery. However, the statement is largely a contemporaneous description of then-current pain rather than a forward-looking prediction, and later industry surveys frequently reported non-trivial backup job failure rates and persistent dissatisfaction with restore reliability, suggesting the implied comfort level around job success and guarantees did not generalize cleanly over time.","2026-06-14T21:41:47Z","v6","pass_c_sonar_v1","42.97","true"
"outsourcing-application-development-and--59d651-OBS-010","outsourcing-application-development-and--59d651","sonar-reasoning-pro","3","2","The 2006 finding that a substantial minority of buyers cited same–time-zone proximity as important aligns with later trends in which time-zone alignment became a key selling point for nearshore outsourcing in Latin America and Eastern Europe and for agile, high-collaboration development models. However, offshore application development to distant time zones (e.g., India and Southeast Asia) continued to grow strongly through the 2010s and 2020s, so time-zone proximity remained only one of several tradeoffs rather than a universally dominant factor. The observation was directionally consistent with later practice but mainly descriptive of a persistent consideration rather than an especially farsighted prediction.","2026-06-14T21:41:57Z","v6","pass_c_sonar_v1","9.98","true"
"dell-sap-v6-d08820-OBS-005","dell-sap-v6-d08820","sonar-reasoning-pro","0","3","The statement is a contemporaneous quantitative claim about Dell’s SAP customer count and geographic reach circa 2004, not a prediction about future adoption, technology direction, or competitive dynamics. Vendor-specific installation numbers of this granularity are not broadly documented in neutral industry histories, so the figure itself cannot be reliably validated ex post. Because it neither posits a forward-looking trend nor maps to a clearly traceable long-term pattern, it cannot be meaningfully scored for prescience under the provided rubric.","2026-06-14T21:42:03Z","v6","pass_c_sonar_v1","5.63","true"
"aberdeen-1996-live-object-caching-high-performance-OBS-014","aberdeen-1996-live-object-caching-high-performance","sonar-reasoning-pro","2","3","From late-1990s COM/CORBA and JavaBeans/EJB through .NET assemblies and OSGi, component-based architectures did improve reuse, but they did not eliminate spaghetti code; large enterprise systems still accumulated tangled dependencies and complex call graphs. While shared components technically allow one change to affect many applications, in practice this often caused breakage and ""DLL hell""-style version conflicts, leading organizations to favor stricter versioning, backward compatibility, and later service- and API-based integration instead of relying on transparent shared-object updates.","2026-06-14T21:42:09Z","v6","pass_c_sonar_v1","5.56","true"
"sequent-sap-sequen~1-7f70e4-OBS-001","sequent-sap-sequen~1-7f70e4","sonar-reasoning-pro","0","3","The 'claim' consists only of the number '800' with no stated unit, metric, or qualitative assertion, so it cannot be tied to any concrete historical outcome. 1990s SAP R/3 SD benchmarks on Sequent and other UNIX/RISC platforms produced many point-results (users, SAPS, tpmC, dialog steps/hour), but without knowing what '800' represents, there is no way to compare it against later SAP performance trends on Intel, Linux, or cloud infrastructures through the 2000s and 2010s. Because the observation is purely numeric and context-free, it does not constitute an assessable prediction or characterisation of an industry trend.","2026-06-14T21:42:14Z","v6","pass_c_sonar_v1","4.86","true"
"ibm-rs6000-midran~1-88f049-OBS-024","ibm-rs6000-midran~1-88f049","sonar-reasoning-pro","3","2","The claim correctly anticipated that there would be substantial openings for alternative data warehousing and complex DSS platforms, and indeed the late 1990s and 2000s saw growing adoption of IBM DB2, Oracle, SQL Server, and later MPP and appliance offerings (e.g., Netezza, Vertica) alongside Teradata. However, Teradata did not suffer a decisive long-term backlash in the 1990s; it remained a leading high-end data warehouse vendor for more than a decade and only began losing momentum with the rise of lower-cost appliances and then cloud data warehouses like Amazon Redshift, Google BigQuery, and Snowflake in the 2010s. Thus, while the growth of competitive DW/DSS opportunities was real, attributing this primarily to mismanagement of large Teradata customers in the mid-1990s is only partially supported by subsequent history.","2026-06-14T21:42:25Z","v6","pass_c_sonar_v1","9.77","true"
"aberdeen-1996-omnibox-interactive-broadcasting-network-OBS-013","aberdeen-1996-omnibox-interactive-broadcasting-network","sonar-reasoning-pro","0","2","This statement is essentially a point-in-time description of a specific competitor’s 1996 delivery architecture (satellite-based, with separate PC and TV usage), not a forward-looking claim about how competition or platforms would evolve. Whether that competitor was then “limited” to PC or TV separately does not map cleanly onto a falsifiable prediction about the broader market, which later evolved toward IP-based broadband, OTT streaming (e.g., Netflix), and multi-screen ecosystems in ways the sentence neither anticipates nor clearly mischaracterizes. Because it is more classification than forecast, its prescience relative to 2010–2026 outcomes cannot be meaningfully scored.","2026-06-14T21:42:36Z","v6","pass_c_sonar_v1","10.88","true"
"ibm-scm-murray2-tm-4a0fbf-OBS-007","ibm-scm-murray2-tm-4a0fbf","sonar-reasoning-pro","4","3","From the mid‑2000s onward, major analyst firms such as Gartner, IDC, and Forrester aggressively expanded country- and region-specific practices for Asia–Pacific, EMEA, and Latin America, publishing local IT spending forecasts, adoption surveys, and regional maturity models instead of relying solely on U.S.-centric baselines. Global enterprise IT and supply chain strategies increasingly depended on regionally nuanced frameworks to address divergent conditions such as China’s manufacturing ecosystems, India’s offshore services industry, and regulatory regimes like the EU’s GDPR and China’s cybersecurity and data-localization laws. However, persistent criticism that many industry narratives and frameworks remained overly U.S.-centric indicates the identified need was real and ongoing, rather than fully resolved, which supports the claim’s direction but not its complete fulfillment.","2026-06-14T21:42:45Z","v6","pass_c_sonar_v1","9.04","true"
"2002-second-generation-pdas-it-s-high-time-for-wireless-c6563f-OBS-005","2002-second-generation-pdas-it-s-high-time-for-wireless-c6563f","sonar-reasoning-pro","3","3","In the wake of the dot-com bust and 2001–2002 recession, enterprises did tighten IT budgets and subject mobile and PDA projects to stricter ROI justification, with many large organizations stalling wireless/PDA initiatives before cautiously restarting them later in 2002 and beyond.[5] PDA deployments in the mid-2000s tended to concentrate in verticals like healthcare and field service where efficiency gains could be clearly demonstrated, while broader mobile investments shifted toward smartphones (e.g., BlackBerry, then iPhone/Android), continuing the pattern of ROI-focused evaluation of handheld spending.[2][4]","2026-06-14T21:42:55Z","v6","pass_c_sonar_v1","10.02","true"
"aberdeen-1996-enterprise-data-knowledge-integrated-data-marts-OBS-006","aberdeen-1996-enterprise-data-knowledge-integrated-data-marts","sonar-reasoning-pro","4","3","From the late 1990s onward, leading data warehouse methodologies (e.g., Kimball’s dimensional modeling and later agile BI practices) explicitly centered data mart design on business processes and stakeholder information needs, validating the idea that models must reflect business drivers embedded in user behavior. In the 2000s–2010s, self-service BI platforms such as Tableau, QlikView, and Power BI, and later concepts like data products and data mesh, further reinforced that involving end users throughout design is essential for adoption and value creation. The claim was directionally very sound and became standard best practice, although it articulated a principle that many contemporaneous practitioners were already beginning to promote rather than a uniquely novel prediction.","2026-06-14T21:43:04Z","v6","pass_c_sonar_v1","8.51","true"
"ibm-scm-murray2-tm-4a0fbf-OBS-014","ibm-scm-murray2-tm-4a0fbf","sonar-reasoning-pro","0","3","This observation is essentially a logistical note about proposing a co-branded workshop and does not clearly assert any future trend, outcome, or technology direction that can be tested against subsequent history. While themes like on‑demand supply management and value in supply relationships did become important in SaaS procurement, SRM, and cloud-based supply chain platforms, the text here merely labels a session rather than making a predictive or characterizing claim about the market or technology trajectory.","2026-06-14T21:43:12Z","v6","pass_c_sonar_v1","7.42","true"
"casale-evp-5-aa8f2a-OBS-011","casale-evp-5-aa8f2a","sonar-reasoning-pro","0","3","The fragmentary claim 'Considerably less than 100 days' provides no clear subject, metric, industry context, or baseline, so it cannot be mapped to any specific historical technology or financial trend. Without knowing what is being measured (e.g., DSO, inventory days, project duration, or something else), there is no way to compare it against documented developments from 1982 through 2026. The statement is too vague to evaluate for prescience against enterprise IT or business practice history.","2026-06-14T21:43:16Z","v6","pass_c_sonar_v1","3.61","true"
"aberdeen-1996-sqa-suite-50-automated-testing-OBS-019","aberdeen-1996-sqa-suite-50-automated-testing","sonar-reasoning-pro","4","3","From the early 2000s onward, Agile methods, test-driven development, and continuous integration/continuous delivery made integrated, ongoing testing a standard practice, with tools such as JUnit, Selenium, Jenkins, and later GitHub Actions and GitLab CI embedding automated tests directly into the development pipeline. High-profile software failures like Healthcare.gov’s 2013 launch and the 2012 Knight Capital trading glitch have been widely analyzed as cases where inadequate or poorly integrated testing contributed to cost overruns, delays, and severe defects. The claim was directionally very accurate and became mainstream practice, though it was more a strong articulation of emerging best practice than a uniquely foresighted prediction.","2026-06-14T21:43:28Z","v6","pass_c_sonar_v1","11.72","true"
"ibmtpc92-c32789-obs-009","ibmtpc92-c32789","sonar-reasoning-pro","0","3","The underlying claim text is missing, so there is no concrete statement or prediction to compare against subsequent industry developments. Without knowing what was asserted about TPC benchmarks, IBM, or transaction processing performance, it is impossible to evaluate whether later history confirmed or contradicted it. As a result, the observation cannot be scored for prescience.","2026-06-14T21:43:32Z","v6","pass_c_sonar_v1","3.34","true"
"aberdeen-1996-data-general-corporation-OBS-001","aberdeen-1996-data-general-corporation","sonar-reasoning-pro","0","3","This observation is simply a point estimate of Data General's then-current revenue scale, not a forward-looking prediction or trend, so there is no prescience to evaluate. Within a few years Data General was acquired by EMC in 1999 and disappeared as an independent systems vendor, as the minicomputer market collapsed and the company shifted toward storage systems.[2][3]","2026-06-14T21:43:41Z","v6","pass_c_sonar_v1","8.76","true"
"aberdeen-1996-hp-vectra-xw-personal-workstation-OBS-016","aberdeen-1996-hp-vectra-xw-personal-workstation","sonar-reasoning-pro","4","3","From the early 2000s through at least the mid‑2010s, HP was one of Microsoft’s most important OEM and server partners, especially after the Compaq acquisition made HP the leading Windows/ProLiant server vendor and a major Windows desktop and notebook channel. HP increasingly played the role of platform supplier and systems integrator via HP Services and, later, EDS/HP Enterprise Services and HPE, while Microsoft remained primarily a software and cloud services company despite limited forays into hardware and consulting. The only mismatch is that the HP‑UX vs. Windows NT competitive dynamic faded as HP‑UX became a shrinking Unix niche on PA‑RISC/Itanium, so the ongoing “competition” aspect was less central than the durable channel-and-role differentiation the claim describes.","2026-06-14T21:43:49Z","v6","pass_c_sonar_v1","8.33","true"
"1998-industry-dynamics-in-u-s-it-usage-and-spending-199-26aed6-OBS-004","1998-industry-dynamics-in-u-s-it-usage-and-spending-199-26aed6","sonar-reasoning-pro","0","3","This statement only describes the data-collection methods (phone, fax, and Internet) and timing of the survey in autumn 1998, without making any prediction or generalized claim about future IT usage or spending. Because it is purely methodological and time-specific, later developments from 1998–2026 do not provide a basis to evaluate it for prescience under the given rubric.","2026-06-14T21:43:54Z","v6","pass_c_sonar_v1","4.59","true"
"aberdeen-1996-ibm-aix-4-not-your-fathers-325-OBS-006","aberdeen-1996-ibm-aix-4-not-your-fathers-325","sonar-reasoning-pro","4","2","AIX 4’s VRMF scheme (Version/Release/Modification/Fix) underpinned IBM’s long‑term packaging and patching model, and later AIX releases (5L, 6, 7.x) continued to use similarly structured, modular update mechanisms for filesets and maintenance levels, indicating that the architecture did in fact support ongoing modular upgrades; this point is supported by IBM’s own continuity of AIX release/versioning through AIX 7.1 and beyond.[5] AIX itself remained a production‑grade enterprise UNIX OS for decades, running on IBM POWER servers and continuing to support critical workloads worldwide into the 2010s and 2020s, even as the overall UNIX market shrank relative to Linux and Windows.[2][4][8] The only caveat is that while AIX stayed important in its niche, it did not become the dominant general‑purpose enterprise OS of the future, so the claim’s implication about broad centrality slightly overstates its eventual role.","2026-06-14T21:44:18Z","v6","pass_c_sonar_v1","23.36","true"
"oracle-appsworld-insight-edit-4-813c2e-OBS-004","oracle-appsworld-insight-edit-4-813c2e","sonar-reasoning-pro","3","2","The claim reflects an early recognition of the move from purely periodic (monthly/quarterly) financial closes toward faster, near–real-time or ‘virtual’ close capabilities in ERP suites, a pattern that later became mainstream with Oracle Fusion/Cloud ERP, SAP S/4HANA, and continuous accounting tools in the 2010s and 2020s. However, daily or virtual close never became a universal operational norm, and Lawson’s early lead in this specific feature did not translate into lasting market influence, as Lawson was absorbed into Infor and overshadowed by larger ERP vendors’ platforms. The observation is therefore partly prescient about the direction of financial process automation but overstates the long-term centrality of this specific capability and Lawson’s first-mover position.","2026-06-14T21:44:29Z","v6","pass_c_sonar_v1","10.97","true"
"sun-as400-main-report-2002-c37e2a-OBS-035","sun-as400-main-report-2002-c37e2a","sonar-reasoning-pro","2","3","While many AS/400 (later IBM i) customers did increasingly deploy new web and edge applications on non-IBM platforms after 2002, they overwhelmingly favored x86/Windows, Linux, and later public cloud rather than Sun hardware and Solaris. Sun’s server business went into long-term decline and the company was acquired by Oracle in 2010, with SPARC/Solaris becoming a niche, whereas IBM i remained actively developed and is still used by tens of thousands of companies into the mid‑2020s, with ongoing modernization and even some new application development on the platform.[5][1][6]","2026-06-14T21:45:13Z","v6","pass_c_sonar_v1","43.05","true"
"sequent-592620-OBS-029","sequent-592620","sonar-reasoning-pro","4","3","Flagging Data General’s financial problems and customer concern about them in 1994 proved directionally accurate: the company struggled to regain momentum in minicomputers and UNIX servers through the mid‑1990s and never re-established a strong growth trajectory. Data General was acquired by EMC in 1999, its server business was effectively sunset over time, and only its CLARiiON storage line survived under the acquirer, validating that customers’ worries about vendor viability were well founded. The claim is more a contemporary risk identification than a forward prediction, but it correctly highlighted a key long-term risk that did materialize.","2026-06-14T21:45:20Z","v6","pass_c_sonar_v1","7.33","true"
"sap-r-3-on-wintel-servers-712986-OBS-018","sap-r-3-on-wintel-servers-712986","sonar-reasoning-pro","4","3","The claim that a ""Goliath"" premium product would move down the food chain into the mid‑range market broadly matches SAP’s subsequent strategy: R/3’s client–server architecture and later Windows/Intel support greatly broadened its accessibility and adoption beyond only the very largest mainframe customers.[5][6][7] Over the 2000s SAP systematically targeted the mid‑market with lighter, lower‑TCO offerings (e.g., SAP Business One and All‑in-One) built on the same brand and functional heritage as its high‑end suite, even though SAP solutions generally remained premium‑priced versus many mid‑market competitors; thus the direction of movement was prescient, but the extent of true mid‑range price repositioning was more limited than the phrasing implies.","2026-06-14T21:45:43Z","v6","pass_c_sonar_v1","22.37","true"
"sun-as400-main-report-2002-c37e2a-OBS-011","sun-as400-main-report-2002-c37e2a","sonar-reasoning-pro","4","2","From the early 2000s onward, the AS/400 line (rebranded as iSeries, System i, and then IBM i on Power) retained a reputation for high acquisition and upgrade costs relative to commodity x86/Linux and Windows servers, even as it delivered strong reliability and integrated tooling. IBM emphasized lower total cost of ownership and business value rather than low list prices, while customers frequently cited steep software tiering, maintenance, and processor-activation charges as pain points when upgrading. As a result, the platform remained a premium-priced, niche midrange system and gradually lost share to cheaper alternatives, so the competitive characterization of it as premium-priced—especially on upgrades—held directionally true over time.","2026-06-14T21:45:53Z","v6","pass_c_sonar_v1","9.87","true"
"1998-enterprise-application-integration-advanced-techno-71496c-OBS-008","1998-enterprise-application-integration-advanced-techno-71496c","sonar-reasoning-pro","4","3","From the early 2000s onward, EAI and its successors (ESB, SOA, and later API/iPaaS platforms) were explicitly adopted to rationalize and connect heterogeneous application portfolios, letting enterprises integrate ERP, CRM, legacy, and SaaS systems into more coherent application landscapes.[7][9] In supply chains, EAI-style integration became foundational for multi-enterprise planning and execution by linking ERP with SCM suites, logistics providers, and partner systems, enabling real-time data sharing, process orchestration, and more responsive planning and fulfillment.[5][7] The claim is directionally accurate and reflected in mainstream practice, but it is framed at a very high level, so it is more generally correct than specifically or uniquely insightful.","2026-06-14T21:46:02Z","v6","pass_c_sonar_v1","8.27","true"
"1999-crm-professional-services-rpt-96bf13-OBS-013","1999-crm-professional-services-rpt-96bf13","sonar-reasoning-pro","4","3","By the mid-2000s and especially the 2010s, the dominant CRM services providers were global systems integrators and consultancies (Accenture, IBM Global Services, Deloitte, Capgemini, PwC) offering multidisciplinary teams that combined strategy, process redesign, technology implementation, analytics, and change management around platforms like Siebel, SAP CRM, Oracle CRM, and later Salesforce and Microsoft Dynamics. CRM projects increasingly shifted from point technology deployments to broader customer experience and digital transformation programs, with CRM as a core pillar of enterprise-wide business transformation agendas. The claim is somewhat descriptive of late-1990s leaders already, but it correctly captures the strategic trajectory of CRM professional services over the next two decades.","2026-06-14T21:46:10Z","v6","pass_c_sonar_v1","8.34","true"
"2003-intel-consumer-lt-10-5-8c346e-OBS-028","2003-intel-consumer-lt-10-5-8c346e","sonar-reasoning-pro","0","3","The only content of the observation’s claim is the word ""confirmed,"" which does not specify any particular prediction, technology trajectory, or market outcome. Because there is no substantive statement to compare against the documented evolution of trusted computing, consumer PC security, or Intel LaGrande/TPM adoption, its prescience cannot be meaningfully evaluated. I therefore conservatively assign a score of 0 due to the claim’s vagueness rather than any historical contradiction.","2026-06-14T21:46:19Z","v6","pass_c_sonar_v1","8.69","true"
"aberdeen-1996-hp-3000-increasing-customers-successes-OBS-004","aberdeen-1996-hp-3000-increasing-customers-successes","sonar-reasoning-pro","0","2","The fragmentary claim ""65% of enterprise customer base"" does not specify what is being measured (e.g., share of HP’s installed enterprise systems, loyalty, growth, or a vertical segment), so it cannot meaningfully be evaluated against later outcomes. While the HP 3000 did maintain a notably loyal niche following into the 2000s, HP announced the platform’s end-of-life in 2001 and ended vendor support by 2010, with most enterprises migrating to HP-UX, Windows, or Linux systems, but this history does not allow a clear test of the specific 65% figure or its implied trend. Because the scope and intent of the metric are unclear, its prescience relative to 2010–2026 cannot be reliably assessed.","2026-06-14T21:46:25Z","v6","pass_c_sonar_v1","5.60","true"
"decision-maker-erp-services-805ce8-OBS-010","decision-maker-erp-services-805ce8","sonar-reasoning-pro","5","3","From the late 1990s through the 2020s, ERP vendors and systems integrators consistently organized their offerings around implementation/deployment services as a primary professional services line item, often generating services revenue that equaled or exceeded license or subscription revenue for large SAP and Oracle rollouts. Even with the shift to SaaS ERP such as NetSuite, Workday, and Microsoft Dynamics 365, deployment—covering configuration, data migration, integration, and phased rollout—remained a core services category in analyst taxonomies and SI portfolios, confirming the framing of deployment services as central rather than peripheral. The claim accurately captured a structural feature of the ERP ecosystem that persisted across on‑premises and cloud eras.","2026-06-14T21:46:34Z","v6","pass_c_sonar_v1","8.90","true"
"auditor-report-4-43ad9b-OBS-005","auditor-report-4-43ad9b","sonar-reasoning-pro","0","2","The statement is a point-in-time benchmark of SunriseXA 3.3 response times and transaction volume, not a prediction about future technology direction or market evolution. Subsequent history of Eclipsys and its Sunrise suite—culminating in Eclipsys’ acquisition by Allscripts in 2010 and ongoing evolution of EHR performance expectations—does not meaningfully validate or falsify this specific 2004 micro-benchmark.[5][6] As a result, there is no clear way to judge its prescience relative to broader 2010–2026 enterprise IT trends.","2026-06-14T21:46:41Z","v6","pass_c_sonar_v1","6.41","true"
"aberdeen-1996-digital-leading-nt-across-enterprise-charge-OBS-005","aberdeen-1996-digital-leading-nt-across-enterprise-charge","sonar-reasoning-pro","0","2","This is a narrow, point-in-time quantitative claim about the size of the Alpha/NT and Alpha client/server application catalog in 1996, not an explicit or implicit forward-looking prediction about market direction or long-term ecosystem strength. While it is consistent with DEC’s mid‑1990s marketing that Alpha supported a substantial but niche portfolio of client/server and Windows NT applications, I do not have reliable, independently documented figures to validate the specific 1,400+ and 300 application counts. Because prescience scoring depends on how a prediction ages rather than on the accuracy of contemporaneous inventory numbers, this observation cannot be meaningfully assessed for prescience.","2026-06-14T21:46:50Z","v6","pass_c_sonar_v1","8.95","true"
"1999-managing-customers-with-next-generation-software-a-a5adc4-OBS-018","1999-managing-customers-with-next-generation-software-a-a5adc4","sonar-reasoning-pro","3","2","By flagging “managing indirect sales channels and partners” as a distinct concern in 1999 CRM/CS applications, Aberdeen aligned with the subsequent rise of partner relationship management (PRM), channel automation, and partner portals from vendors like Salesforce, Oracle, and SAP in the 2000s and 2010s. Over 2005–2025, indirect channels became central to go‑to‑market for major technology firms (e.g., Microsoft Partner Network, AWS Partner Network, cloud marketplaces), and managing partners through integrated CRM/PRM tooling is now standard practice. However, the observation is extremely high-level and makes no specific claims about how this would evolve, so while directionally accurate, its prescience is limited by vagueness.","2026-06-14T21:46:59Z","v6","pass_c_sonar_v1","8.25","true"
