"study_id","old_prescience","new_prescience","n_total_obs","n_prefilter","n_used","mean","distribution","new_rationale"
"dtp-204q04-20-20services-20procurement-20eu-20080504a-77956a","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"e-learning-fd5d01","[DEFERRED]","medium","12","2","10","2.1000","4x0, 1x2, 2x3, 2x4, 1x5","Pass C cloud rollup (rule A, mean=2.10 over 10 obs; distribution: 4x0, 1x2, 2x3, 2x4, 1x5). 2 additional obs were prefiltered as non-forward-looking."
"e-recruitmentabridgedtoc-57b416","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"e-sourcingfulltoc-ff36c8","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"eai-toc-1059fc","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"ebi-spendingtoc-a6bf6a","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"edocssnapshot-8a34df","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"ee-2005-cio-research-agenda-091505a-4c85cf","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"ee-2005-cio-research-agenda-112904a-b214ce","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"ee-204q04-20-20employee-20performance-20mgmt-20072804a-42f62d","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"ee-204q04-20-20employee-20performance-20mgmt-20100804a-7a5850","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"ee-204q04-20-20it-20budget-20realities-20102804a-c7aaed","[DEFERRED]","high","2","1","1","4.0000","1x4","Pass C cloud rollup (rule A, mean=4.00 over 1 obs; distribution: 1x4). 1 additional obs were prefiltered as non-forward-looking."
"ee-4q04-20-security-spend-mgmt101504a-71e631","[DEFERRED]","low","3","1","2","0.0000","2x0","Pass C cloud rollup (rule A, mean=0.00 over 2 obs; distribution: 2x0). 1 additional obs were prefiltered as non-forward-looking."
"ee-4q04-cio-agenda-2005-110504a-cabbdc","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"eiitoc-742f80","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"eimtoc-71da8d","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"emabestpracticestoc-1fb7cd","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"emagia2-922390","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"emailmarketing-8a22e9","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"endpointdp-bg-3717-8ecfb0","[DEFERRED]","low","107","37","70","1.6429","36x0, 3x2, 16x3, 14x4, 1x5","Pass C cloud rollup (rule A, mean=1.64 over 70 obs; distribution: 36x0, 3x2, 16x3, 14x4, 1x5). 37 additional obs were prefiltered as non-forward-looking."
"erp-snapshot-7d2836","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"esourcing-a513ee","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"etm2003toc-86edb4","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"eurowiress-13e05b","[DEFERRED]","medium","11","1","10","2.0000","4x0, 3x2, 1x4, 2x5","Pass C cloud rollup (rule A, mean=2.00 over 10 obs; distribution: 4x0, 3x2, 1x4, 2x5). 1 additional obs were prefiltered as non-forward-looking."
"examensnapshot-cf83e1","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"f-204q04-20-20demand-20mgmt-20072104a-ab2040","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"f-4q04-mfg-perfmgmt102904a-5126bc","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"f-4q04-midsize-fulfillment102904a-9b4725","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"f-4q04-supply-chain-inventory-strategies102704a-a3921d","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"f-4q05-bp-intl-logistics-081905a-31c05c","[DEFERRED]","medium","2","1","1","2.0000","1x2","Pass C cloud rollup (rule A, mean=2.00 over 1 obs; distribution: 1x2). 1 additional obs were prefiltered as non-forward-looking."
"f-4q05-rfid-slick-jf091405a-ab5754","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"fdic-washington-cs-1995-e3de67","[DEFERRED]","medium","3","0","3","3.0000","1x2, 1x3, 1x4","Pass C cloud rollup (rule A, mean=3.00 over 3 obs; distribution: 1x2, 1x3, 1x4). 0 additional obs were prefiltered as non-forward-looking."
"firstwavesnapshot-506187","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"fsmwebtoc-e69049","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"fulfillment-202005-20research-20agenda-20122704a-b04c64","[DEFERRED]","low","5","0","5","0.6000","4x0, 1x3","Pass C cloud rollup (rule A, mean=0.60 over 5 obs; distribution: 4x0, 1x3). 0 additional obs were prefiltered as non-forward-looking."
"fvcm-2d867b","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"fvcmwebtoc-5f0032","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"generationgap-c89824","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"grandopening092004f-a944eb","[DEFERRED]","low","3","0","3","1.6667","1x0, 1x2, 1x3","Pass C cloud rollup (rule A, mean=1.67 over 3 obs; distribution: 1x0, 1x2, 1x3). 0 additional obs were prefiltered as non-forward-looking."
"gsm-researchagenda-48cbc9","[DEFERRED]","low","8","0","8","0.0000","8x0","Pass C cloud rollup (rule A, mean=0.00 over 8 obs; distribution: 8x0). 0 additional obs were prefiltered as non-forward-looking."
"gtnexussnapshot-16ab54","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"handhelds-3ee4af","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"hcm-toc-9ec0bd","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"homenetworking-toc-0443b2","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"hosting-20services-toc-d1e361","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"iaa-7f9ede","[DEFERRED]","low","6","3","3","1.3333","2x0, 1x4","Pass C cloud rollup (rule A, mean=1.33 over 3 obs; distribution: 2x0, 1x4). 3 additional obs were prefiltered as non-forward-looking."
"ibm-emcinsight-b4bde1","[DEFERRED]","medium","3","2","1","3.0000","1x3","Pass C cloud rollup (rule A, mean=3.00 over 1 obs; distribution: 1x3). 2 additional obs were prefiltered as non-forward-looking."
"ibmrep-toc-9d0086","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"ibpp-toc-6e2fc5","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"ilmprimerwpa-fd53e8","[DEFERRED]","not-applicable","2","2","0","","","Pass C found no scorable forward-looking observations after prefilter (2 of 2 obs marked non-forward-looking; 0 sent to scorer)."
"information-83dd9d","[DEFERRED]","low","5","0","5","0.0000","5x0","Pass C cloud rollup (rule A, mean=0.00 over 5 obs; distribution: 5x0). 0 additional obs were prefiltered as non-forward-looking."
"infrastructure-speech-7f6c5b","[DEFERRED]","high","3","0","3","4.3333","2x4, 1x5","Pass C cloud rollup (rule A, mean=4.33 over 3 obs; distribution: 2x4, 1x5). 0 additional obs were prefiltered as non-forward-looking."
"integratedopticstoc-4b3a46","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"intelitanium-toc-8308d0","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"it-spending2003toc-be8f60","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"itoutsourcingtoc-18f459","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"itspending-236a9a","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"junenews-fc15cc","[DEFERRED]","not-applicable","2","2","0","","","Pass C found no scorable forward-looking observations after prefilter (2 of 2 obs marked non-forward-looking; 0 sent to scorer)."
"linuxweb-toc-0a59c7","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"lovebug-00ded3","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"lrmrptwebtoc-1f7efa","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"lrmtechnologytoc-fbce1d","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"lumetasnapshot-6233db","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"m-commerce-20-20toc-2bfda1","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"ma-e2open-be-2484-31191f","[DEFERRED]","medium","2","1","1","3.0000","1x3","Pass C cloud rollup (rule A, mean=3.00 over 1 obs; distribution: 1x3). 1 additional obs were prefiltered as non-forward-looking."
"ma-oraclebuysprofitlogic-pr-446851","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"ma-procuri-cmsi-tm-642bb1","[DEFERRED]","medium","4","0","4","3.0000","1x0, 3x4","Pass C cloud rollup (rule A, mean=3.00 over 4 obs; distribution: 1x0, 3x4). 0 additional obs were prefiltered as non-forward-looking."
"ma-smartops-be-2180-c1877c","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"manufacturing-snapshot-c7bf80","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"maynews-888c65","[DEFERRED]","low","6","2","4","1.0000","3x0, 1x4","Pass C cloud rollup (rule A, mean=1.00 over 4 obs; distribution: 3x0, 1x4). 2 additional obs were prefiltered as non-forward-looking."
"mcmwebtoc-09fe7d","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"mfg-05-06-manufacturingagenda-080305b-fa62f7","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"mgddelivery2003abridged-267561","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"mid-marketreporttoc-6fc1a9","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"midlinestoragewp-7f30e3","[DEFERRED]","medium","13","3","10","2.4000","4x0, 6x4","Pass C cloud rollup (rule A, mean=2.40 over 10 obs; distribution: 4x0, 6x4). 3 additional obs were prefiltered as non-forward-looking."
"mobiledatatoc-5b5e85","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"mobilemiddlewareabridgedtoc-80c331","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"mobility-management-jb-3822-93c2b3","[DEFERRED]","low","57","10","47","1.4255","26x0, 1x1, 2x2, 11x3, 6x4, 1x5","Pass C cloud rollup (rule A, mean=1.43 over 47 obs; distribution: 26x0, 1x1, 2x2, 11x3, 6x4, 1x5). 10 additional obs were prefiltered as non-forward-looking."
"mto-2005-sell-side-research-20agenda-110404a-a86bae","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"mto-204q04-20-20proactive-20service-20102804a-3388b9","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"mto-204q05-20-20business-20benefits-20auto-20replenishment-11e73c","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"mto-retail-2005-research-agenda-011105a-10c644","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"netmarket-toc-a7bfa2","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"netmarketliquidity-toc-fb9fbc","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"nt2000-41a391","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"nt2000-data-a2adf2","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"optical-electronicreport-toc-0a3155","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"opticalnetworking-1695aa","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"oracle-431364","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"oracle-wp-prod-15ac4a","[DEFERRED]","low","16","2","14","0.7857","11x0, 1x3, 2x4","Pass C cloud rollup (rule A, mean=0.79 over 14 obs; distribution: 11x0, 1x3, 2x4). 2 additional obs were prefiltered as non-forward-looking."
"osbptoc9-23-fd5f9a","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"ourpromise-5b66af","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"p2scrm99-execsum-27132c","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"plm-market-sizing-toc-12e77f","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"poolsofstoragewp-3a0151","[DEFERRED]","low","12","3","9","1.2222","6x0, 1x3, 2x4","Pass C cloud rollup (rule A, mean=1.22 over 9 obs; distribution: 6x0, 1x3, 2x4). 3 additional obs were prefiltered as non-forward-looking."
"procuri-d9365c","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"product-innovation-snapshot-e17d47","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"psa2001surveyreporttoc-971ee5","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"pscrm99-execsum-d07d3b","[DEFERRED]","low","1","0","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 0 additional obs were prefiltered as non-forward-looking."
"pss-204q04-20-20nextgen-20post-sales-20service-20083004a-fcd311","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"q06-inogovernance-aa-7fd9ff","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"q106-appsonnetwork-pk-e3ee37","[DEFERRED]","low","2","1","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 1 additional obs were prefiltered as non-forward-looking."
"q106-gsm-dirmatbmq06-collateral-312afd","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"q106-ilmvaluation-ittobusiness-ff17e7","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"q106-morevalueentapps-pk-138485","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"q106-pointofserviceselectionoverview-9f7550","[DEFERRED]","low","2","1","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 1 additional obs were prefiltered as non-forward-looking."
"q106-smmidplm-overview-f25f0e","[DEFERRED]","high","2","1","1","4.0000","1x4","Pass C cloud rollup (rule A, mean=4.00 over 1 obs; distribution: 1x4). 1 additional obs were prefiltered as non-forward-looking."
"q106-sro-ssr-overview-e17408","[DEFERRED]","low","2","1","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 1 additional obs were prefiltered as non-forward-looking."
"q106-svcnetopt-overview-cb1664","[DEFERRED]","medium","2","1","1","3.0000","1x3","Pass C cloud rollup (rule A, mean=3.00 over 1 obs; distribution: 1x3). 1 additional obs were prefiltered as non-forward-looking."
"q106-www-20slick-jfprovia-aecdb8","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"q107-secure-records-mgmt-aa-3425f8","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"q206-bisurvey-pr-9ea4ac","[DEFERRED]","high","3","1","2","4.5000","1x4, 1x5","Pass C cloud rollup (rule A, mean=4.50 over 2 obs; distribution: 1x4, 1x5). 1 additional obs were prefiltered as non-forward-looking."
"q206-cardsresearchpreview-0ba635","[DEFERRED]","low","2","1","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 1 additional obs were prefiltered as non-forward-looking."
"q206-croagenda-sq-27e043","[DEFERRED]","low","2","1","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 1 additional obs were prefiltered as non-forward-looking."
"q206-custdatamgmt-cir-la-5060b3","[DEFERRED]","medium","2","1","1","2.0000","1x2","Pass C cloud rollup (rule A, mean=2.00 over 1 obs; distribution: 1x2). 1 additional obs were prefiltered as non-forward-looking."
"q206-dataprotection-aa-953b4c","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"q206-esb-psk-a58802","[DEFERRED]","high","2","1","1","4.0000","1x4","Pass C cloud rollup (rule A, mean=4.00 over 1 obs; distribution: 1x4). 1 additional obs were prefiltered as non-forward-looking."
"q206-integrating-20datacenter-pk-671089","[DEFERRED]","low","2","1","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 1 additional obs were prefiltered as non-forward-looking."
"q206-ir-p2-20-b2c34d","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"q206-mechatronics-cj-959c35","[DEFERRED]","low","2","1","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 1 additional obs were prefiltered as non-forward-looking."
"q206-productlife-collaboration-jmb-b34616","[DEFERRED]","low","3","1","2","0.0000","2x0","Pass C cloud rollup (rule A, mean=0.00 over 2 obs; distribution: 2x0). 1 additional obs were prefiltered as non-forward-looking."
"q206-profservicesilm-aa-4bd87d","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"q206-retailwfm-gb-e031a9","[DEFERRED]","high","3","1","2","4.5000","1x4, 1x5","Pass C cloud rollup (rule A, mean=4.50 over 2 obs; distribution: 1x4, 1x5). 1 additional obs were prefiltered as non-forward-looking."
"q206-tasslick-29cfd2","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"q306-iscsipov-sl-5ab9c3","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"q306-portfoliomgt-jmb-12b2c0","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"q306-precisionmktpreview-cir-la-913b23","[DEFERRED]","low","2","1","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 1 additional obs were prefiltered as non-forward-looking."
"q306-soalegacy-psk-ef497b","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"q406-admoutsourcing-rs-1f9266","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"q406-elearning-grc-aa-6e7359","[DEFERRED]","not-applicable","1","1","0","","","Pass C found no scorable forward-looking observations after prefilter (1 of 1 obs marked non-forward-looking; 0 sent to scorer)."
"q406-endpointdp-f5242d","[DEFERRED]","low","4","0","4","0.0000","4x0","Pass C cloud rollup (rule A, mean=0.00 over 4 obs; distribution: 4x0). 0 additional obs were prefiltered as non-forward-looking."
"q406-endpointnac-66d658","[DEFERRED]","medium","4","0","4","2.5000","1x0, 2x3, 1x4","Pass C cloud rollup (rule A, mean=2.50 over 4 obs; distribution: 1x0, 2x3, 1x4). 0 additional obs were prefiltered as non-forward-looking."
"q406-lmsresearchpreview-7f127b","[DEFERRED]","low","2","1","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 1 additional obs were prefiltered as non-forward-looking."
"q406-precisionmktpreview-ci-49ecab","[DEFERRED]","low","2","1","1","0.0000","1x0","Pass C cloud rollup (rule A, mean=0.00 over 1 obs; distribution: 1x0). 1 additional obs were prefiltered as non-forward-looking."
