"code_id","code_type","label","definition"
"document-signature","methodology","Document Signature","Study-specific code: document-signature"
"document-structure","observation_type","Document Structure","Study-specific code: document-structure"
"dops_definition","observation_type","Dops_Definition","Study-specific code: dops_definition"
"dops_year","observation_type","Dops_Year","Study-specific code: dops_year"
"dors-criteria","obs_type","DORS Evaluation Criteria","Aberdeen's criteria framework for evaluating distributed open RDBMS products"
"dot","methodology_code","Dot","Distributed Object Technology"
"downsizing_definition","observation_type","Downsizing_Definition","Study-specific code: downsizing_definition"
"dr","methodology","Dr","Study-specific code: DR"
"dss","technology-category","Decision Support System","Large-scale analytical/reporting database workloads."
"dw","methodology_code","Dw","Data Warehousing analytical context"
"e_commerce_framing","observation_type","E_Commerce_Framing","Study-specific code: e_commerce_framing"
"ea","methodology","Ea","Study-specific code: EA"
"ec","methodology_code","Ec","Electronic Commerce analytical framework"
"ecosystem","obs_type","Ecosystem/Partnership","Description of partner products or ecosystem integrations"
"edi","methodology_code","Edi","Electronic Data Interchange legacy systems context"
"editorial","obs_type","Editorial Opinion","Analyst opinion or interpretive statement not directly sourced from vendor"
"editorial-assessment","methodology","Editorial Assessment","Study-specific code: editorial-assessment"
"editorial-opinion","methodology","Editorial Opinion","Study-specific code: editorial-opinion"
"editorial-policy","observation_type","Editorial Policy","Study-specific code: editorial-policy"
"editorial-prediction","methodology","Editorial Prediction","Study-specific code: editorial-prediction"
"educational-format","observation_type","Educational Format","Study-specific code: educational-format"
"email-server","tech_category","Email Server","Server software providing email messaging and collaboration services"
"emerging","lifecycle","Emerging","Technology was new and growing rapidly at time of study; limited market penetration"
"employer-record","observation_type","Employer Record","Study-specific code: employer-record"
"employer-record-inference","methodology","Employer Record Inference","Study-specific code: employer-record-inference"
"end-of-life","lifecycle_status","End of Life","Product no longer receiving vendor support or security updates"
"end-user","entity_type","End User","Organization that purchases and uses technology products"
"end-user-interviews","methodology","End User Interviews","Data gathered through interviews with end-user customers"
"engagement-model","observation_type","Engagement Model","Study-specific code: engagement-model"
"engagement-scope","observation_type","Engagement Scope","Study-specific code: engagement-scope"
"engagement-structure","observation_type","Engagement Structure","Study-specific code: engagement-structure"
"engagement-types","observation_type","Engagement Types","Study-specific code: engagement-types"
"engineering-data-from-dec","methodology","Engineering Data From Dec","Study-specific code: engineering-data-from-DEC"
"engineering-diagram","methodology","Engineering Diagram","Study-specific code: engineering-diagram"
"engineering-discussion","methodology","Engineering Discussion","Study-specific code: engineering-discussion"
"ent-001","entity_type","company","A for-profit commercial organization"
"ent-002","entity_type","research-firm","An organization providing market research, technology analysis, or consulting services"
"ent-003","entity_type","person","An individual human referenced in the study"
"enterprise-computing-erp","domain","Enterprise Computing - ERP","Enterprise resource planning and midrange commercial computing"
"enterprise-infrastructure","domain","Enterprise Infrastructure","Aberdeen Group concept: shared middleware foundation enabling location-independent distributed computing across all enterprise applications"
"enterprise-suite","tech_category","Enterprise Suite","Integrated multi-module enterprise application platform"
"entity-classification","observation_type","Entity Classification","Study-specific code: entity-classification"
"eo","methodology","Eo","Study-specific code: EO"
"erp-suite","tech_category","ERP Suite","Enterprise resource planning application suite"
"est","methodology","Estimated/Projected","Estimated or projected value based on trend analysis, market research, or forecasting models"
"estimated","methodology_code","Estimated","Methodology: Estimated from available data; not directly stated"
"etl","methodology_code","Etl","Extract Transform Load data integration paradigm"
"evangelization-channels","observation_type","Evangelization Channels","Study-specific code: evangelization-channels"
"evangelization-target","observation_type","Evangelization Target","Study-specific code: evangelization-target"
"event-coverage","methodology","Event Coverage","Study-specific code: event-coverage"
"event-driven-java","technology_type","Event-Driven Java Platform","Java-based software architecture using event-driven model for real-time network element coordination"
"event-program","observation_type","Event Program","Study-specific code: event-program"
"evidence-example","observation_type","Evidence example","Pointer to an exemplar source observation from the inventory."
"evolved","current_status","Evolved","Technology has transformed into or been succeeded by modern equivalent"
"executive-commentary","methodology","Executive Commentary","Study-specific code: executive-commentary"
"executive-quote","methodology","Executive Quote","Study-specific code: executive-quote"
"executive-statement","methodology","Executive Statement","Study-specific code: executive-statement"
"existing-market-approach","observation_type","Existing Market Approach","Study-specific code: existing-market-approach"
"expert-analysis","methodology","Expert Analysis","Study-specific code: expert-analysis"
"expert-assessment","methodology_code","Expert Assessment","Aberdeen analyst assessment based on product review and industry knowledge"
"expert-citation","methodology","Expert Citation","Study-specific code: expert-citation"
"expert-commentary","methodology","Expert Commentary","Study-specific code: expert-commentary"
"expert-forecast","methodology_code","Expert Forecast","Forward-looking prediction made by Aberdeen analysts"
"expert-interview","methodology","Expert Interview","Study-specific code: expert-interview"
"expert-judgment","methodology","Expert Judgment","Study-specific code: expert-judgment"
"expert-opinion","observation_type","Expert Opinion","Observation records an analyst judgment, interpretation, or recommendation that goes beyond raw data to offer evaluative conclusions"
"expert-opinion-method","methodology","Expert Opinion Method","Qualitative professional judgment documented as method"
"expert-panel","methodology","Expert Panel Assessment","Qualitative assessment based on expert panel discussion and professional judgment."
"expert-quote","methodology","Expert Quote","Study-specific code: expert-quote"
"expert-report","study_type","Expert Report","Expert analysis or testimony report based on primary research"
"expert-survey","methodology_code","Expert Survey","Aberdeen analyst field survey and expert interviews"
"expertise-claim","observation_type","Expertise Claim","Study-specific code: expertise-claim"
"ext-verify","methodology","External Verification","Observation verified through external sources, post-hoc research, or historical record to assess actual outcomes"
"external-analysis","methodology","External Analysis","Study-specific code: external-analysis"
"external-verification","methodology","External verification","Outcome endpoint validated against public web sources."
"face-to-face-interview","methodology","Face To Face Interview","Study-specific code: face-to-face-interview"
"fct","methodology","Fct","Study-specific code: FCT"
"feature","obs_type","Feature Description","Description of a specific technical feature or capability"
"field-observation","methodology","Field Observation","Study-specific code: field-observation"
"field-research","methodology_code","Field Research","Primary research conducted through direct interaction with products, services, or market participants in real-world settings"
"field-testing","methodology","Field Testing","Study-specific code: field-testing"
"financial-analysis","observation_type","Financial Analysis","Study-specific code: financial-analysis"
"financial-assumption","observation_type","Financial Assumption","Study-specific code: financial-assumption"
"financial-data","methodology","Financial Data","Study-specific code: financial-data"
"financial-metric","obs_type","Financial Metric","Revenue, profit or financial performance data"
"financial-model","observation_type","Financial Model","Study-specific code: financial-model"
"financial-modeling","methodology","Financial Modeling","Study-specific code: financial-modeling"
"financial-news","methodology","Financial News","Study-specific code: financial-news"
"financial-report","methodology","Financial Report","Study-specific code: financial-report"
"financial-reporting","methodology","Financial Reporting","Study-specific code: financial-reporting"
"financial-result","observation_type","Financial Result","Study-specific code: financial-result"
"financial-services","entity_type","Financial Services","Bank; brokerage; or financial institution"
"financial-target","observation_type","Financial Target","Study-specific code: financial-target"
"finding","observation_type","Finding","Study-specific code: finding"
"firmographic","observation_type","Firmographic","Study-specific code: firmographic"
"folded","entity_status","Folded","Division/unit folded into or merged with parent"
"forecast","observation_type","Forecast","Forward-looking prediction about technology or market"
"forecast-analysis","methodology","Forecast Analysis","Study-specific code: forecast-analysis"
"forecast-deadline","observation_type","Forecast Deadline","Study-specific code: forecast-deadline"
"forecast-failure-archive-note","observation_type","Forecast Failure Archive Note","Study-specific code: forecast-failure-archive-note"
"forecast-roadmap-coverage","observation_type","Forecast Roadmap Coverage","Study-specific code: forecast-roadmap-coverage"
"forecast-tpc-arrival","observation_type","Forecast Tpc Arrival","Study-specific code: forecast-tpc-arrival"
"fortune_1000_job_loss","observation_type","Fortune_1000_Job_Loss","Study-specific code: fortune_1000_job_loss"
"forum-synthesis","methodology","Forum Synthesis","Study-specific code: forum-synthesis"
"fr","methodology_code","Field Research","Primary research including customer interviews and vendor briefings"
"framework","methodology","Framework","Study-specific code: framework"
"framework-claim","observation_type","Framework Claim","Study-specific code: framework-claim"
"framework-component","observation_type","Framework Component","Study-specific code: framework-component"
"framework-concept","observation_type","Framework Concept","Study-specific code: framework-concept"
"framework-consistency","observation_type","Framework Consistency","Study-specific code: framework-consistency"
"framework-definition","observation_type","Framework Definition","Study-specific code: framework-definition"
"framework-design","methodology","Framework Design","Study-specific code: framework-design"
"framework-development","methodology","Framework Development","Study-specific code: framework-development"
"framework-exposition","methodology","Framework Exposition","Study-specific code: framework-exposition"
"framework-factor","observation_type","Framework Factor","A component or variable within an analytical framework or model used to structure the analysis; a dimension of a multi-factor evaluation scheme"
"framework-headline","observation_type","Framework Headline","Study-specific code: framework-headline"
"framework-prediction","methodology","Framework Prediction","Study-specific code: framework-prediction"
"framework-specification","methodology","Framework Specification","Study-specific code: framework-specification"
"framework-synthesis","methodology","Framework Synthesis","Study-specific code: framework-synthesis"
"funder","observation_type","Funder","Study-specific code: funder"
"funding","observation_type","Funding","Study-specific code: funding"
"funding-source","observation_type","Funding Source","Study-specific code: funding-source"
"future-acquirer","entity_role","Future Acquirer","Entity that later acquired the primary vendor"
"future-research","methodology","Future Research","Study-specific code: future-research"
"future-roadmap","observation_category","Future Roadmap","Planned product capability or enhancement"
"gap-analysis","observation_type","Gap Analysis","Identification of a gap in capabilities, products, or market coverage."
"gateway","obs_type","Gateway/Interoperability","Description of connectivity to external or competing systems"
"geo-profile","observation_type","Geo Profile","Study-specific code: geo-profile"
"geographic-mix","observation_type","Geographic Mix","Study-specific code: geographic-mix"
"giga-research","methodology","Giga Research","Study-specific code: giga-research"
"go-to-market-readiness","observation_type","Go To Market Readiness","Study-specific code: go-to-market-readiness"
"governance","observation_type","Governance","Study-specific code: governance"
"government-forecast","methodology","Government Forecast","Study-specific code: government-forecast"
"groupware-workflow","domain","Groupware & Workflow","Collaborative software, workflow automation, and enterprise groupware"
"groves_response","observation_type","Groves_Response","Study-specific code: groves_response"
"growth","lifecycle_at_study","Growth at Study Date","Technology was in growth phase at time of study"
"growth-metric","observation_type","Growth Metric","Study-specific code: growth-metric"
"growth-rate","methodology","Growth Rate Analysis","Year-over-year percentage change in revenue or units; used for comparison across platform categories"
"hade","technology-category","High-end App Dev Environment","Aberdeen term for enterprise-grade distributed application development environments."
"hands-on-review","methodology","Hands On Review","Study-specific code: hands-on-review"
"hardware-architecture","tech_category","Hardware Architecture","Physical computing system design and organization"
"hardware-interconnect","tech_category","Hardware Interconnect","Bus or network technology connecting hardware components"
"hardware-platform","tech_category","Hardware Platform","Server or computing hardware platform"
"hardware-spec","observation_type","Hardware Specification","Specific technical parameter of a hardware system"
"hardware-vendor","entity_type","Hardware Vendor","Company producing computer hardware (servers; processors; storage)"
"headcount-pressure","observation_type","Headcount Pressure","Study-specific code: headcount-pressure"
"heritage","obs_type","Heritage/Maturity","Reference to a product's historical pedigree or years of experience"
"high","confidence","High Confidence","Assessment or data point is well-supported by multiple sources, specific numbers, or direct document citations"
"high-availability","obs_type","High Availability","Description of fault tolerance and failover capabilities"
"hiring_dbs_perf","observation_type","Hiring_Dbs_Perf","Study-specific code: hiring_dbs_perf"
"historical-context","methodology","Historical Context","Study-specific code: historical-context"
"historical-fact","observation_type","Historical Fact","Study-specific code: historical-fact"
"historical-record","methodology","Historical Record","Outcome verified through historical public records, acquisitions, product launches, or market events."
"historical-review","methodology","Historical Review","Study-specific code: historical-review"
"historical-verification","methodology","Historical Verification","Study-specific code: historical-verification"
"hp-ux","platform","HP-UX","Hewlett-Packard Unix"
"hp_9000_node","observation_type","Hp_9000_Node","Study-specific code: hp_9000_node"
"hypothesis","methodology","Hypothesis","Study-specific code: hypothesis"
"ia","methodology_code","Industry Analysis","Analyst assessment and industry-level analysis based on market knowledge and expert opinion"
"ibm-mvs","platform","IBM MVS","IBM Mainframe MVS (forthcoming in v2.6)"
"ibm-strategy","observation_type","Ibm Strategy","Study-specific code: ibm-strategy"
"ibm_70pct_cpu_rule","observation_type","Ibm_70Pct_Cpu_Rule","Study-specific code: ibm_70pct_cpu_rule"
"ibm_audit_refusal","observation_type","Ibm_Audit_Refusal","Study-specific code: ibm_audit_refusal"
"ibm_s390_node","observation_type","Ibm_S390_Node","Study-specific code: ibm_s390_node"
"ic","methodology_code","Ic","Internet Commerce analytical framework"
"idc_endorsement","observation_type","Idc_Endorsement","Study-specific code: idc_endorsement"
"ieee-standard","methodology","Ieee Standard","Study-specific code: ieee-standard"
"imp-001","importance","high","Study provides foundational documentation of a significant market transition, category definition, or predictive insight with lasting historical value"
"imp-002","importance","medium","Study provides useful contemporary snapshot with moderate historical value; findings are well-represented in the broader literature"
"imp-003","importance","low","Study provides limited unique insight; findings are either trivial, widely duplicated, or poorly documented"
"in-place-upgrade","strategy_type","In-Place Upgrade Strategy","Strategy of web-enabling applications on existing mainframe hardware rather than migrating or rewriting"
"ind-analysis","methodology","Ind Analysis","Study-specific code: IND-ANALYSIS"
"industry-analysis","methodology_code","Industry Analysis","Qualitative and quantitative assessment of industry trends, competitive dynamics, and market conditions using publicly available information"
"industry-assessment","methodology","Industry Assessment","Study-specific code: industry-assessment"
"industry-claim","methodology","Industry Claim","Study-specific code: industry-claim"
"industry-commentary","methodology","Industry Commentary","Study-specific code: industry-commentary"
"industry-consensus","methodology","Industry Consensus","Study-specific code: industry-consensus"
"industry-context","observation_type","Industry Context","Study-specific code: industry-context"
"industry-data","methodology_code","Industry Data","Methodology: Third-party industry research or market data"
"industry-estimate","methodology","Industry Estimate","Study-specific code: industry-estimate"
"industry-forecast","methodology","Industry Forecast","Study-specific code: industry-forecast"
"industry-knowledge","methodology","Industry Knowledge","Study-specific code: industry-knowledge"
"industry-observation","methodology","Industry Observation","Study-specific code: industry-observation"
"industry-outcome","methodology","Industry Outcome","Study-specific code: industry-outcome"
"industry-profile-table","methodology","Industry Profile Table","Study-specific code: industry-profile-table"
"industry-report","methodology","Industry Report","Study-specific code: industry-report"
"industry-research","methodology","Industry Research","Study-specific code: industry-research"
"industry-survey","methodology","Industry Survey","Study-specific code: industry-survey"
"industry-vertical","observation_type","Industry Vertical","Study-specific code: industry-vertical"
"inferred","methodology_code","Inferred","Value inferred by the archivist from context in the original text."
"inflation-adjustment","methodology","Inflation Adjustment","Study-specific code: inflation-adjustment"
"influencer-strategy","observation_type","Influencer Strategy","Study-specific code: influencer-strategy"
"informix_role","observation_type","Informix_Role","Study-specific code: informix_role"
"infoworld-attribution","methodology","Infoworld Attribution","Study-specific code: InfoWorld-attribution"
"infoworld-comparison","methodology","Infoworld Comparison","Study-specific code: InfoWorld-comparison"
"infoworld-context","methodology","Infoworld Context","Study-specific code: InfoWorld-context"
"infoworld-feature","methodology","Infoworld Feature","Study-specific code: InfoWorld-feature"
"infoworld-quotation","methodology","Infoworld Quotation","Study-specific code: InfoWorld-quotation"
"infoworld_circulation","observation_type","Infoworld_Circulation","Study-specific code: infoworld_circulation"
"infra-profile","observation_type","Infra Profile","Study-specific code: infra-profile"
"infrastructure-event","observation_type","Infrastructure Event","Study-specific code: infrastructure-event"
"infrastructure-fragility","observation_type","Infrastructure Fragility","Study-specific code: infrastructure-fragility"
"innovation-assessment","observation_type","Innovation Assessment","Study-specific code: innovation-assessment"
"institutional-claim","observation_type","Institutional Claim","Study-specific code: institutional-claim"
"integration-technology","tech_category","Integration Technology","Technology or methodology for connecting disparate applications"
"intelligent_apps_def","observation_type","Intelligent_Apps_Def","Study-specific code: intelligent_apps_def"
"internal","methodology_code","Internal Research","Based on the author's or organization's internal research and benchmarking."
"internal-communication","observation_type","Internal Communication","Study-specific code: internal-communication"
"internal-correspondence","methodology","Internal Correspondence","Study-specific code: internal-correspondence"
"internal-dec-memo","methodology","Internal Dec Memo","Study-specific code: internal-DEC-memo"
"internal-engineering","methodology","Internal Engineering","Study-specific code: internal-engineering"
"internal-training","methodology","Internal Training","Study-specific code: internal-training"
"interview","methodology","Interview","Study-specific code: interview"
"interview-design","methodology","Interview Design","Study-specific code: interview-design"
"interview-research","methodology","Interview Research","Study-specific code: interview-research"
"investor-market","observation_type","Investor Market","Study-specific code: investor-market"
"io_per_transaction","observation_type","Io_Per_Transaction","Study-specific code: io_per_transaction"
"ip-assertion","observation_type","Ip Assertion","Study-specific code: ip-assertion"
"ip-ownership","observation_type","Ip Ownership","Study-specific code: ip-ownership"
"ip-term","observation_type","Ip Term","Study-specific code: ip-term"
"ip-usage-constraint","observation_type","Ip Usage Constraint","Study-specific code: ip-usage-constraint"
"is","methodology_code","Is","Information Systems/Information Services buyer perspective"
"is-reported","methodology_code","IS Reported","Methodology: Data reported by IS staff in on-site interviews"
"isp","methodology_code","Isp","Internet Service Provider industry context"
"isv","entity_type","Independent Software Vendor","Software company building applications on third-party platforms"
"it-budget-management","subject_domain","IT Budget Management","Domain covering IT spending governance, cost optimization, budget processes, and alignment of IT investment with business strategy"
"journalistic-analysis","methodology","Journalistic Analysis","Study-specific code: journalistic-analysis"
"kastner-analysis","methodology","Kastner Analysis","Study-specific code: KASTNER-ANALYSIS"
"kastner-coauthor-prior-batch-context","observation_type","Kastner Coauthor Prior Batch Context","Study-specific code: kastner-coauthor-prior-batch-context"
"kastner-collaborator","observation_type","Kastner Collaborator","Study-specific code: kastner-collaborator"
"kastner-coverage-scope-1997","observation_type","Kastner Coverage Scope 1997","Study-specific code: kastner-coverage-scope-1997"
"kastner-employer-transition","observation_type","Kastner Employer Transition","Study-specific code: kastner-employer-transition"
"kastner-internal-observation","observation_type","Kastner Internal Observation","Study-specific code: kastner-internal-observation"
"kastner-prediction-audit","methodology","Kastner Prediction Audit","Study-specific code: kastner-prediction-audit"
"kastner-title","observation_type","Kastner Title","Study-specific code: kastner-title"
"kastner_authorship","observation_type","Kastner_Authorship","Study-specific code: kastner_authorship"
"kastner_career_lineage","observation_type","Kastner_Career_Lineage","Study-specific code: kastner_career_lineage"
"kastner_endorsement","observation_type","Kastner_Endorsement","Study-specific code: kastner_endorsement"
"kastner_quote","observation_type","Kastner_Quote","Study-specific code: kastner_quote"
"kastner_role","observation_type","Kastner_Role","Study-specific code: kastner_role"
"kastner_title_evolution","observation_type","Kastner_Title_Evolution","Study-specific code: kastner_title_evolution"
"kittell_analogy","observation_type","Kittell_Analogy","Study-specific code: kittell_analogy"
"kpi","observation_type","Kpi","Study-specific code: kpi"
"lab-evaluation","methodology","Lab Evaluation","Study-specific code: lab-evaluation"
"lab-journal","study_type","Lab Journal","Aberdeen Group format for hands-on product evaluations; first-person account of researcher's direct experience with a specific product or technology"
"lc-001","lifecycle_at_study","emerging","Technology or category in early growth phase at study date; limited adoption; significant uncertainty about trajectory"
"lc-002","lifecycle_at_study","growth","Technology or category in rapid adoption phase at study date; expanding customer base; increasing investment"
"lc-003","lifecycle_at_study","mature","Technology or category with broad adoption and stable market at study date; incremental innovation; price competition"
"lc-004","lifecycle_current","active","Technology or category remains in active use and development as of knowledge cutoff"
"lc-005","lifecycle_current","evolved","Technology or category has transformed significantly from original form but core concept persists under different branding or architecture"
"lc-006","lifecycle_current","obsolete","Technology or category no longer in mainstream use; superseded by alternatives; legacy installations only"
"lc-007","lifecycle_current","discontinued","Technology or product formally ended; no active development or support; explicitly decommissioned"
"lc-008","lifecycle_current","dominant","Technology or category has become the primary standard or de facto approach in its domain"
"lc-009","lifecycle_current","subsumed","Technology or category absorbed into or replaced by a broader platform or successor technology"
"legacy","lifecycle_status","Legacy","Product no longer actively marketed but may still receive limited support"
"legacy-supported","lifecycle","Legacy Supported","Technology still maintained for existing users but no longer actively developed or sold"
"legal-action","methodology","Legal Action","Study-specific code: legal-action"
"legal-engagement","observation_type","Legal Engagement","Study-specific code: legal-engagement"
"legal-reporting","methodology","Legal Reporting","Study-specific code: legal-reporting"
"legal-settlement","methodology","Legal Settlement","Study-specific code: legal-settlement"
"lesson-learned","observation_type","Lesson Learned","Study-specific code: lesson-learned"
"lifecycle-model","observation_type","Lifecycle Model","Study-specific code: lifecycle-model"
"limitation","methodology","Limitation","Study-specific code: limitation"
"literature-citation","methodology","Literature Citation","Study-specific code: literature-citation"
"literature-context","methodology","Literature Context","Study-specific code: literature-context"
"local-data-point","observation_type","Local Data Point","Study-specific code: local-data-point"
"logan-title","observation_type","Logan Title","Study-specific code: logan-title"
"logan_aberdeen_quote","observation_type","Logan_Aberdeen_Quote","Study-specific code: logan_aberdeen_quote"
"logan_audit_principle","observation_type","Logan_Audit_Principle","Study-specific code: logan_audit_principle"
"longitudinal-analysis","methodology","Longitudinal analysis","Multi-period interpretation across technology and corporate lifecycle phases."
"longitudinal-decomposition","observation_type","Longitudinal Decomposition","Phase or period assignment in a single-entity longitudinal study"
"longitudinal-single-entity","methodology","Longitudinal Single-Entity","Deep-dive study of one firm across all archive decades"
"low","confidence","Low Confidence","Finding is inferred from limited evidence in the source text or involves significant extrapolation"
"mac-system7","platform","Macintosh System 7","Apple Macintosh System 7"
"magazine-imprint","methodology","Magazine Imprint","Study-specific code: magazine-imprint"
"mainframe-web-enablement","subject_domain","Mainframe Web Enablement","Domain covering tools and strategies for connecting legacy mainframe applications to the World Wide Web"
"mainstream","lifecycle","Mainstream","Technology has achieved mainstream adoption."
"malware","tech_category","Malware","Software designed to damage or gain unauthorized access to computer systems"
"manufacturing_case_history","observation_type","Manufacturing_Case_History","Study-specific code: manufacturing_case_history"
"map","framework","Manageability-Availability-Performance","HP framework for enterprise IT requirements: Manageability, Availability, Performance."
"market-analysis","methodology","Market Analysis","Estimation and segmentation of market size, growth, and competitive structure"
"market-assessment","obs_type","Market Assessment","Analyst evaluation of a product's or company's competitive standing in the market"
"market-assumption","observation_type","Market Assumption","Study-specific code: market-assumption"
"market-barrier","observation_type","Market Barrier","Study-specific code: market-barrier"
"market-building-channels","observation_type","Market Building Channels","Study-specific code: market-building-channels"
"market-building-strategy","observation_type","Market Building Strategy","Study-specific code: market-building-strategy"
"market-capability","observation_type","Market Capability","Study-specific code: market-capability"
"market-category-creation","observation_type","Market Category Creation","Study-specific code: market-category-creation"
"market-claim","observation_type","Market Claim","Study-specific code: market-claim"
"market-classification","observation_type","Market Classification","Study-specific code: market-classification"
"market-conclusion","observation_type","Market Conclusion","Study-specific code: market-conclusion"
"market-condition","observation_type","Market Condition","Study-specific code: market-condition"
"market-context","observation_category","Market Context","Broader market or industry context finding"
"market-data","observation_type","Market Data","Quantitative or qualitative data point about market size, pricing, cost structures, or commercial dynamics derived from research"
"market-definition","observation_type","Market Definition","Aberdeen defines a market category or concept"
"market-driver","observation_type","Market Driver","Identified force driving market growth or change"
"market-estimate","methodology","Market Estimate","Study-specific code: market-estimate"
"market-event","observation_type","Market Event","Study-specific code: market-event"
"market-expansion","obs_type","Market Expansion","Description of a vendor's strategy to expand into new market segments"
"market-finding","observation_type","Market Finding","An empirical or analytical finding about the market"
"market-forecast","observation_type","Market Forecast","Study-specific code: market-forecast"
"market-growth","observation_type","Market Growth","Study-specific code: market-growth"
"market-insight","observation_type","Market Insight","Study-specific code: market-insight"
"market-metric","observation_type","Market Metric","Study-specific code: market-metric"
"market-need","observation_type","Market Need","Identified unmet need in the market"
"market-observation","observation_type","Market Observation","Study-specific code: market-observation"
"market-opportunity","observation_type","Market Opportunity","Study-specific code: market-opportunity"
"market-overview","methodology","Market Overview","Study-specific code: market-overview"
"market-position","observation_type","Market Position","Study-specific code: market-position"
"market-positioning","observation_type","Market Positioning","Strategic market positioning information"
"market-quote","observation_type","Market Quote","Study-specific code: market-quote"
"market-reaction","observation_type","Market Reaction","Study-specific code: market-reaction"
"market-readiness","observation_type","Market Readiness","Study-specific code: market-readiness"
"market-requirement","observation_type","Market Requirement","Study-specific code: market-requirement"
"market-research","observation_type","Market Research","Observation derived from primary or secondary market research data."
"market-research-design","observation_type","Market Research Design","Study-specific code: market-research-design"
"market-research-method","observation_type","Market Research Method","Study-specific code: market-research-method"
"market-risk","observation_type","Market Risk","Study-specific code: market-risk"
"market-scope","observation_type","Market Scope","Definition of market boundaries, segments, channels, or verticals."
"market-segment","observation_type","Market Segment","Study-specific code: market-segment"
"market-segment-archetype","observation_type","Market Segment Archetype","Study-specific code: market-segment-archetype"
"market-share","methodology","Market Share Analysis","Calculation of entity revenue as percentage of total market revenue"
"market-size","observation_type","Market Size","Quantitative estimate of market value or volume"
"market-size-estimate","observation_type","Market Size Estimate","Study-specific code: market-size-estimate"
"market-sizing","observation_type","Market Sizing","Study-specific code: market-sizing"
"market-stat","observation_type","Market Statistic","Quantified market data point"
"market-strategy","observation_type","Market Strategy","Study-specific code: market-strategy"
"market-study","study_type","Market Study","Research publication analyzing market conditions and providing strategic recommendations"
"market-survey","methodology","Market Survey","Study-specific code: market-survey"
"market-timing","observation_type","Market Timing","Study-specific code: market-timing"
"market-tracking","methodology","Market Tracking","Study-specific code: market-tracking"
"market-trend","observation_type","Market Trend","Directional market movement or adoption pattern."
"marketing-asset","observation_type","Marketing Asset","Study-specific code: marketing-asset"
"marketing-channel","observation_type","Marketing Channel","Study-specific code: marketing-channel"
"marketing-claim","methodology","Marketing Claim","Study-specific code: marketing-claim"
"marketing-copy","observation_type","Marketing Copy","Study-specific code: marketing-copy"
"marketing-workshop","observation_type","Marketing Workshop","Study-specific code: marketing-workshop"
"mature","lifecycle","Mature","Technology fully developed with established market and widespread adoption"
"mc-001","methodology_code","industry-analysis","Analysis based on aggregate market data, competitive landscape, and published information."
"mc-002","methodology_code","benchmarking","Performance measurement using standardized test procedures."
"mc-003","methodology_code","user-interviews","Primary research via structured or semi-structured interviews with end-user practitioners."
"mc-004","methodology_code","expert-opinion","Qualitative assessment by domain expert based on accumulated experience."
"mc-005","methodology_code","comparative-analysis","Systematic comparison of two or more products, vendors, or strategies across defined dimensions."
"mc-006","methodology_code","market-sizing","Estimation of total addressable market size using top-down or bottom-up methods."
"mc-007","methodology_code","historical-record","Post-study documentation of actual outcomes drawn from public record or industry history."
"mc-008","methodology_code","competitive-analysis","Structured analysis of competing products or vendors across defined criteria."
"mc-anal","methodology_code","industry-analysis","Secondary analysis of market trends, competitive dynamics, and industry structure"
"mc-bench","methodology_code","benchmarking","Comparative analysis against defined performance standards or peer groups"
"mc-eo","methodology","Mc Eo","Study-specific code: MC-EO"
"mc-ia","methodology","Mc Ia","Study-specific code: MC-IA"
"mc-oh","methodology","Mc Oh","Study-specific code: MC-OH"
"mc-qual","methodology_code","qualitative-research","Interviews, focus groups, or case study methodology"
"mc-surv","methodology_code","survey-research","Primary data collection through structured questionnaires or polls"
"meas","methodology","Measured/Empirical","Directly measured or empirically observed value from testing or benchmarking"
"measurement-framework","observation_type","Measurement Framework","Study-specific code: measurement-framework"
"measurement-principle","observation_type","Measurement Principle","Study-specific code: measurement-principle"
"media-relations","observation_type","Media Relations","Study-specific code: media-relations"
"medium","confidence","Medium Confidence","Finding supported by qualitative analysis, expert interpretation, or retrospective assessment with reasonable evidence"
"memo-calculation","methodology","Memo Calculation","Study-specific code: memo-calculation"
"memo-conclusion","methodology","Memo Conclusion","Study-specific code: memo-conclusion"
"memo-header","methodology","Memo Header","Study-specific code: memo-header"
"memo-quotation","methodology","Memo Quotation","Study-specific code: memo-quotation"
"memo-spec","methodology","Memo Spec","Study-specific code: memo-spec"
"memo_author_location","observation_type","Memo_Author_Location","Study-specific code: memo_author_location"
"memo_classification","observation_type","Memo_Classification","Study-specific code: memo_classification"
"merged","entity_status","Merged","Organization merged with one or more entities to form new entity"
"messaging-framework","observation_type","Messaging Framework","Study-specific code: messaging-framework"
"meta","methodology_code","Meta","Metadata management and governance"
"meth-001","methodology_code","industry-analysis","Broad assessment of industry structure, competitive dynamics, and market trends based on secondary research and analyst synthesis"
"meth-002","methodology_code","competitive-profiling","Detailed examination of a specific company's products, strategy, infrastructure, and market position"
"meth-003","methodology_code","expert-opinion","Findings based primarily on analyst judgment, interviews, or qualitative assessment rather than systematic quantitative research"
"methodological-assessment","observation_type","Methodological Assessment","Study-specific code: methodological-assessment"
"methodology","observation_type","Methodology","Study-specific code: methodology"
"methodology-description","observation_type","Methodology Description","Study-specific code: methodology-description"
"methodology-note","observation_type","Methodology note","Observation documenting rules or method constraints."
"methodology-observation","observation_type","Methodology Observation","Study-specific code: methodology-observation"
