"entity_id","study_id"
"computervision-corporation","charles-t-casale-influence-cdfb3f"
"computerworld","stratus-fault-tolerant-revolution-ad-198-797e0e"
"compuware","qacenter-automated-software-quality-from-start-to--b7003b"
"compuware-corp","1998-y2k-report-f512fb"
"consonus","safeway-damages-report-draft-b502f4"
"continental-forest-industries","management-skills-learned-1969-3e75d0"
"continental-forest-industries","volume-1-ch03-physics-of-consulting-1972-1979"
"coopers-lybrand","1998-nt-professional-services-buying-guide-1998-edition-14e452"
"coopers-lybrand","erppsp~1-31f088"
"coopers-lybrand","ntpspr~1-728dc3"
"corba-consortium","aberdeen-1995-commercial-messaging"
"corel-corp","tool-vendors-neglect-intranet-computing--97bde3"
"corel-corporation","1997-data-integration-management-in-hete-de2429"
"corel-corporation","1997-data-mining-buying-guide-71e463"
"corel-corporation","1997-datafocus'-nutcracker--enterprise-c-bfc11e"
"corel-corporation","1998-hp-high-availability-and-metadata-7d1276"
"corel-corporation","2003-intel-consumer-lt-10-5-8c346e"
"cornell-hotel-school","volume-1-ch01-waiting-for-automation-1960-1969"
"cornell-university","volume-1-about-the-author"
"cornell-university","volume-1-ch01-waiting-for-automation-1960-1969"
"coso","topic-iia-pc-management-best-practices-2003-10"
"cowen-datamation-survey","stratus-corporate-overview-1982-11-a7e367"
"craig-barrett","intel-idf-2005-spring-delegate-confirmat-0de810"
"credit-suisse-first-boston","oracle-wp-prod-6-a42b4b"
"critical-path-inc","aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001"
"crossroads-software","psk-litigate98-72601c"
"crossroads-software","psk-litigation-b452e6"
"crossworld-software","1998-enterprise-application-integration-advanced-techno-71496c"
"crossworlds-software","middle~1-a64fa0"
"csc","ie-appendix-lane-qa-research-e594cb"
"cullinet","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"cumberland-farms","phi-psd-brochure-and-kastner-engagements-1969-1972-b8d001"
"cumberland-farms","volume-1-appendix-career-timeline"
"cumberland-farms","volume-1-ch02-physics-of-the-machine-1969-1972"
"cybergold","1999-digitalcash-the-dash-to-digital-cash-enabling-inte-23732b"
"d-link","dct-kastner-wish-list-2002-12"
"dana-gardner","comdex-2003-sun-aggressive-seattletimes--9ca4dd"
"daniel-duerr","hostingtech-apple-xserve-asia-zieger-200-052af6"
"daniel-lyons-pcweek","usatoday-maney-pentium-fdiv-kastner-1994-13a035"
"data-decisions","stratus-et1-tp1-tandem-dossier-1986-26871a"
"data-dimensions-inc","y2k-computerworld-aberdeen-psk-irving-19-5bcd20"
"data-general","1997-commercial-risc-unix-1996-mvp-711569"
"data-general","1998-nt-professional-services-buying-guide-1998-edition-14e452"
"data-general","aberdeen-1996-hp-9000-enterprise-server-64bit-pa8000"
"data-general","aberdeen-1996-risc-unix-market"
"data-general","casale-evp-3-b2b933"
"data-general","ntpspr~1-728dc3"
"data-general","sap-r-3-on-wintel-servers-712986"
"data-general","sequent-592620"
"data-general","sequent-s-numa-q-2000-solutions-77a77c"
"data-general","tpc2-92-c2a45c"
"data-general","volume-1-ch03-physics-of-consulting-1972-1979"
"data-general","volume-1-ch04-prime-computer-1979-1981"
"data-general-corporation","aberdeen-1996-data-general-corporation"
"data-general-corporation","aberdeen-1996-data-generals-cybershield-security-solutions-advancing"
"data-general-corporation","aberdeen-dops-tpc-1992-deck-bbe78e"
"data-measurements-corp","phi-psd-brochure-and-kastner-engagements-1969-1972-b8d001"
"datacore-software","2001-aberdeen-group-recent-publications-psk-2be54d"
"datamation","datamation-informix-dsa-ad-aberdeen-cite-a9f18d"
"datamation","tandem-tr-85-2-debitcredit-1985-ca207a"
"datapoint-corporation","casale-evp-2-79187c"
"datapoint-corporation","casale-evp-3-b2b933"
"dataquest","dct-personal-it-forecast-research-2001"
"dataquest-inc","att-worldmark-wsj-ad-aberdeen-quote-1995-ec56fb"
"dataquest-inc","computerworld-fault-tolerant-market-1987-fc3dca"
"dave-moros","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001"
"dave-moros","volume-1-ch02-physics-of-the-machine-1969-1972"
"dave-pulleyn","volume-1-ch01-waiting-for-automation-1960-1969"
"david-alschuler","aberdeen-practice-definitions-compendium-2000-b7a001"
"david-ditzel","informationweek-tablet-pc-microsoft-kast-72320d"
"david-hill","08-phase2-project-kickoff-2ea711"
"david-hill","10-maxtor-workshop-02-09-eod-53f22b"
"david-hofferberth","aberdeen-practice-definitions-compendium-2000-b7a001"
"david-mcgoveran","datamation-informix-dsa-ad-aberdeen-cite-a9f18d"
"david-rockefeller","adl-commercial-engagements-kastner-1972-1979-b8b001"
"david-rockefeller","volume-1-ch03-physics-of-consulting-1972-1979"
"david-wright","2001-kickoff---research-099232"
"davis-instruments","dct-kastner-wish-list-2002-12"
"dean-mccarron-insight64","technology-news-chips-amd-s-semprons-spa-21b184"
"dean-nelson","svbi-apple-xserve-kastner-2002-05-17-1398db"
"deborah-conrad","usatoday-kessler-itanium-mckinley-kastne-77362b"
"dec","adl-commercial-engagements-kastner-1972-1979-b8b001"
"dec","volume-1-appendix-career-timeline"
"dec","volume-1-ch03-physics-of-consulting-1972-1979"
"dec","volume-1-ch04-prime-computer-1979-1981"
"dec","volume-1-ch05-stratus-fault-tolerant-wars-1981-1987"
"dec","volume-1-ch07-founding-aberdeen-1988-1997"
"dec","volume-1-introduction-physics-of-the-machine"
"dec-corporate-systems-group","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"dec-corporation","2026-kastner-enterprise-ai-arc"
"dell","2001-hp-compaq-kastner-insight1-d6dc38"
"dell","2002-hp-s-consumer-pc-business-will-shrink-psk-ef3cd5"
"dell","2002-the-new-hp-stands-up-to-be-counted-psk-35453a"
"dell","2003-dell-dives-deeper-d35985"
"dell","2004-05dell-storage-profile-editpk-05170-3c00b1"
"dell","2006-amd-ati-acquisition-cf19ff"
"dell","2010-intel-vpro-daily-globe-6f615e"
"dell","dct-access-pc-deals-2002-2003"
"dell","dct-at-kearney-business-pc-prices"
"dell","dct-business-2002-11-pc-deals"
"dell","dct-business-2002-12-17-pc-deals"
"dell","dct-business-2002-12-19-pc-deals"
"dell","dct-business-2002-12-pc-deals"
"dell","dct-business-2003-03-17-pc-deals"
"dell","dct-dceit-observations-2002-06"
"dell","dct-gateway-acquires-emachines-2004-03"
"dell","dct-hp-compaq-pcs-insight-2001-09"
"dell","dct-intel-processor-prices-2003-01"
"dell","dct-kastner-wish-list-2002-12"
"dell","dct-oct.-4-hot-topic-b61c0d"
"dell","dct-personal-it-forecast-research-2001"
"dell","dct-q1-2003-pc-shipments"
"dell","dct-weekly-2002-08-24-pc-deals-analysis"
"dell","dct-weekly-2002-08-24-pc-deals-script"
"dell","dct-weekly-2002-10-06"
"dell","dct-weekly-2002-10-27"
"dell","dct-weekly-2002-11-17"
"dell","dct-weekly-2002-12-01"
"dell","dct-weekly-2002-12-22"
"dell","dct-weekly-2002-12-30"
"dell","dct-weekly-2003-01-05"
"dell","dct-weekly-2003-01-12"
"dell","dct-weekly-2003-01-19"
"dell","dct-weekly-2003-01-26"
"dell","dct-weekly-2003-03-02"
"dell","dct-weekly-2003-03-09"
"dell","dct-weekly-2003-03-16"
"dell","dct-weekly-2003-03-23"
"dell","dct-weekly-2003-04-06"
"dell","dct-weekly-2003-04-13"
"dell","dct-weekly-2003-04-20"
"dell","dct-weekly-2003-05-11"
"dell","dct-weekly-2003-05-18"
"dell","dct-weekly-2003-06-08"
"dell","dct-weekly-2003-06-15"
"dell","dct-weekly-2003-06-22"
"dell","dct-weekly-2003-07-06"
"dell","dct-weekly-2003-07-13"
"dell","dct-weekly-2003-07-26"
"dell","dct-weekly-2003-08-03"
"dell","dct-weekly-2003-08-10"
"dell","dct-weekly-2003-08-17"
"dell","dct-weekly-2003-08-24"
"dell","dell-ars-wp-2-72fd7f"
"dell","dell-precision-workstations-3-581e89"
"dell","dell-sap-v6-d08820"
"dell","dell-services-kastner-051904-4-87b363"
"dell","dell-storage-profile-2004"
"dell","hp-compaq-kastner-insight1-a5a4e0"
"dell","intel-2010-vpro-daily-globe-42697e"
"dell","intel-quad-core-outlook-newsfactor-garre-c32252"
"dell","internetnews-veritas-itanium-believer-20-2ff4eb"
"dell","kastner-letter-to-craig-barrett-intel-2008-1ea221"
"dell","linuxcare-ab95f6"
"dell","linuxcare-profile-1999"
"dell","nvidia-personal-cinema-lab-report-2002"
"dell","technology-themes-2003-04"
"dell","technology-themes-ee5ba4"
"dell","volume-1-ch10-the-long-view-1966-2026"
"dell","warranty-week-dell-warranty-policies-kas-0c084d"
"dell","workst~1-d22401"
"dell-computer","2001-hp-cpq-merger-collection-edbca1"
"dell-computer","2002-undercutting-and-upselling-dell-s-foray-into-the-h-3d70b1"
"dell-computer","2003-dell-and-oracle-boldly-predict-the-demise-of-big-i-073fba"
"dell-computer","2003-dell-asset-recovery-services-white--142827"
"dell-computer","music-tv-central-to-dell-consumer-push-m-57e733"
"dell-computer","ntserv~1-56bd94"
"dell-computer","oracle-and-dell-take-aim-at-midsize-busi-770ea6"
"dell-computer","tech-investor-deflation-the-dropping-dol-c85a61"
"dell-computer-corp","dell-ars-white-paper-prod-7-11m-c60434"
"dell-computer-corp","dell-sd2-final-d6e78c"
"dell-inc","infoworld-dell-sharpens-blade-attack-nee-f9cb9c"
"deloitte-consulting","ie-appendix-lane-qa-research-e594cb"
"den-norske-bank","ncr-norge-open-oltp-rdbms-seminar-1992-0-7f5414"
"dennis-mcevoy-tandem","ftsn-serlin-tandem-txp-et1-benchmarks-19-ea6530"
"deon-babiuk","wsj-tech-watching-analyst-industry-1998-002531"
"dhruv-grewal","rebates-spur-buyers-but-many-don-t-colle-2aaa2e"
"dialogic-corporation","1997-dialogic-ct-media-sets-the-pace-for-440d5e"
"dialogic-corporation","1997-digital-equipment-corporation-pr-c375a8"
"dialogic-corporation","1997-ibm-s-enterprise-communications-fam-14559a"
"dialogic-corporation","1997-ibm’s-nt-strategy-strat-pr-b93817"
"dialogic-corporation","1998-communicating-business-intelligence-through-comput-0290b1"
"dick-tarulli","volume-1-ch04-prime-computer-1979-1981"
"digital-equipment","1992-tpc-benchmarks-vp-ed0e0d"
"digital-equipment","1996-sequent-38f0b1"
"digital-equipment","1998-nt-professional-services-buying-guide-1998-edition-14e452"
"digital-equipment","aberdeen-1996-bulls-sagister-datacenterdisciplined-unix-businesscritical-applications"
"digital-equipment","aberdeen-1996-debunking-ntsmp-scalability-myth"
"digital-equipment","aberdeen-1996-hp-enterprise-parallel-server-scalable-performance"
"digital-equipment","aberdeen-1996-ibm-as400-vs-microsoft-nt-server"
"digital-equipment","aberdeen-dops-tpc-1992-deck-bbe78e"
"digital-equipment","bbn1989-1e6838"
"digital-equipment","bull1990-d-c-benchmarks-8b5d9c"
"digital-equipment","debit-credit-ibm-dec-1988-2-2fc147"
"digital-equipment","dec-resume-performance-review-3-1f133b"
"digital-equipment","dectp-genspark-research2-4-a09a82"
"digital-equipment","dectp92-0ca51c"
"digital-equipment","ecpspr~1-4968bf"
"digital-equipment","ft-mitfor~1-a56a9d"
"digital-equipment","ibm-rs6000-midran~1-88f049"
"digital-equipment","ntpspr~1-728dc3"
"digital-equipment","ntserv~1-56bd94"
"digital-equipment","sequent-s-numa-q-2000-solutions-77a77c"
"digital-equipment","tpcbench92-139998"
"digital-equipment","workst~1-d22401"
"digital-equipment-corp","1991-encore-and-metadata-47f414"
"digital-equipment-corp","1993-hercules-sap-28344a"
"digital-equipment-corp","boston-globe-dec-steul-cfo-resigns-1994-4013c6"
"digital-equipment-corp","boston-globe-stratus-xa2000-launch-1987--218ffd"
"digital-equipment-corp","dec-debit-credit-guidelines-kohler-hsu-1-e228b4"
"digital-equipment-corp","dec-zahavi-debit-credit-vaxclusters-1988-1a9e2e"
"digital-equipment-corp","mini-micro-stratus-32-arch-freiburghouse-6dc03e"
"digital-equipment-corp","nyt-dec-steul-loses-another-top-official-8f8883"
"digital-equipment-corp","stratus-computer-is-down-ad-reprints-c19-903ebf"
"digital-equipment-corp","wsj-digital-challenges-ibm-tests-bulkele-e2e227"
"digital-equipment-corporation","1997-ca-s-unicenter-tng-framework-pk-apr-50d15f"
"digital-equipment-corporation","1997-commercial-risc-unix-1996-mvp-711569"
"digital-equipment-corporation","1997-data-integration-management-in-hete-de2429"
"digital-equipment-corporation","1997-data-mining-buying-guide-71e463"
"digital-equipment-corporation","1997-datafocus'-nutcracker--enterprise-c-bfc11e"
"digital-equipment-corporation","1997-dec-linkworks-webworker---an-object-db2d2a"
"digital-equipment-corporation","1998-hp-high-availability-and-metadata-7d1276"
"digital-equipment-corporation","1998-pc-impact-and-metadata-e2a169"
"digital-equipment-corporation","2001-hp-camera-lab-journal-prod-d90f3f"
"digital-equipment-corporation","2003-dell-ars-white-paper-53d13d"
"digital-equipment-corporation","2003-intel-consumer-lt-10-5-8c346e"
"digital-equipment-corporation","2026-kastner-dec-longitudinal-22d177"
"digital-equipment-corporation","aberdeen-1995-digital-linkworks"
"digital-equipment-corporation","aberdeen-1995-digital-multia"
"digital-equipment-corporation","aberdeen-1995-digital-objectbroker"
"digital-equipment-corporation","aberdeen-1995-limd-technology"
"digital-equipment-corporation","aberdeen-1996-dec-manageworks-22"
"digital-equipment-corporation","aberdeen-1996-digital-debunks-ntsmp-scalability-myth"
"digital-equipment-corporation","aberdeen-1996-digital-leading-nt-across-enterprise-charge"
"digital-equipment-corporation","aberdeen-1996-digitals-personal-workstation-new-markets-channels"
"digital-equipment-corporation","aberdeen-1996-hp-9000-enterprise-server-64bit-pa8000"
"digital-equipment-corporation","aberdeen-1996-risc-unix-market"
"digital-equipment-corporation","aberdeen-1996-software-ag-digital-high-performance-solutions"
"digital-equipment-corporation","casale-evp-5-aa8f2a"
"digital-equipment-corporation","erppsp~1-31f088"
"digital-equipment-corporation","nti-11-distributed-midrange-servers-1993-dedd19"
"digital-equipment-corporation","nti-2-open-systems-1dd3af"
"digital-equipment-corporation","nti-3-pc-and-ws-1993-17d49b"
"digital-equipment-corporation","nti-5-development-toolsets-0e71c5"
"digital-equipment-corporation","soa-aon-webinar-022206a-125e6b"
"digital-equipment-corporation","volume-1-about-the-author"
"digital-equipment-corporation","volume-1-ch01-waiting-for-automation-1960-1969"
"digital-equipment-corporation","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"docucorp","docucorp-3c562a"
"dom-lacava","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954"
"don-kerr-dell-canada","infiniband-and-beyond-computerworld-supp-200261"
"donovan-gow","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001"
"dubai-ports-authority","dubtech-1996-29d4f9"
"dvd-forum","future-of-dvd-forum-panel-2003-taylor-61b198"
"dwight-davis","sun-sentinel-citrix-templeton-staying-20-b645c7"
"dwl-inc","top-iseries-isvs-2002-2e8695"
"e1-01","1997-forte-enterprise-development-enviro-a07cf9"
"e1-03","1997-forte-enterprise-development-enviro-a07cf9"
"e1-04","1997-forte-enterprise-development-enviro-a07cf9"
"e2-01","1997-hewlett-packard-v-class--providing--897f7a"
"e2-03","1997-hewlett-packard-v-class--providing--897f7a"
"e2-04","1997-hewlett-packard-v-class--providing--897f7a"
"e2-05","1997-hewlett-packard-v-class--providing--897f7a"
"e3-01","1997-hewlett-packard’s-strategy-to-surpa-905013"
"e3-02","1997-hewlett-packard’s-strategy-to-surpa-905013"
"e3-03","1997-hewlett-packard’s-strategy-to-surpa-905013"
"e3-05","1997-hewlett-packard’s-strategy-to-surpa-905013"
"e3-06","1997-hewlett-packard’s-strategy-to-surpa-905013"
"e3-08","1997-hewlett-packard’s-strategy-to-surpa-905013"
"e3-corp","top-iseries-isvs-2002-2e8695"
"e4-01","1997-ibm-application-development-product-895c4d"
"e4-02","1997-ibm-application-development-product-895c4d"
"e4-03","1997-ibm-application-development-product-895c4d"
"e5-01","1997-ibm-business-intelligence-family-pr-43c37e"
"e5-03","1997-ibm-business-intelligence-family-pr-43c37e"
"e89-01","1989-vidmar-as400-hp3000-and-metadata-a32d04"
"e89-03","1989-vidmar-as400-hp3000-and-metadata-a32d04"
"e89-04","1989-vidmar-as400-hp3000-and-metadata-a32d04"
"e89-05","1989-vidmar-as400-hp3000-and-metadata-a32d04"
"e89-06","1989-vidmar-as400-hp3000-and-metadata-a32d04"
"e90-01","1990-bull-rdbms-1990-and-2024-metadata-fe61bf"
"e90-03","1990-bull-rdbms-1990-and-2024-metadata-fe61bf"
"e90-04","1990-bull-rdbms-1990-and-2024-metadata-fe61bf"
"e90-05","1990-bull-rdbms-1990-and-2024-metadata-fe61bf"
"e90-06","1990-bull-rdbms-1990-and-2024-metadata-fe61bf"
"e90-15","1990-bull-rdbms-1990-and-2024-metadata-fe61bf"
"e91-01","1991-apple-c-s-e9ffd7"
"e91-03","1991-apple-c-s-e9ffd7"
"e91-04","1991-apple-c-s-e9ffd7"
"e91-05","1991-apple-c-s-e9ffd7"
"e91-06","1991-apple-c-s-e9ffd7"
"e91-07","1991-apple-c-s-e9ffd7"
"e91-08","1991-apple-c-s-e9ffd7"
"e91-12","1991-apple-c-s-e9ffd7"
"e91-13","1991-apple-c-s-e9ffd7"
"e91-16","1991-apple-c-s-e9ffd7"
"e91-17","1991-apple-c-s-e9ffd7"
"e91-19","1991-apple-c-s-e9ffd7"
"ebay","1998-internet-sales-report-4cde3f"
"ebusiness-exchange","top-iseries-isvs-2002-2e8695"
"ecash-technologies","1999-digitalcash-the-dash-to-digital-cash-enabling-inte-23732b"
"eclipsys-corp","auditor-report-4-43ad9b"
"ecredit-com","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001"
"ed-black","volume-1-ch07-founding-aberdeen-1988-1997"
"edgar-codd","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"edgar-dworsky-consumer","great-rebate-debate-smartmoney-grant-80650c"
"edify-corporation","1997-peoplesoft-works-the-internet-452445"
"eds","ecpspr~1-4968bf"
"eds","ie-appendix-lane-qa-research-e594cb"
"eds","psk-litigate98-72601c"
"eds","psk-litigation-b452e6"
"eds","unisys-florida-hrs-expert-witness-tallah-5b4524"
"eds","volume-1-ch09-expert-witness-technology-on-trial-1992-2015"
"eds-centrobe","1999-crm-professional-services-rpt-96bf13"
"edson-de-castro","cbn-bochner-stratus-oem-strategy-1982-06-245fd5"
"edward-e-lucente","boston-globe-dec-steul-cfo-resigns-1994-4013c6"
"edward-mcdonough","nyt-dec-steul-loses-another-top-official-8f8883"
"edward-zander","technology-news-boardroom-former-sun-exe-bc336f"
"efa-software","top-iseries-isvs-2002-2e8695"
"electronic-arts","dct-dceit-practice-v6-2002"
"electronic-data-systems","1999pr~1-c5516b"
"electronic-data-systems","erppsp~1-31f088"
"electronic-data-systems","ntpspr~1-728dc3"
"eloyalty","1999-crm-professional-services-rpt-96bf13"
"emachines","dct-access-pc-deals-2002-2003"
"emachines","dct-emachines-q1-2003-lineup"
"emachines","dct-gateway-acquires-emachines-2004-03"
"emachines","dct-weekly-2002-12-15"
"emachines","dct-weekly-2003-01-05"
"emachines","dct-weekly-2003-01-12"
"emachines","dct-weekly-2003-01-19"
"emachines","dct-weekly-2003-01-26"
"emachines","dct-weekly-2003-03-02"
"emachines","dct-weekly-2003-03-09"
"emachines","dct-weekly-2003-03-16"
"emachines","dct-weekly-2003-03-23"
"emachines","dct-weekly-2003-04-06"
"emachines","dct-weekly-2003-04-13"
"emachines","dct-weekly-2003-04-20"
"emachines","dct-weekly-2003-05-11"
"emachines","dct-weekly-2003-05-18"
"emachines","dct-weekly-2003-06-08"
"emachines","dct-weekly-2003-06-15"
"emachines","dct-weekly-2003-06-22"
"emachines","dct-weekly-2003-07-06"
"emachines","dct-weekly-2003-07-13"
"emachines","dct-weekly-2003-07-26"
"emachines","dct-weekly-2003-08-03"
"emachines","dct-weekly-2003-08-10"
"emachines","dct-weekly-2003-08-17"
"emachines","dct-weekly-2003-08-24"
"emachines-inc","wsj-mcwilliams-private-label-pcs-2002-05-bdab0a"
"emc","05-idc-sata-report-0872b8"
"emc","13-hh-time-compression-downtime-strategy-4e50c9"
"emc","14-formulas-disaster-scenario-c2f0b4"
"emc","2003-storage-trends-what-will-be-hot-in-2003-and-beyond-cd0aeb"
"emc","2004-05dell-storage-profile-editpk-05170-3c00b1"
"emc","aberdeen-preso-for-emc-final-storage-5-d855b8"
"emc","storag~1-262bc7"
"enc-01","1988-encore-oltp-market-tps-needs-deee45"
"enc-06","1988-encore-oltp-market-tps-needs-deee45"
"enc-07","1988-encore-oltp-market-tps-needs-deee45"
"enc-09","1988-encore-oltp-market-tps-needs-deee45"
"enc-10","1988-encore-oltp-market-tps-needs-deee45"
"enc-11","1988-encore-oltp-market-tps-needs-deee45"
"enc-12","1988-encore-oltp-market-tps-needs-deee45"
"encore-computer","1991-encore-and-metadata-47f414"
"encore-computer","encore-b7c40d"
"ent-08","aberdeen-1995-data-warehouse-olap"
"ent-10","aberdeen-1995-data-warehouse-olap"
"ent-andersen-consulting","aberdeen-1995-hp-customer-interaction-software"
"ent-cambridge-tech","aberdeen-1995-hp-customer-interaction-software"
"ent-dialogic","aberdeen-1995-hp-customer-interaction-software"
"ent-hp","aberdeen-1995-hp-customer-interaction-software"
"ent-nc-001","1997-ibm-when-a-pc-is-simply-platform-ov-5e9364"
"ent-rs6-001","1997-ibm-ships-first-64-bit-rs-6000-serv-961e2c"
"enterasys-networks","1997-cabletron--discovering-the-beacon-u-2d44d5"
"entex-information-services","1998-nt-professional-services-buying-guide-1998-edition-14e452"
"enviros-ris","dell-ars-wp-2-72fd7f"
"epa","dell-ars-wp-2-72fd7f"
"equant","manage~1-b299e4"
"equant","teleco~1-c01702"
"equinix-inc","telephony-post911-conferencing-psk-2001--0bf283"
"erik-reid","peter-kastner-10-bde195"
"ernst-and-young","ie-appendix-lane-qa-research-e594cb"
"ernst-young","volume-1-appendix-career-timeline"
"ernst-young","volume-1-ch08-aberdeen-go-go-years-1998-2006"
"etforecasts","rbj-pc-reseller-slump-psk-2002-07-05-9cb170"
"ethan-cohen","dct-personal-it-practice-launch-2001"
"eti-content","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001"
"eugene-fram","rebates-spur-buyers-but-many-don-t-colle-2aaa2e"
"european-commission","kastner-letter-to-craig-barrett-intel-2008-1ea221"
"european-commission","microsoft-vows-to-appeal-eu-ruling-5-b7efc6"
"european-commission","technology-news-international-microsoft--a2f127"
"european-commission-dg-comp","supreme-court-orders-intel-documents-rel-e6e110"
"european-court-of-justice","technology-news-international-microsoft--a2f127"
"evolve-software","1999-professional-services-automation-rpt-10e22b"
"exodus-communications","2001-aberdeen-group-recent-publications-psk-2be54d"
"exodus-communications","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18"
"fastclick","mirror-image-profile-v2-(050404)-e7eb95"
"fastclick","mirror-image-profile-v2-050404-97e2a6"
"fbi","topic-iia-pc-management-best-practices-2003-10"
"fcc","adl-public-safety-911-cad-systems-1973-1979-b8a001"
"federal-reserve-bank","volume-1-ch01-waiting-for-automation-1960-1969"
"federal-reserve-bank","volume-1-ch10-the-long-view-1966-2026"
"federal-reserve-bank","volume-1-introduction-physics-of-the-machine"
"federal-trade-commission","great-rebate-runaround-businessweek-grow-00f459"
"fernand-sarrat","linuxcare-profile-1999"
"fernando-colon-osorio","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954"
"fiorano-software","esb-0617-5cc5fa"
"first-chicago","phi-psd-brochure-and-kastner-engagements-1969-1972-b8d001"
"first-chicago","volume-1-appendix-career-timeline"
"fletcher-spaght-inc","2001-fletcher-spaght-3bb872"
"flexiinternational-software","aberdeen-1996-flexiinternational-software-financial-acumen-technology"
"florida-hrs","psk-litigation-b452e6"
"florida-hrs","unisys-florida-hrs-expert-witness-tallah-5b4524"
"florida-hrs","volume-1-ch09-expert-witness-technology-on-trial-1992-2015"
"florida-power-and-light","adl-ase-asep-two-way-power-communications-1979-b8c001"
"florida-power-and-light","minicomputer-news-ase-asep-1979-2b5327"
"florida-power-corp","adl-ase-asep-two-way-power-communications-1979-b8c001"
"florida-power-corp","minicomputer-news-ase-asep-1979-2b5327"
"ford","why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622"
"ford-motor-company","dct-pc-replacement-insight1-2003-04"
"ford-motor-company","volume-1-ch04-prime-computer-1979-1981"
"fore-systems","aberdeen-1997-aberdeen-group-impacts"
"forrester-research","aberdeen-training-day-1-522863"
"forrester-research","hp-mainframe-alternative-fernandez-mfasc-a2179f"
"forrester-research","real-time-billing-for-internet-protocol--5ef746"
"forrester-research","volume-1-ch07-founding-aberdeen-1988-1997"
"forrester-research","wsj-tech-watching-analyst-industry-1998-002531"
"forte-software","1997-oracle-designer-2000-3201a7"
"forte-software","aberdeen-1995-commercial-messaging"
"forte-software","aberdeen-1996-live-object-caching-high-performance"
"forte-software","aberdeen-1996-moving-effectively-next-gen-client-server"
"forte-software","develo~1-d25652"
"forte-software","nti-5-development-toolsets-0e71c5"
"fortress-technologies","2002-wireless-lan-security-an-adolescent-market-88de03"
"fortune-1000","prime-industry-product-5-year-plan-1981-0a3546"
"fortune-500-client","2006-unisyswipro-rs-3747-a7e31e"
"franc-romano","boston-globe-dec-steul-cfo-resigns-1994-4013c6"
"franc-romano","nyt-dec-steul-loses-another-top-official-8f8883"
"frank-hawthorne","volume-1-ch03-physics-of-consulting-1972-1979"
"frost-sullivan","omnibox97-53bcfe"
"fti-composite","casale-evp-5-aa8f2a"
"fti-fast-track-incorporated","casale-evp-2-79187c"
"fti-fast-track-incorporated","casale-evp-4-9bd4e6"
"fujitsu","dct-fujitsu-notebook-lineup-2002"
"fujitsu","rdbms-for-ibm-powera~1-7a44be"
"gardner-c-hendrie","volume-1-ch05-stratus-fault-tolerant-wars-1981-1987"
"gartner","10-maxtor-workshop-02-09-eod-53f22b"
"gartner","12-steps-to-category-creation-0abd5a"
"gartner","dct-memoir-ramp-vs-dct-prescience-2026"
"gartner","dct-q1-2003-pc-shipments"
"gartner-group","aberdeen-training-day-1-522863"
"gartner-group","volume-1-ch07-founding-aberdeen-1988-1997"
"gartner-inc","dct-personal-it-forecast-research-2001"
"gartner-inc","rbj-pc-reseller-slump-psk-2002-07-05-9cb170"
"gartner-inc","small-is-huge-in-pcs-these-days-blog-arc-655851"
"gartner-inc","technology-news-hardware-amd-beats-apple-5399ec"
"gartner-inc","technology-news-hardware-amd-makes-athlo-214a36"
"gartner-inc","technology-news-hardware-amd-s-opteron-a-ecf5a9"
"gartner-inc","technology-news-hardware-ibm-opens-custo-7fdf18"
"gartner-inc","technology-news-hardware-intel-ships-gra-47f656"
"gartner-inc","usatoday-reuters-small-pcs-form-factor-2-5ffca5"
"gartner-inc","wsj-tech-watching-analyst-industry-1998-002531"
"gary-gray-couponchief","rebates-savings-or-scam-chatham-journal--4bf5c2"
"gateway","intel-idf-pk-notes-3-6666da"
"gateway-inc","dct-access-pc-deals-2002-2003"
"gateway-inc","dct-at-kearney-business-pc-prices"
"gateway-inc","dct-business-2002-12-17-pc-deals"
"gateway-inc","dct-business-2002-12-19-pc-deals"
"gateway-inc","dct-dceit-observations-2002-06"
"gateway-inc","dct-gateway-acquires-emachines-2004-03"
"gateway-inc","dct-kastner-wish-list-2002-12"
"gateway-inc","dct-personal-it-forecast-research-2001"
"gateway-inc","dct-traveling-with-centrino-2003-05"
"gateway-inc","dct-weekly-2003-01-05"
"gateway-inc","dct-weekly-2003-01-12"
"gateway-inc","dct-weekly-2003-01-19"
"gateway-inc","dct-weekly-2003-01-26"
"gateway-inc","dct-weekly-2003-03-02"
"gateway-inc","dct-weekly-2003-03-09"
"gateway-inc","dct-weekly-2003-03-16"
"gateway-inc","dct-weekly-2003-03-23"
"gateway-inc","dct-weekly-2003-04-06"
"gateway-inc","dct-weekly-2003-04-13"
