"code_id","code_type","label","definition"
"medium","confidence","Medium Confidence","Reasonable basis but limited corroboration"
"low","confidence","Low Confidence","Directional judgment with limited evidence"
"verified","confidence","Verified","Confirmed by subsequent events or independent sources"
"market-assessment","observation_type","Market Assessment","Study-specific code: market-assessment"
"market-overview","methodology","Market Overview","Study-specific code: market-overview"
"competitive-assessment","observation_type","Competitive Assessment","Study-specific code: competitive-assessment"
"strategy-classification","observation_type","Strategy Classification","Categorization of an entity's business strategy"
"viability-prediction","observation_type","Viability Prediction","Expert prediction of entity's long-term survival"
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome for an entity"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity or fitness"
"benchmark-result","observation_type","Benchmark Result","Quantitative comparison against peers or standards"
"framework-factor","observation_type","Framework Factor","One component of a multi-factor analytical framework"
"market-data","observation_type","Market Data","Quantitative market statistic"
"expert-opinion","observation_type","Expert Opinion","Qualitative professional judgment"
"personal-recollection","observation_type","Personal Recollection","First-person memory or anecdote from Kastner"
"ai-exchange","observation_type","AI Exchange","A question posed by Kastner and the AI response extracted as a structured observation"
"topic-insight","observation_type","Topic Insight","An analytical claim or framework point within a technology topic deep-dive"
"industry-analysis","methodology","Industry Analysis","Systematic analysis of industry structure and dynamics"
"competitive-profiling","methodology","Competitive Profiling","Detailed comparison of competing entities"
"benchmarking","methodology","Benchmarking","Comparison against industry standards or peers"
"field-research","methodology","Field Research","Primary data collection via interviews or surveys"
"document-review","methodology","Document Review","Analysis of existing documents and records"
"statistical-analysis","methodology","Statistical Analysis","Quantitative data analysis with statistical methods"
"oral-history","methodology","Oral History","First-person spoken or written recollection of events"
"ai-dialog","methodology","AI Dialog","Question-and-answer exchange between a human and an AI system"
"high","confidence","High Confidence","Strong evidentiary basis; multiple corroborating sources"
"medium","confidence","Medium Confidence","Reasonable basis but limited corroboration"
"low","confidence","Low Confidence","Directional judgment with limited evidence"
"verified","confidence","Verified","Confirmed by subsequent events or independent sources"
"OT-001","observation_type","strategy-classification","Classification of a vendor, product, or market entity into a strategic category based on analyst judgment."
"OT-002","observation_type","viability-prediction","Forward-looking claim about the commercial, technical, or organizational viability of a product, company, or market."
"OT-003","observation_type","actual-outcome","Post-study documented result that validates or refutes a prediction or historical claim in the study."
"OT-004","observation_type","technology-assessment","Evaluation of a technology's capabilities, limitations, maturity, or fit for a particular use case."
"OT-005","observation_type","benchmark-result","Quantitative performance measurement from a formal or informal benchmark test."
"OT-006","observation_type","framework-factor","A criterion or dimension in an analyst's evaluative framework used to rate or rank entities."
"OT-007","observation_type","market-data","Quantitative or qualitative market size, growth, or segment data."
"OT-008","observation_type","expert-opinion","A professional judgment or perspective from an industry practitioner or executive interview."
"MC-001","methodology_code","industry-analysis","Analysis based on aggregate market data, competitive landscape, and published information."
"MC-002","methodology_code","benchmarking","Performance measurement using standardized test procedures."
"MC-003","methodology_code","user-interviews","Primary research via structured or semi-structured interviews with end-user practitioners."
"MC-004","methodology_code","expert-opinion","Qualitative assessment by domain expert based on accumulated experience."
"MC-005","methodology_code","comparative-analysis","Systematic comparison of two or more products, vendors, or strategies across defined dimensions."
"MC-006","methodology_code","market-sizing","Estimation of total addressable market size using top-down or bottom-up methods."
"MC-007","methodology_code","historical-record","Post-study documentation of actual outcomes drawn from public record or industry history."
"MC-008","methodology_code","competitive-analysis","Structured analysis of competing products or vendors across defined criteria."
"CF-001","confidence","high","Strong evidentiary basis; corroborated by multiple sources or direct measurement."
"CF-002","confidence","medium","Reasonable basis; single credible source or analyst judgment without full corroboration."
"CF-003","confidence","low","Speculative or limited evidential basis; noted uncertainty."
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome for an entity"
"benchmark-result","observation_type","Benchmark Result","Quantitative comparison against peers or standards"
"framework-factor","observation_type","Framework Factor","One component of a multi-factor analytical framework"
"market-data","observation_type","Market Data","Quantitative market statistic"
"strategy-classification","observation_type","Strategy Classification","Categorization of an entity's business strategy"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity or fitness"
"viability-prediction","observation_type","Viability Prediction","Expert prediction of entity's long-term survival"
"OT-001","observation_type","strategy-classification","Classification of a vendor, product, or market entity into a strategic category based on analyst judgment."
"OT-002","observation_type","viability-prediction","Forward-looking claim about the commercial, technical, or organizational viability of a product, company, or market."
"OT-003","observation_type","actual-outcome","Post-study documented result that validates or refutes a prediction or historical claim in the study."
"OT-004","observation_type","technology-assessment","Evaluation of a technology's capabilities, limitations, maturity, or fit for a particular use case."
"OT-005","observation_type","benchmark-result","Quantitative performance measurement from a formal or informal benchmark test."
"OT-006","observation_type","framework-factor","A criterion or dimension in an analyst's evaluative framework used to rate or rank entities."
"OT-007","observation_type","market-data","Quantitative or qualitative market size, growth, or segment data."
"OT-008","observation_type","expert-opinion","A professional judgment or perspective from an industry practitioner or executive interview."
"MC-001","methodology_code","industry-analysis","Analysis based on aggregate market data, competitive landscape, and published information."
"MC-002","methodology_code","benchmarking","Performance measurement using standardized test procedures."
"MC-003","methodology_code","user-interviews","Primary research via structured or semi-structured interviews with end-user practitioners."
"MC-004","methodology_code","expert-opinion","Qualitative assessment by domain expert based on accumulated experience."
"MC-005","methodology_code","comparative-analysis","Systematic comparison of two or more products, vendors, or strategies across defined dimensions."
"MC-006","methodology_code","market-sizing","Estimation of total addressable market size using top-down or bottom-up methods."
"MC-007","methodology_code","historical-record","Post-study documentation of actual outcomes drawn from public record or industry history."
"MC-008","methodology_code","competitive-analysis","Structured analysis of competing products or vendors across defined criteria."
"CF-001","confidence","high","Strong evidentiary basis; corroborated by multiple sources or direct measurement."
"CF-002","confidence","medium","Reasonable basis; single credible source or analyst judgment without full corroboration."
"CF-003","confidence","low","Speculative or limited evidential basis; noted uncertainty."
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome for an entity"
"benchmark-result","observation_type","Benchmark Result","Quantitative comparison against peers or standards"
"expert-opinion","observation_type","Expert Opinion","Qualitative professional judgment"
"strategy-classification","observation_type","Strategy Classification","Categorization of an entity's business strategy"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity or fitness"
"viability-prediction","observation_type","Viability Prediction","Expert prediction of entity's long-term survival"
"OT-001","observation_type","strategy-classification","Classification of a vendor, product, or market entity into a strategic category based on analyst judgment."
"OT-002","observation_type","viability-prediction","Forward-looking claim about the commercial, technical, or organizational viability of a product, company, or market."
"OT-003","observation_type","actual-outcome","Post-study documented result that validates or refutes a prediction or historical claim in the study."
"OT-004","observation_type","technology-assessment","Evaluation of a technology's capabilities, limitations, maturity, or fit for a particular use case."
"OT-005","observation_type","benchmark-result","Quantitative performance measurement from a formal or informal benchmark test."
"OT-006","observation_type","framework-factor","A criterion or dimension in an analyst's evaluative framework used to rate or rank entities."
"OT-007","observation_type","market-data","Quantitative or qualitative market size, growth, or segment data."
"OT-008","observation_type","expert-opinion","A professional judgment or perspective from an industry practitioner or executive interview."
"MC-001","methodology_code","industry-analysis","Analysis based on aggregate market data, competitive landscape, and published information."
"MC-002","methodology_code","benchmarking","Performance measurement using standardized test procedures."
"MC-003","methodology_code","user-interviews","Primary research via structured or semi-structured interviews with end-user practitioners."
"MC-004","methodology_code","expert-opinion","Qualitative assessment by domain expert based on accumulated experience."
"MC-005","methodology_code","comparative-analysis","Systematic comparison of two or more products, vendors, or strategies across defined dimensions."
"MC-006","methodology_code","market-sizing","Estimation of total addressable market size using top-down or bottom-up methods."
"MC-007","methodology_code","historical-record","Post-study documentation of actual outcomes drawn from public record or industry history."
"MC-008","methodology_code","competitive-analysis","Structured analysis of competing products or vendors across defined criteria."
"CF-001","confidence","high","Strong evidentiary basis; corroborated by multiple sources or direct measurement."
"CF-002","confidence","medium","Reasonable basis; single credible source or analyst judgment without full corroboration."
"CF-003","confidence","low","Speculative or limited evidential basis; noted uncertainty."
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome for an entity"
"expert-opinion","observation_type","Expert Opinion","Qualitative professional judgment"
"strategy-classification","observation_type","Strategy Classification","Categorization of an entity's business strategy"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity or fitness"
"viability-prediction","observation_type","Viability Prediction","Expert prediction of entity's long-term survival"
"OT-001","observation_type","strategy-classification","Classification of a vendor, product, or market entity into a strategic category based on analyst judgment."
"OT-002","observation_type","viability-prediction","Forward-looking claim about the commercial, technical, or organizational viability of a product, company, or market."
"OT-003","observation_type","actual-outcome","Post-study documented result that validates or refutes a prediction or historical claim in the study."
"OT-004","observation_type","technology-assessment","Evaluation of a technology's capabilities, limitations, maturity, or fit for a particular use case."
"OT-005","observation_type","benchmark-result","Quantitative performance measurement from a formal or informal benchmark test."
"OT-006","observation_type","framework-factor","A criterion or dimension in an analyst's evaluative framework used to rate or rank entities."
"OT-007","observation_type","market-data","Quantitative or qualitative market size, growth, or segment data."
"OT-008","observation_type","expert-opinion","A professional judgment or perspective from an industry practitioner or executive interview."
"MC-001","methodology_code","industry-analysis","Analysis based on aggregate market data, competitive landscape, and published information."
"MC-002","methodology_code","benchmarking","Performance measurement using standardized test procedures."
"MC-003","methodology_code","user-interviews","Primary research via structured or semi-structured interviews with end-user practitioners."
"MC-004","methodology_code","expert-opinion","Qualitative assessment by domain expert based on accumulated experience."
"MC-005","methodology_code","comparative-analysis","Systematic comparison of two or more products, vendors, or strategies across defined dimensions."
"MC-006","methodology_code","market-sizing","Estimation of total addressable market size using top-down or bottom-up methods."
"MC-007","methodology_code","historical-record","Post-study documentation of actual outcomes drawn from public record or industry history."
"MC-008","methodology_code","competitive-analysis","Structured analysis of competing products or vendors across defined criteria."
"CF-001","confidence","high","Strong evidentiary basis; corroborated by multiple sources or direct measurement."
"CF-002","confidence","medium","Reasonable basis; single credible source or analyst judgment without full corroboration."
"CF-003","confidence","low","Speculative or limited evidential basis; noted uncertainty."
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome for an entity"
"benchmark-result","observation_type","Benchmark Result","Quantitative comparison against peers or standards"
"expert-opinion","observation_type","Expert Opinion","Qualitative professional judgment"
"market-data","observation_type","Market Data","Quantitative market statistic"
"strategy-classification","observation_type","Strategy Classification","Categorization of an entity's business strategy"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity or fitness"
"viability-prediction","observation_type","Viability Prediction","Expert prediction of entity's long-term survival"
"strategy-classification","observation_type","Strategy Classification","Categorization of an entity's business strategy"
"viability-prediction","observation_type","Viability Prediction","Expert prediction of entity's long-term survival or market success"
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome for an entity or prediction"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity or fitness for purpose"
"benchmark-result","observation_type","Benchmark Result","Quantitative comparison against peers or industry standards"
"framework-factor","observation_type","Framework Factor","One component of a multi-factor analytical framework"
"market-data","observation_type","Market Data","Quantitative market statistic or size estimate"
"expert-opinion","observation_type","Expert Opinion","Qualitative professional judgment without quantitative backing"
"competitive-profiling","observation_type","Competitive Profiling","Detailed comparative assessment of a competing entity"
"industry-analysis","methodology","Industry Analysis","Systematic analysis of industry structure and dynamics"
"competitive-profiling","methodology","Competitive Profiling","Detailed comparison of competing entities on defined criteria"
"benchmarking","methodology","Benchmarking","Comparison against industry standards or peer performance"
"field-research","methodology","Field Research","Primary data collection via interviews or surveys (Aberdeen's 25 monthly user interviews)"
"document-review","methodology","Document Review","Analysis of existing documents and records including post-publication outcomes"
"expert-opinion","methodology","Expert Opinion","Qualitative professional judgment based on experience"
"high","confidence","High Confidence","Strong evidentiary basis; multiple corroborating sources"
"medium","confidence","Medium Confidence","Reasonable basis but limited corroboration"
"low","confidence","Low Confidence","Directional judgment with limited evidence"
"verified","confidence","Verified","Confirmed by subsequent events or independent sources"
"strategy-classification","observation_type","Strategy Classification","Categorization of an entity's business strategy"
"viability-prediction","observation_type","Viability Prediction","Expert prediction of entity's long-term survival or market success"
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome for an entity or prediction"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity or fitness for purpose"
"benchmark-result","observation_type","Benchmark Result","Quantitative comparison against peers or industry standards"
"framework-factor","observation_type","Framework Factor","One component of a multi-factor analytical framework"
"market-data","observation_type","Market Data","Quantitative market statistic or size estimate"
"expert-opinion","observation_type","Expert Opinion","Qualitative professional judgment"
"industry-analysis","methodology","Industry Analysis","Systematic analysis of industry structure and dynamics"
"competitive-profiling","methodology","Competitive Profiling","Detailed comparison of competing entities"
"benchmarking","methodology","Benchmarking","Comparison against industry standards or peer performance"
"field-research","methodology","Field Research","Primary data collection via site visit and interviews (Kastner's Feb 21 1992 visit to Sapiens Cary NC)"
"document-review","methodology","Document Review","Analysis of existing documents and records including post-publication outcomes"
"expert-opinion","methodology","Expert Opinion","Qualitative professional judgment based on industry expertise and experience"
"high","confidence","High Confidence","Strong evidentiary basis; multiple corroborating sources"
"medium","confidence","Medium Confidence","Reasonable basis but limited corroboration"
"low","confidence","Low Confidence","Directional judgment with limited evidence"
"verified","confidence","Verified","Confirmed by subsequent events or independent sources"
"strategy-classification","observation_type","Strategy Classification","Observation describes a strategic positioning, business decision, or organizational approach taken by a vendor or industry body"
"viability-prediction","observation_type","Viability Prediction","Observation is a forward-looking prediction about future market conditions, technology adoption, or business outcomes made at time of study"
"actual-outcome","observation_type","Actual Outcome","Observation records what actually happened after the study period, providing retrospective validation or refutation of predictions"
"technology-assessment","observation_type","Technology Assessment","Observation evaluates the technical capabilities, limitations, or competitive positioning of a technology or product"
"benchmark-result","observation_type","Benchmark Result","Observation records a specific quantitative benchmark measurement including performance, price-performance, or throughput metrics"
"framework-factor","observation_type","Framework Factor","Observation describes a structural element, rule, methodology component, or constraint that shapes how benchmarks or comparisons are conducted"
"market-data","observation_type","Market Data","Observation records quantitative or qualitative market conditions, trends, competitive dynamics, or industry statistics"
"expert-opinion","observation_type","Expert Opinion","Observation records an analyst judgment, interpretation, or recommendation that goes beyond raw data to offer evaluative conclusions"
"high","confidence","High Confidence","Assessment or data point is well-supported by multiple sources, specific numbers, or direct document citations"
"medium","confidence","Medium Confidence","Assessment is plausible and supported but involves some inference, estimation, or limited evidence"
"low","confidence","Low Confidence","Assessment is speculative, based on thin evidence, or involves significant extrapolation"
"industry-analysis","methodology_code","Industry Analysis","Qualitative and quantitative assessment of industry trends, competitive dynamics, and market conditions using publicly available information"
"benchmarking","methodology_code","Benchmarking","Systematic measurement and comparison of performance using standardized test specifications with full-disclosure reporting"
"expert-opinion","methodology_code","Expert Opinion","Assessment based on analyst domain expertise, experience, and judgment rather than systematic empirical measurement"
"competitive-profiling","methodology_code","Competitive Profiling","Structured analysis of specific vendor strategies, product positioning, and competitive strengths and weaknesses"
"strategy-classification","observation_type","Strategy Classification","Categorization of an entity's business strategy"
"viability-prediction","observation_type","Viability Prediction","Expert prediction of entity's long-term survival"
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome for an entity"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity or fitness"
"benchmark-result","observation_type","Benchmark Result","Quantitative comparison against peers or standards"
"framework-factor","observation_type","Framework Factor","One component of a multi-factor analytical framework"
"market-data","observation_type","Market Data","Quantitative market statistic"
"expert-opinion","observation_type","Expert Opinion","Qualitative professional judgment"
"personal-recollection","observation_type","Personal Recollection","First-person memory or anecdote from Kastner"
"ai-exchange","observation_type","AI Exchange","A question posed by Kastner and the AI response extracted as a structured observation"
"topic-insight","observation_type","Topic Insight","An analytical claim or framework point within a technology topic deep-dive"
"industry-analysis","methodology","Industry Analysis","Systematic analysis of industry structure and dynamics"
"competitive-profiling","methodology","Competitive Profiling","Detailed comparison of competing entities"
"benchmarking","methodology","Benchmarking","Comparison against industry standards or peers"
"field-research","methodology","Field Research","Primary data collection via interviews or surveys"
"document-review","methodology","Document Review","Analysis of existing documents and records"
"statistical-analysis","methodology","Statistical Analysis","Quantitative data analysis with statistical methods"
"oral-history","methodology","Oral History","First-person spoken or written recollection of events"
"ai-dialog","methodology","AI Dialog","Question-and-answer exchange between a human and an AI system"
"high","confidence","High Confidence","Strong evidentiary basis; multiple corroborating sources"
"medium","confidence","Medium Confidence","Reasonable basis but limited corroboration"
"low","confidence","Low Confidence","Directional judgment with limited evidence"
"verified","confidence","Verified","Confirmed by subsequent events or independent sources"
"market-analysis","observation_type","Market Analysis","Study-specific code: market-analysis"
"analyst-assessment","methodology","Analyst Assessment","Study-specific code: analyst-assessment"
"vendor-submission","methodology","Vendor Submission","Study-specific code: vendor-submission"
"vendor-disclosure","methodology","Vendor Disclosure","Study-specific code: vendor-disclosure"
"analyst-estimate","methodology","Analyst Estimate","Study-specific code: analyst-estimate"
"self-report","methodology","Self Report","Study-specific code: self-report"
"analyst-recommendation","methodology","Analyst Recommendation","Study-specific code: analyst-recommendation"
"standard-definition","methodology","Standard Definition","Study-specific code: standard-definition"
"strategy-classification","observation_type","Strategy Classification","Categorization of an entity's business strategy or platform recommendation"
"viability-prediction","observation_type","Viability Prediction","Expert prediction of entity's long-term survival or technology platform longevity"
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome for an entity or prediction"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity or fitness for purpose"
"benchmark-result","observation_type","Benchmark Result","Quantitative comparison against peers or industry standards"
"framework-factor","observation_type","Framework Factor","One component of a multi-factor analytical framework (here: Aberdeen's 5 evaluation criteria)"
"market-data","observation_type","Market Data","Quantitative market statistic or size estimate"
"expert-opinion","observation_type","Expert Opinion","Qualitative professional judgment"
"industry-analysis","methodology","Industry Analysis","Systematic analysis of industry structure including RISC/Unix market share data"
"competitive-profiling","methodology","Competitive Profiling","Side-by-side comparison of DEC vs IBM vs HP against five criteria"
"benchmarking","methodology","Benchmarking","Comparison against TPC-A industry standards"
"field-research","methodology","Field Research","Primary data collection via interviews with Hercules IS executives"
"document-review","methodology","Document Review","Analysis of existing documents and records including post-publication outcomes"
"expert-opinion","methodology","Expert Opinion","Qualitative professional judgment based on Aberdeen's RISC/Unix market monitoring since 1990"
"high","confidence","High Confidence","Strong evidentiary basis; multiple corroborating sources"
"medium","confidence","Medium Confidence","Reasonable basis but limited corroboration"
"low","confidence","Low Confidence","Directional judgment with limited evidence"
"verified","confidence","Verified","Confirmed by subsequent events or independent sources"
"strategy-classification","observation_type","Strategy Classification","Categorization of an entity's business strategy"
"viability-prediction","observation_type","Viability Prediction","Expert prediction of entity's long-term survival"
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome for an entity"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity or fitness"
"benchmark-result","observation_type","Benchmark Result","Quantitative comparison against peers or standards"
"framework-factor","observation_type","Framework Factor","One component of a multi-factor analytical framework"
"market-data","observation_type","Market Data","Quantitative market statistic"
"expert-opinion","observation_type","Expert Opinion","Qualitative professional judgment"
"personal-recollection","observation_type","Personal Recollection","First-person memory or anecdote from Kastner"
"ai-exchange","observation_type","AI Exchange","A question posed by Kastner and the AI response extracted as a structured observation"
"topic-insight","observation_type","Topic Insight","An analytical claim or framework point within a technology topic deep-dive"
"industry-analysis","methodology","Industry Analysis","Systematic analysis of industry structure and dynamics"
"competitive-profiling","methodology","Competitive Profiling","Detailed comparison of competing entities"
"benchmarking","methodology","Benchmarking","Comparison against industry standards or peers"
"field-research","methodology","Field Research","Primary data collection via interviews or surveys"
"document-review","methodology","Document Review","Analysis of existing documents and records"
"statistical-analysis","methodology","Statistical Analysis","Quantitative data analysis with statistical methods"
"oral-history","methodology","Oral History","First-person spoken or written recollection of events"
"ai-dialog","methodology","AI Dialog","Question-and-answer exchange between a human and an AI system"
"high","confidence","High Confidence","Strong evidentiary basis; multiple corroborating sources"
"medium","confidence","Medium Confidence","Reasonable basis but limited corroboration"
"low","confidence","Low Confidence","Directional judgment with limited evidence"
"verified","confidence","Verified","Confirmed by subsequent events or independent sources"
"market-sizing","observation_type","Market Sizing","Study-specific code: market-sizing"
"survey","methodology","Survey","Study-specific code: survey"
"trend-analysis","observation_type","Trend Analysis","Study-specific code: trend-analysis"
"expert-analysis","methodology","Expert Analysis","Study-specific code: expert-analysis"
"technology-adoption","observation_type","Technology Adoption","Study-specific code: technology-adoption"
"recommendation","observation_type","Recommendation","Study-specific code: recommendation"
"strategy-classification","observation_type","Strategy Classification","Classification of an entity's strategic approach or market positioning"
"viability-prediction","observation_type","Viability Prediction","Forward-looking assessment of an entity's or technology's long-term viability"
"actual-outcome","observation_type","Actual Outcome","Documented outcome that occurred after the study's observation period"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's capabilities or maturity level"
"benchmark-result","observation_type","Benchmark Result","Quantitative or comparative measurement from research or field data"
"framework-factor","observation_type","Framework Factor","Structural factor or dynamic identified in the study's analytical framework"
"market-data","observation_type","Market Data","Quantitative market statistics or industry-level data points"
"expert-opinion","observation_type","Expert Opinion","Qualitative judgment or prediction from an identified expert or authority"
"high","confidence","High","Strong evidence from multiple sources, direct measurement, or well-established facts"
"medium","confidence","Medium","Reasonable evidence from limited sources, indirect measurement, or informed estimates"
"low","confidence","Low","Weak evidence, speculative, or based on limited anecdotal information"
"verified","confidence","Verified","Outcome has been confirmed by subsequent events or independent verification"
"industry-analysis","methodology_code","Industry Analysis","Systematic examination of industry structure and competitive dynamics"
"competitive-profiling","methodology_code","Competitive Profiling","Detailed comparison of competing vendors or products"
"benchmarking","methodology_code","Benchmarking","Quantitative comparison against reference metrics or peer performance"
"field-research","methodology_code","Field Research","Primary data collection through interviews, surveys, or site visits"
"document-review","methodology_code","Document Review","Analysis of existing documents and published materials"
"statistical-analysis","methodology_code","Statistical Analysis","Application of statistical methods to quantitative data"
"high","importance","High","Study has significant historical or analytical value"
"medium","importance","Medium","Study has moderate historical or analytical value"
"low","importance","Low","Study has limited historical or analytical value"
"not-applicable","importance","Not Applicable","Importance assessment is not applicable"
"high","relevance","High","Study findings remain highly relevant to current conditions"
"medium","relevance","Medium","Study findings have moderate relevance to current conditions"
"low","relevance","Low","Study findings have limited relevance to current conditions"
"not-applicable","relevance","Not Applicable","Relevance assessment is not applicable"
"high","prescience","High","Study predictions proved highly accurate over time"
"medium","prescience","Medium","Study predictions proved moderately accurate over time"
"low","prescience","Low","Study predictions proved largely inaccurate over time"
"not-applicable","prescience","Not Applicable","Prescience assessment is not applicable"
"white-paper","study_type","White Paper","Vendor-sponsored or independent analytical report"
"vendor","entity_type","Vendor","Company that sells software or technology products"
"end-user","entity_type","End User","Organization that purchases and uses technology products"
"analyst","entity_type","Analyst","Research and advisory firm"
"standards-body","entity_type","Standards Body","Industry consortium or organization developing technical standards"
"enterprise-suite","tech_category","Enterprise Suite","Integrated multi-module enterprise application platform"
"point-solution","tech_category","Point Solution","Standalone application addressing a single functional domain"
"integration-technology","tech_category","Integration Technology","Technology or methodology for connecting disparate applications"
"development-paradigm","tech_category","Development Paradigm","Software development methodology or architectural approach"
"active","entity_status","Active","Entity is currently operating"
"acquired","entity_status","Acquired","Entity has been acquired by another organization"
"dissolved","entity_status","Dissolved","Entity has ceased to exist"
"diminished","entity_status","Diminished","Entity still exists but is dramatically reduced in scope or relevance"
"strategy-classification","observation_type","Strategy Classification","Categorization of an entity's business strategy"
"viability-prediction","observation_type","Viability Prediction","Expert prediction of entity's or technology's long-term survival or market outcome"
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome for an entity, technology, or prediction"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity, features, or fitness for purpose"
"benchmark-result","observation_type","Benchmark Result","Quantitative comparison against peers or standards"
"framework-factor","observation_type","Framework Factor","One component of a multi-factor analytical framework"
"market-data","observation_type","Market Data","Quantitative market statistic or size estimate"
"expert-opinion","observation_type","Expert Opinion","Qualitative professional judgment from analyst or industry expert"
"field-research","methodology","Field Research","Primary data collection via interviews or surveys"
"industry-analysis","methodology","Industry Analysis","Systematic analysis of industry structure, trends, and dynamics"
"competitive-profiling","methodology","Competitive Profiling","Detailed comparison of competing entities or products"
"product-profiling","methodology","Product Profiling","In-depth examination of a specific product's features and positioning"
"document-review","methodology","Document Review","Analysis of existing documents and records including post-publication research"
"benchmarking","methodology","Benchmarking","Quantitative comparison against industry standards or peers"
"user-research","methodology","User Research","Research based on interviews with product users or customers"
"high","confidence","High Confidence","Strong evidentiary basis; multiple corroborating sources"
"medium","confidence","Medium Confidence","Reasonable basis but limited corroboration"
"low","confidence","Low Confidence","Directional judgment with limited evidence"
"verified","confidence","Verified","Confirmed by subsequent events or independent sources"
"emerging","lifecycle","Emerging","Technology or market category in early growth phase"
"mature","lifecycle","Mature","Technology or market at peak adoption"
"declining","lifecycle","Declining","Technology or market losing adoption or relevance"
"legacy-supported","lifecycle","Legacy Supported","Technology still maintained but no longer leading edge"
"obsolete","lifecycle","Obsolete","Technology no longer in active use or support"
"active","lifecycle","Active","Technology or company currently in active use or operation"
"strategy-classification","observation_type","Strategy Classification","Characterizes strategic positioning or market stance of a vendor or technology"
"viability-prediction","observation_type","Viability Prediction","Forward-looking forecast about survivability or adoption"
"actual-outcome","observation_type","Actual Outcome","Verified real-world result corresponding to a prior prediction"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity readiness or capability"
"benchmark-result","observation_type","Benchmark Result","Quantitative or comparative performance measurement"
"framework-factor","observation_type","Framework Factor","Element of an analytical or conceptual framework presented in the study"
"market-data","observation_type","Market Data","Quantitative or qualitative data about market size share or dynamics"
"expert-opinion","observation_type","Expert Opinion","Analyst judgment or recommendation not tied to a specific metric"
"MW","methodology_code","Mw","Market/field research methodology used by Aberdeen"
"ISP","methodology_code","Isp","Internet Service Provider industry context"
"PR","methodology_code","Pr","Vendor Profile report type"
"strategy-classification","observation_type","Strategy Classification","Categorization of an entity's business strategy"
"viability-prediction","observation_type","Viability Prediction","Expert prediction of entity's or technology's long-term survival or market outcome"
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome for an entity, technology, or prediction"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity, features, or fitness for purpose"
"benchmark-result","observation_type","Benchmark Result","Quantitative comparison against peers or standards"
"framework-factor","observation_type","Framework Factor","One component of a multi-factor analytical framework"
"market-data","observation_type","Market Data","Quantitative market statistic or size estimate"
"expert-opinion","observation_type","Expert Opinion","Qualitative professional judgment from analyst or industry expert"
"field-research","methodology","Field Research","Primary data collection via interviews or surveys with industry participants"
"industry-analysis","methodology","Industry Analysis","Systematic analysis of industry structure, trends, and dynamics"
"competitive-profiling","methodology","Competitive Profiling","Detailed comparison of competing entities or products"
"document-review","methodology","Document Review","Analysis of existing documents and records including post-publication research"
"high","confidence","High Confidence","Strong evidentiary basis; multiple corroborating sources"
"medium","confidence","Medium Confidence","Reasonable basis but limited corroboration"
"low","confidence","Low Confidence","Directional judgment with limited evidence"
"verified","confidence","Verified","Confirmed by subsequent events or independent sources"
"emerging","lifecycle","Emerging","Technology or market category in early growth phase at time of study"
"mature","lifecycle","Mature","Technology or market at peak adoption at time of study"
"legacy-supported","lifecycle","Legacy Supported","Technology still maintained but no longer leading edge"
"obsolete","lifecycle","Obsolete","Technology no longer in active use or support"
"active","lifecycle","Active","Technology or company currently in active use or operation"
"strategy-classification","observation_type","Strategy Classification","Categorization of an entity's business strategy"
"viability-prediction","observation_type","Viability Prediction","Expert prediction of entity's or technology's long-term survival or market outcome"
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome for an entity, technology, or prediction"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity, features, or fitness for purpose"
"benchmark-result","observation_type","Benchmark Result","Quantitative comparison against peers or standards"
"framework-factor","observation_type","Framework Factor","One component of a multi-factor analytical framework"
"market-data","observation_type","Market Data","Quantitative market statistic or size estimate"
